"CN 2008 - PRODCOM 2008",,
"Source","Target"
"5309 29 00","13.20.13.60"
"5310 10 10","13.20.14.00"
"5310 10 90","13.20.14.00"
"5310 90 00","13.20.14.00"
"5311 00 10","13.20.19.00"
"5311 00 90","13.20.19.00"
"5401 10 12","13.10.85.10"
"5401 10 14","13.10.85.10"
"5401 10 16","13.10.85.10"
"5401 10 18","13.10.85.10"
"5401 10 90","13.10.85.10"
"5401 20 10","13.10.85.10"
"5401 20 90","13.10.85.10"
"5402 11 00","20.60.12.20"
"5402 19 00","20.60.12.40"
"5402 20 00","20.60.12.60"
"5402 31 00","20.60.13.10"
"5402 32 00","20.60.13.20"
"5402 33 00","20.60.13.30"
"5402 34 00","20.60.13.40"
"5402 39 00","20.60.13.90"
"5402 44 00","20.60.13.50"
"5402 45 00","20.60.13.10"
"5402 46 00","20.60.13.30"
"5402 47 00","20.60.13.30"
"5402 48 00","20.60.13.40"
"5402 49 00","20.60.13.90"
"5402 51 00","20.60.13.10"
"5402 52 00","20.60.13.30"
"5402 59 10","20.60.13.40"
"5402 59 90","20.60.13.90"
"5402 61 00","13.10.81.10"
"5402 62 00","13.10.81.10"
"5402 69 10","13.10.81.10"
"5402 69 90","13.10.81.10"
"5403 10 00","20.60.22.00"
"5403 31 00","20.60.23.20"
"5403 32 00","20.60.23.20"
"5403 33 00","20.60.23.40"
"5403 39 00","20.60.23.90"
"5403 41 00","13.10.81.30"
"5403 42 00","13.10.81.30"
"5403 49 00","13.10.81.30"
"5404 11 00","20.60.14.40"
"5404 12 00","20.60.14.20"
"5404 19 00","20.60.14.40"
"5404 90 11","20.60.14.40"
"5404 90 19","20.60.14.40"
"5404 90 90","20.60.14.40"
"5405 00 00","20.60.24.00"
"5406 00 00","13.10.81.50"
"5407 10 00","13.20.31.30"
"5407 20 11","13.20.31.30"
"5407 20 19","13.20.31.30"
"5407 20 90","13.20.31.30"
"5407 30 00","13.20.31.30"
"5407 41 00","13.20.31.50"
"5407 42 00","13.20.31.50"
"5407 43 00","13.20.31.50"
"5407 44 00","13.20.31.50"
"5407 51 00","13.20.31.50"
"5407 52 00","13.20.31.50"
"5407 53 00","13.20.31.50"
"5407 54 00","13.20.31.50"
"5407 61 10","13.20.31.50"
"5407 61 30","13.20.31.50"
"5407 61 50","13.20.31.50"
"5407 61 90","13.20.31.50"
"5407 69 10","13.20.31.50"
"5407 69 90","13.20.31.50"
"5407 71 00","13.20.31.50"
"5407 72 00","13.20.31.50"
"5407 73 00","13.20.31.50"
"5407 74 00","13.20.31.50"
"5407 81 00","13.20.31.50"
"5407 82 00","13.20.31.50"
"5407 83 00","13.20.31.50"
"5407 84 00","13.20.31.50"
"5407 91 00","13.20.31.50"
"5407 92 00","13.20.31.50"
"5407 93 00","13.20.31.50"
"5407 94 00","13.20.31.50"
"5408 10 00","13.20.31.30"
"5408 21 00","13.20.31.70"
"5408 22 10","13.20.31.70"
"5408 22 90","13.20.31.70"
"5408 23 10","13.20.31.70"
"5408 23 90","13.20.31.70"
"5408 24 00","13.20.31.70"
"5408 31 00","13.20.31.70"
"5408 32 00","13.20.31.70"
"5408 33 00","13.20.31.70"
"5408 34 00","13.20.31.70"
"5501 10 00","20.60.11.20"
"5501 20 00","20.60.11.30"
"5501 30 00","20.60.11.40"
"5501 40 00","20.60.11.50"
"5501 90 00","20.60.11.90"
"5502 00 10","20.60.21.20"
"5502 00 40","20.60.21.40"
"5502 00 80","20.60.21.90"
"5503 11 00","20.60.11.10"
"5503 19 00","20.60.11.20"
"5503 20 00","20.60.11.30"
"5503 30 00","20.60.11.40"
"5503 40 00","20.60.11.50"
"5503 90 10","20.60.11.90"
"5503 90 90","20.60.11.90"
"5504 10 00","20.60.21.20"
"5504 90 00","20.60.21.90"
"5506 10 00","13.10.31.00"
"5506 20 00","13.10.31.00"
"5506 30 00","13.10.31.00"
"5506 90 10","13.10.31.00"
"5506 90 90","13.10.31.00"
"5507 00 00","13.10.32.00"
"5508 10 10","13.10.85.50"
"5508 10 90","13.10.85.50"
"5508 20 10","13.10.85.50"
"5508 20 90","13.10.85.50"
"5509 11 00","13.10.82.10"
"5509 12 00","13.10.82.10"
"5509 21 00","13.10.82.10"
"5509 22 00","13.10.82.10"
"5509 31 00","13.10.82.10"
"5509 32 00","13.10.82.10"
"5509 41 00","13.10.82.10"
"5509 42 00","13.10.82.10"
"5509 51 00","13.10.83.20"
"5509 52 00","13.10.83.Z0"
"5509 53 00","13.10.83.40"
"5509 59 00","13.10.83.80"
"5509 61 00","13.10.83.Z0"
"5509 62 00","13.10.83.40"
"5509 69 00","13.10.83.80"
"5509 91 00","13.10.83.Z0"
"5509 92 00","13.10.83.40"
"5509 99 00","13.10.83.80"
"5510 11 00","13.10.84.10"
"5510 12 00","13.10.84.10"
"5510 20 00","13.10.84.10"
"5510 30 00","13.10.84.10"
"5510 90 00","13.10.84.10"
"5511 10 00","13.10.82.50"
"5511 20 00","13.10.83.90"
"5511 30 00","13.10.84.30"
"5512 11 00","13.20.32.10"
"5512 19 10","13.20.32.10"
"5512 19 90","13.20.32.10"
"5512 21 00","13.20.32.10"
"5512 29 10","13.20.32.10"
"5512 29 90","13.20.32.10"
"5512 91 00","13.20.32.10"
"5512 99 10","13.20.32.10"
"5512 99 90","13.20.32.10"
"5513 11 20","13.20.32.20"
"5513 11 90","13.20.32.20"
"5513 12 00","13.20.32.20"
"5513 13 00","13.20.32.20"
"5513 19 00","13.20.32.20"
"5513 21 10","13.20.32.20"
"5513 21 30","13.20.32.20"
"5513 21 90","13.20.32.20"
"5513 23 10","13.20.32.20"
"5513 23 90","13.20.32.20"
"5513 29 00","13.20.32.20"
"5513 31 00","13.20.32.30"
"5513 39 00","13.20.32.30"
"5513 41 00","13.20.32.20"
"5513 49 00","13.20.32.20"
"5514 11 00","13.20.32.20"
"5514 12 00","13.20.32.20"
"5514 19 10","13.20.32.20"
"5514 19 90","13.20.32.20"
"5514 21 00","13.20.32.20"
"5514 22 00","13.20.32.20"
"5514 23 00","13.20.32.20"
"5514 29 00","13.20.32.20"
"5514 30 10","13.20.32.30"
"5514 30 30","13.20.32.30"
"5514 30 50","13.20.32.30"
"5514 30 90","13.20.32.30"
"5514 41 00","13.20.32.20"
"5514 42 00","13.20.32.20"
"5514 43 00","13.20.32.20"
"5514 49 00","13.20.32.20"
"5515 11 10","13.20.32.90"
"5515 11 30","13.20.32.90"
"5515 11 90","13.20.32.90"
"5515 12 10","13.20.32.90"
"5515 12 30","13.20.32.90"
"5515 12 90","13.20.32.90"
"5515 13 11","13.20.32.40"
"5515 13 19","13.20.32.40"
"5515 13 91","13.20.32.50"
"5515 13 99","13.20.32.50"
"5515 19 10","13.20.32.90"
"5515 19 30","13.20.32.90"
"5515 19 90","13.20.32.90"
"5515 21 10","13.20.32.90"
"5515 21 30","13.20.32.90"
"5515 21 90","13.20.32.90"
"5515 22 11","13.20.32.40"
"5515 22 19","13.20.32.40"
"5515 22 91","13.20.32.50"
"5515 22 99","13.20.32.50"
"5515 29 00","13.20.32.90"
"5515 91 10","13.20.32.90"
"5515 91 30","13.20.32.90"
"5515 91 90","13.20.32.90"
"5515 99 20","13.20.32.90"
"5515 99 40","13.20.32.90"
"5515 99 80","13.20.32.90"
"5516 11 00","13.20.33.30"
"5516 12 00","13.20.33.30"
"5516 13 00","13.20.33.50"
"5516 14 00","13.20.33.30"
"5516 21 00","13.20.33.30"
"5516 22 00","13.20.33.30"
"5516 23 10","13.20.33.50"
"5516 23 90","13.20.33.50"
"5516 24 00","13.20.33.30"
"5516 31 00","13.20.33.30"
"5516 32 00","13.20.33.30"
"5516 33 00","13.20.33.50"
"5516 34 00","13.20.33.30"
"5516 41 00","13.20.33.30"
"5516 42 00","13.20.33.30"
"5516 43 00","13.20.33.50"
"5516 44 00","13.20.33.30"
"5516 91 00","13.20.33.30"
"5516 92 00","13.20.33.30"
"5516 93 00","13.20.33.50"
"5516 94 00","13.20.33.30"
"5601 10 10","17.22.12.10"
"5601 10 90","17.22.12.10"
"5601 21 10","17.22.12.40"
"5601 21 90","17.22.12.40"
"5601 22 10","17.22.12.40"
"5601 22 91","17.22.12.40"
"5601 22 99","17.22.12.40"
"5601 29 00","17.22.12.40"
"5601 30 00","13.99.14.00"
"5602 10 11","13.99.13.00"
"5602 10 19","13.99.13.00"
"5602 10 31","13.99.13.00"
"5602 10 35","13.99.13.00"
"5602 10 39","13.99.13.00"
"5602 10 90","13.99.13.00"
"5602 21 00","13.99.13.00"
"5602 29 00","13.99.13.00"
"5602 90 00","13.99.13.00"
"5603 11 10","13.95.10.70"
"5603 11 90","13.95.10.10"
"5603 12 10","13.95.10.70"
"5603 12 90","13.95.10.20"
"5603 13 10","13.95.10.70"
"5603 13 90","13.95.10.30"
"5603 14 10","13.95.10.70"
"5603 14 90","13.95.10.50"
"5603 91 10","13.95.10.70"
"5603 91 90","13.95.10.10"
"5603 92 10","13.95.10.70"
"5603 92 90","13.95.10.20"
"5603 93 10","13.95.10.70"
"5603 93 90","13.95.10.30"
"5603 94 10","13.95.10.70"
"5603 94 90","13.95.10.50"
"5604 10 00","13.96.13.00"
"5604 90 10","13.96.13.00"
"5604 90 90","13.96.13.00"
"5605 00 00","13.96.11.00"
"5606 00 10","13.99.15.00"
"5606 00 91","13.99.15.00"
"5606 00 99","13.99.15.00"
"5607 21 00","13.94.11.53"
"5607 29 10","13.94.11.33"
"5607 29 90","13.94.11.35"
"5607 41 00","13.94.11.55"
"5607 49 11","13.94.11.60"
"5607 49 19","13.94.11.60"
"5607 49 90","13.94.11.70"
"5607 50 11","13.94.11.60"
"5607 50 19","13.94.11.60"
"5607 50 30","13.94.11.70"
"5607 50 90","13.94.11.60"
"5607 90 20","13.94.11.33"
"5607 90 90","13.94.11.90"
"5608 11 11","13.94.12.33"
"5608 11 19","13.94.12.35"
"5608 11 91","13.94.12.33"
"5608 11 99","13.94.12.35"
"5608 19 11","13.94.12.53"
"5608 19 19","13.94.12.55"
"5608 19 30","13.94.12.59"
"5608 19 90","13.94.12.59"
"5608 90 00","13.94.12.59"
"5609 00 00","13.94.12.80"
"5701 10 10","13.93.11.00"
"5701 10 90","13.93.11.00"
"5701 90 10","13.93.11.00"
"5701 90 90","13.93.11.00"
"5702 10 00","13.93.12.00"
"5702 20 00","13.93.12.00"
"5702 31 10","13.93.12.00"
"5702 31 80","13.93.12.00"
"5702 32 10","13.93.12.00"
"5702 32 90","13.93.12.00"
"5702 39 00","13.93.12.00"
"5702 41 10","13.93.12.00"
"5702 41 90","13.93.12.00"
"5702 42 10","13.93.12.00"
"5702 42 90","13.93.12.00"
"5702 49 00","13.93.12.00"
"5702 50 10","13.93.12.00"
"5702 50 31","13.93.12.00"
"5702 50 39","13.93.12.00"
"5702 50 90","13.93.12.00"
"5702 91 00","13.93.12.00"
"5702 92 10","13.93.12.00"
"5702 92 90","13.93.12.00"
"5702 99 00","13.93.12.00"
"5703 10 00","13.93.13.00"
"5703 20 12","13.93.13.00"
"5703 20 18","13.93.13.00"
"5703 20 92","13.93.13.00"
"5703 20 98","13.93.13.00"
"5703 30 12","13.93.13.00"
"5703 30 18","13.93.13.00"
"5703 30 82","13.93.13.00"
"5703 30 88","13.93.13.00"
"5703 90 20","13.93.13.00"
"5703 90 80","13.93.13.00"
"5704 10 00","13.93.19.30"
"5704 90 00","13.93.19.30"
"5705 00 10","13.93.19.90"
"5705 00 30","13.93.19.90"
"5705 00 90","13.93.19.90"
"5801 10 00","13.20.41.00"
"5801 21 00","13.20.41.00"
"5801 22 00","13.20.41.00"
"5801 23 00","13.20.41.00"
"5801 24 00","13.20.41.00"
"5801 25 00","13.20.41.00"
"5801 26 00","13.20.41.00"
"5801 31 00","13.20.41.00"
"5801 32 00","13.20.41.00"
"5801 33 00","13.20.41.00"
"5801 34 00","13.20.41.00"
"5801 35 00","13.20.41.00"
"5801 36 00","13.20.41.00"
"5801 90 10","13.20.41.00"
"5801 90 90","13.20.41.00"
"5802 11 00","13.20.42.00"
"5802 19 00","13.20.42.00"
"5802 20 00","13.20.43.00"
"5802 30 00","13.20.45.00"
"5803 00 10","13.20.44.00"
"5803 00 30","13.20.44.00"
"5803 00 90","13.20.44.00"
"5804 10 11","13.99.11.30"
"5804 10 19","13.99.11.30"
"5804 10 90","13.99.11.30"
"5804 21 10","13.99.11.50"
"5804 21 90","13.99.11.50"
"5804 29 10","13.99.11.50"
"5804 29 90","13.99.11.50"
"5804 30 00","13.99.11.70"
"5805 00 00","13.92.16.20"
"5806 10 00","13.96.17.30"
"5806 20 00","13.96.17.30"
"5806 31 00","13.96.17.30"
"5806 32 10","13.96.17.30"
"5806 32 90","13.96.17.30"
"5806 39 00","13.96.17.30"
"5806 40 00","13.96.17.30"
"5807 10 10","13.96.17.50"
"5807 10 90","13.96.17.50"
"5807 90 10","13.96.17.50"
"5807 90 90","13.96.17.50"
"5808 10 00","13.96.17.70"
"5808 90 00","13.96.17.70"
"5809 00 00","13.96.12.00"
"5810 10 10","13.99.12.30"
"5810 10 90","13.99.12.30"
"5810 91 10","13.99.12.50"
"5810 91 90","13.99.12.50"
"5810 92 10","13.99.12.70"
"5810 92 90","13.99.12.70"
"5810 99 10","13.99.12.70"
"5810 99 90","13.99.12.70"
"5811 00 00","13.99.16.00"
"5901 10 00","13.96.14.00"
"5901 90 00","13.96.14.00"
"5902 10 10","13.96.15.00"
"5902 10 90","13.96.15.00"
"5902 20 10","13.96.15.00"
"5902 20 90","13.96.15.00"
"5902 90 10","13.96.15.00"
"5902 90 90","13.96.15.00"
"5903 10 10","13.96.14.00"
"5903 10 90","13.96.14.00"
"5903 20 10","13.96.14.00"
"5903 20 90","13.96.14.00"
"5903 90 10","13.96.14.00"
"5903 90 91","13.96.14.00"
"5903 90 99","13.96.14.00"
"5904 10 00","22.23.15.00"
"5904 90 00","22.23.15.00"
"5905 00 10","17.24.12.00"
"5905 00 30","17.24.12.00"
"5905 00 50","17.24.12.00"
"5905 00 70","17.24.12.00"
"5905 00 90","17.24.12.00"
"5906 10 00","22.19.50.50"
"5906 91 00","22.19.50.70"
"5906 99 10","22.19.50.70"
"5906 99 90","22.19.50.70"
"5907 00 10","13.96.14.00"
"5907 00 90","13.96.14.00"
"5908 00 00","13.96.16.50"
"5909 00 10","13.96.16.20"
"5909 00 90","13.96.16.20"
"5910 00 00","13.96.16.50"
"5911 10 00","13.96.16.50"
"5911 20 00","13.96.16.50"
"5911 31 11","13.96.16.80"
"5911 31 19","13.96.16.80"
"5911 31 90","13.96.16.80"
"5911 32 10","13.96.16.80"
"5911 32 90","13.96.16.80"
"5911 40 00","13.96.16.50"
"5911 90 10","13.96.16.50"
"5911 90 90","13.96.16.50"
"6001 10 00","13.91.11.00"
"6001 21 00","13.91.11.00"
"6001 22 00","13.91.11.00"
"6001 29 00","13.91.11.00"
"6001 91 00","13.91.11.00"
"6001 92 00","13.91.11.00"
"6001 99 00","13.91.11.00"
"6002 40 00","13.91.19.10"
"6002 90 00","13.91.19.10"
"6003 10 00","13.91.19.10"
"6003 20 00","13.91.19.10"
"6003 30 10","13.91.19.10"
"6003 30 90","13.91.19.10"
"6003 40 00","13.91.19.10"
"6003 90 00","13.91.19.10"
"6004 10 00","13.91.19.10"
"6004 90 00","13.91.19.10"
"6005 21 00","13.91.19.10"
"6005 22 00","13.91.19.10"
"6005 23 00","13.91.19.10"
"6005 24 00","13.91.19.10"
"6005 31 10","13.91.19.10"
"6005 31 50","13.91.19.10"
"6005 31 90","13.91.19.10"
"6005 32 10","13.91.19.10"
"6005 32 50","13.91.19.10"
"6005 32 90","13.91.19.10"
"6005 33 10","13.91.19.10"
"6005 33 50","13.91.19.10"
"6005 33 90","13.91.19.10"
"6005 34 10","13.91.19.10"
"6005 34 50","13.91.19.10"
"6005 34 90","13.91.19.10"
"6005 41 00","13.91.19.10"
"6005 42 00","13.91.19.10"
"6005 43 00","13.91.19.10"
"6005 44 00","13.91.19.10"
"6005 90 10","13.91.19.10"
"6005 90 90","13.91.19.10"
"6006 10 00","13.91.19.10"
"6006 21 00","13.91.19.10"
"6006 22 00","13.91.19.10"
"6006 23 00","13.91.19.10"
"6006 24 00","13.91.19.10"
"6006 31 10","13.91.19.10"
"6006 31 90","13.91.19.10"
"6006 32 10","13.91.19.10"
"6006 32 90","13.91.19.10"
"6006 33 10","13.91.19.10"
"6006 33 90","13.91.19.10"
"6006 34 10","13.91.19.10"
"6006 34 90","13.91.19.10"
"6006 41 00","13.91.19.10"
"6006 42 00","13.91.19.10"
"6006 43 00","13.91.19.10"
"6006 44 00","13.91.19.10"
"6006 90 00","13.91.19.10"
"6101 20 10","14.13.11.10"
"6101 20 90","14.13.11.20"
"6101 30 10","14.13.11.10"
"6101 30 90","14.13.11.20"
"6101 90 20","14.13.11.10"
"6101 90 80","14.13.11.20"
"6102 10 10","14.13.13.10"
"6102 10 90","14.13.13.20"
"6102 20 10","14.13.13.10"
"6102 20 90","14.13.13.20"
"6102 30 10","14.13.13.10"
"6102 30 90","14.13.13.20"
"6102 90 10","14.13.13.10"
"6102 90 90","14.13.13.20"
"6103 10 10","14.13.12.60"
"6103 10 90","14.13.12.60"
"6103 22 00","14.13.12.60"
"6103 23 00","14.13.12.60"
"6103 29 00","14.13.12.60"
"6103 31 00","14.13.12.30"
"6103 32 00","14.13.12.30"
"6103 33 00","14.13.12.30"
"6103 39 00","14.13.12.30"
"6103 41 00","14.13.12.70"
"6103 42 00","14.13.12.70"
"6103 43 00","14.13.12.70"
"6103 49 00","14.13.12.70"
"6104 13 00","14.13.14.60"
"6104 19 20","14.13.14.60"
"6104 19 90","14.13.14.60"
"6104 22 00","14.13.14.60"
"6104 23 00","14.13.14.60"
"6104 29 10","14.13.14.60"
"6104 29 90","14.13.14.60"
"6104 31 00","14.13.14.30"
"6104 32 00","14.13.14.30"
"6104 33 00","14.13.14.30"
"6104 39 00","14.13.14.30"
"6104 41 00","14.13.14.70"
"6104 42 00","14.13.14.70"
"6104 43 00","14.13.14.70"
"6104 44 00","14.13.14.70"
"6104 49 00","14.13.14.70"
"6104 51 00","14.13.14.80"
"6104 52 00","14.13.14.80"
"6104 53 00","14.13.14.80"
"6104 59 00","14.13.14.80"
"6104 61 00","14.13.14.90"
"6104 62 00","14.13.14.90"
"6104 63 00","14.13.14.90"
"6104 69 00","14.13.14.90"
"6105 10 00","14.14.11.00"
"6105 20 10","14.14.11.00"
"6105 20 90","14.14.11.00"
"6105 90 10","14.14.11.00"
"6105 90 90","14.14.11.00"
"6106 10 00","14.14.13.10"
"6106 20 00","14.14.13.10"
"6106 90 10","14.14.13.10"
"6106 90 30","14.14.13.10"
"6106 90 50","14.14.13.10"
"6106 90 90","14.14.13.10"
"6107 11 00","14.14.12.20"
"6107 12 00","14.14.12.20"
"6107 19 00","14.14.12.20"
"6107 21 00","14.14.12.30"
"6107 22 00","14.14.12.30"
"6107 29 00","14.14.12.30"
"6107 91 00","14.14.12.40"
"6107 99 00","14.14.12.40"
"6108 11 00","14.14.14.50"
"6108 19 00","14.14.14.50"
"6108 21 00","14.14.14.20"
"6108 22 00","14.14.14.20"
"6108 29 00","14.14.14.20"
"6108 31 00","14.14.14.30"
"6108 32 00","14.14.14.30"
"6108 39 00","14.14.14.30"
"6108 91 00","14.14.14.40"
"6108 92 00","14.14.14.40"
"6108 99 00","14.14.14.40"
"6109 10 00","14.14.30.00"
"6109 90 20","14.14.30.00"
"6109 90 90","14.14.30.00"
"6110 11 10","14.39.10.33"
"6110 11 30","14.39.10.31"
"6110 11 90","14.39.10.32"
"6110 12 10","14.39.10.31"
"6110 12 90","14.39.10.32"
"6110 19 10","14.39.10.31"
"6110 19 90","14.39.10.32"
"6110 20 10","14.39.10.53"
"6110 20 91","14.39.10.61"
"6110 20 99","14.39.10.62"
"6110 30 10","14.39.10.55"
"6110 30 91","14.39.10.71"
"6110 30 99","14.39.10.72"
"6110 90 10","14.39.10.90"
"6110 90 90","14.39.10.90"
"6111 20 10","14.19.11.00"
"6111 20 90","14.19.11.00"
"6111 30 10","14.19.11.00"
"6111 30 90","14.19.11.00"
"6111 90 11","14.19.11.00"
"6111 90 19","14.19.11.00"
"6111 90 90","14.19.11.00"
"6112 11 00","14.19.12.10"
"6112 12 00","14.19.12.10"
"6112 19 00","14.19.12.10"
"6112 20 00","14.19.12.30"
"6112 31 10","14.19.12.40"
"6112 31 90","14.19.12.40"
"6112 39 10","14.19.12.40"
"6112 39 90","14.19.12.40"
"6112 41 10","14.19.12.50"
"6112 41 90","14.19.12.50"
"6112 49 10","14.19.12.50"
"6112 49 90","14.19.12.50"
"6113 00 10","14.19.32.00"
"6113 00 90","14.19.32.00"
"6114 20 00","14.19.12.90"
"6114 30 00","14.19.12.90"
"6114 90 00","14.19.12.90"
"6115 10 10","14.31.10.90"
"6115 10 90","14.31.10.90"
"6115 21 00","14.31.10.33"
"6115 22 00","14.31.10.35"
"6115 29 00","14.31.10.37"
"6115 30 11","14.31.10.50"
"6115 30 19","14.31.10.50"
"6115 30 90","14.31.10.50"
"6115 94 00","14.31.10.90"
"6115 95 00","14.31.10.90"
"6115 96 10","14.31.10.90"
"6115 96 91","14.31.10.90"
"6115 96 99","14.31.10.90"
"6115 99 00","14.31.10.90"
"6116 10 20","14.19.13.00"
"6116 10 80","14.19.13.00"
"6116 91 00","14.19.13.00"
"6116 92 00","14.19.13.00"
"6116 93 00","14.19.13.00"
"6116 99 00","14.19.13.00"
"6117 10 00","14.19.19.30"
"6117 80 10","14.19.19.60"
"6117 80 80","14.19.19.60"
"6117 90 00","14.19.19.60"
"6201 11 00","14.13.21.20"
"6201 12 10","14.13.21.10"
"6201 12 90","14.13.21.20"
"6201 13 10","14.13.21.10"
"6201 13 90","14.13.21.20"
"6201 19 00","14.13.21.20"
"6201 91 00","14.13.21.30"
"6201 92 00","14.13.21.30"
"6201 93 00","14.13.21.30"
"6201 99 00","14.13.21.30"
"6202 11 00","14.13.31.20"
"6202 12 10","14.13.31.10"
"6202 12 90","14.13.31.20"
"6202 13 10","14.13.31.10"
"6202 13 90","14.13.31.20"
"6202 19 00","14.13.31.20"
"6202 91 00","14.13.31.30"
"6202 92 00","14.13.31.30"
"6202 93 00","14.13.31.30"
"6202 99 00","14.13.31.30"
"6203 11 00","14.13.22.10"
"6203 12 00","14.13.22.10"
"6203 19 10","14.13.22.10"
"6203 19 30","14.13.22.10"
"6203 19 90","14.13.22.10"
"6203 22 10","14.12.11.20"
"6203 22 80","14.13.22.20"
"6203 23 10","14.12.11.20"
"6203 23 80","14.13.22.20"
"6203 29 11","14.12.11.20"
"6203 29 18","14.13.22.20"
"6203 29 30","14.13.22.20"
"6203 29 90","14.13.22.20"
"6203 31 00","14.13.23.00"
"6203 32 10","14.12.11.30"
"6203 32 90","14.13.23.00"
"6203 33 10","14.12.11.30"
"6203 33 90","14.13.23.00"
"6203 39 11","14.12.11.30"
"6203 39 19","14.13.23.00"
"6203 39 90","14.13.23.00"
"6203 41 10","14.13.24.44"
"6203 41 30","14.13.24.55"
"6203 41 90","14.13.24.44"
"6203 42 11","14.12.12.40"
"6203 42 31","14.13.24.42"
"6203 42 33","14.13.24.48"
"6203 42 35","14.13.24.48"
"6203 42 51","14.12.12.50"
"6203 42 59","14.13.24.55"
"6203 42 90","14.13.24.60"
"6203 43 11","14.12.12.40"
"6203 43 19","14.13.24.45"
"6203 43 31","14.12.12.50"
"6203 43 39","14.13.24.55"
"6203 43 90","14.13.24.60"
"6203 49 11","14.12.12.40"
"6203 49 19","14.13.24.45"
"6203 49 31","14.12.12.50"
"6203 49 39","14.13.24.55"
"6203 49 50","14.13.24.60"
"6203 49 90","14.13.24.49"
"6204 11 00","14.13.32.10"
"6204 12 00","14.13.32.10"
"6204 13 00","14.13.32.10"
"6204 19 10","14.13.32.10"
"6204 19 90","14.13.32.10"
"6204 21 00","14.13.32.20"
"6204 22 10","14.12.21.20"
"6204 22 80","14.13.32.20"
"6204 23 10","14.12.21.20"
"6204 23 80","14.13.32.20"
"6204 29 11","14.12.21.20"
"6204 29 18","14.13.32.20"
"6204 29 90","14.13.32.20"
"6204 31 00","14.13.33.30"
"6204 32 10","14.12.21.30"
"6204 32 90","14.13.33.30"
"6204 33 10","14.12.21.30"
"6204 33 90","14.13.33.30"
"6204 39 11","14.12.21.30"
"6204 39 19","14.13.33.30"
"6204 39 90","14.13.33.30"
"6204 41 00","14.13.34.70"
"6204 42 00","14.13.34.70"
"6204 43 00","14.13.34.70"
"6204 44 00","14.13.34.70"
"6204 49 10","14.13.34.70"
"6204 49 90","14.13.34.70"
"6204 51 00","14.13.34.80"
"6204 52 00","14.13.34.80"
"6204 53 00","14.13.34.80"
"6204 59 10","14.13.34.80"
"6204 59 90","14.13.34.80"
"6204 61 10","14.13.35.49"
"6204 61 85","14.13.35.63"
"6204 62 11","14.12.22.40"
"6204 62 31","14.13.35.42"
"6204 62 33","14.13.35.48"
"6204 62 39","14.13.35.48"
"6204 62 51","14.12.22.50"
"6204 62 59","14.13.35.51"
"6204 62 90","14.13.35.61"
"6204 63 11","14.12.22.40"
"6204 63 18","14.13.35.49"
"6204 63 31","14.12.22.50"
"6204 63 39","14.13.35.63"
"6204 63 90","14.13.35.65"
"6204 69 11","14.12.22.40"
"6204 69 18","14.13.35.49"
"6204 69 31","14.12.22.50"
"6204 69 39","14.13.35.63"
"6204 69 50","14.13.35.65"
"6204 69 90","14.13.35.69"
"6205 20 00","14.14.21.00"
"6205 30 00","14.14.21.00"
"6205 90 10","14.14.21.00"
"6205 90 80","14.14.21.00"
"6206 10 00","14.14.23.00"
"6206 20 00","14.14.23.00"
"6206 30 00","14.14.23.00"
"6206 40 00","14.14.23.00"
"6206 90 10","14.14.23.00"
"6206 90 90","14.14.23.00"
"6207 11 00","14.14.22.20"
"6207 19 00","14.14.22.20"
"6207 21 00","14.14.22.30"
"6207 22 00","14.14.22.30"
"6207 29 00","14.14.22.30"
"6207 91 00","14.14.22.40"
"6207 99 10","14.14.22.40"
"6207 99 90","14.14.22.40"
"6208 11 00","14.14.24.50"
"6208 19 00","14.14.24.50"
"6208 21 00","14.14.24.30"
"6208 22 00","14.14.24.30"
"6208 29 00","14.14.24.30"
"6208 91 00","14.14.24.60"
"6208 92 00","14.14.24.80"
"6208 99 00","14.14.24.89"
"6209 20 00","14.19.21.00"
"6209 30 00","14.19.21.00"
"6209 90 10","14.19.21.00"
"6209 90 90","14.19.21.00"
"6210 10 10","14.19.32.00"
"6210 10 90","14.19.32.00"
"6210 20 00","14.19.32.00"
"6210 30 00","14.19.32.00"
"6210 40 00","14.19.32.00"
"6210 50 00","14.19.32.00"
"6211 11 00","14.19.22.40"
"6211 12 00","14.19.22.50"
"6211 20 00","14.19.22.30"
"6211 32 10","14.12.30.13"
"6211 32 31","14.19.22.10"
"6211 32 41","14.19.22.10"
"6211 32 42","14.19.22.10"
"6211 32 90","14.19.22.10"
"6211 33 10","14.12.30.13"
"6211 33 31","14.19.22.10"
"6211 33 41","14.19.22.10"
"6211 33 42","14.19.22.10"
"6211 33 90","14.19.22.10"
"6211 39 00","14.19.22.10"
"6211 41 00","14.19.22.20"
"6211 42 10","14.12.30.23"
"6211 42 31","14.19.22.20"
"6211 42 41","14.19.22.20"
"6211 42 42","14.19.22.20"
"6211 42 90","14.19.22.20"
"6211 43 10","14.12.30.23"
"6211 43 31","14.19.22.20"
"6211 43 41","14.19.22.20"
"6211 43 42","14.19.22.20"
"6211 43 90","14.19.22.20"
"6211 49 00","14.19.22.20"
"6212 10 10","14.14.25.30"
"6212 10 90","14.14.25.30"
"6212 20 00","14.14.25.50"
"6212 30 00","14.14.25.50"
"6212 90 00","14.14.25.70"
"6213 20 00","14.19.23.10"
"6213 90 00","14.19.23.10"
