"CN 2008 - PRODCOM 2008",,
"Source","Target"
"2801 30 90","20.13.21.16"
"2802 00 00","20.13.21.20"
"2803 00 10","20.13.21.30"
"2803 00 80","20.13.21.30"
"2804 10 00","20.11.11.50"
"2804 21 00","20.11.11.20"
"2804 29 10","20.11.11.30"
"2804 29 90","20.11.11.30"
"2804 30 00","20.11.11.60"
"2804 40 00","20.11.11.70"
"2804 50 10","20.13.21.40"
"2804 50 90","20.13.21.40"
"2804 61 00","20.13.21.50"
"2804 69 00","20.13.21.50"
"2804 70 00","20.13.21.80"
"2804 80 00","20.13.21.80"
"2804 90 00","20.13.21.80"
"2805 11 00","20.13.23.00"
"2805 12 00","20.13.23.00"
"2805 19 10","20.13.23.00"
"2805 19 90","20.13.23.00"
"2805 30 10","20.13.23.00"
"2805 30 90","20.13.23.00"
"2805 40 10","20.13.23.00"
"2805 40 90","20.13.23.00"
"2806 10 00","20.13.24.13"
"2806 20 00","20.13.24.15"
"2807 00 10","20.13.24.33"
"2807 00 90","20.13.24.35"
"2808 00 00","20.15.10.50"
"2809 10 00","20.13.24.53"
"2809 20 00","20.13.24.55"
"2810 00 10","20.13.24.60"
"2810 00 90","20.13.24.60"
"2811 11 00","20.13.24.73"
"2811 19 10","20.13.24.60"
"2811 19 20","20.13.24.60"
"2811 19 80","20.13.24.60"
"2811 21 00","20.11.12.30"
"2811 22 00","20.13.24.75"
"2811 29 05","20.13.24.77"
"2811 29 10","20.11.12.50"
"2811 29 30","20.11.12.70"
"2811 29 90","20.11.12.90"
"2812 10 11","20.13.22.35"
"2812 10 15","20.13.22.35"
"2812 10 16","20.13.22.35"
"2812 10 18","20.13.22.35"
"2812 10 91","20.13.22.37"
"2812 10 93","20.13.22.37"
"2812 10 94","20.13.22.37"
"2812 10 95","20.13.22.37"
"2812 10 99","20.13.22.37"
"2812 90 00","20.13.22.37"
"2813 10 00","20.13.22.60"
"2813 90 10","20.13.22.60"
"2813 90 90","20.13.22.60"
"2814 10 00","20.15.10.75"
"2814 20 00","20.15.10.77"
"2815 11 00","20.13.25.25"
"2815 12 00","20.13.25.27"
"2815 20 10","20.13.25.35"
"2815 20 90","20.13.25.37"
"2815 30 00","20.13.25.50"
"2816 10 00","20.13.25.60"
"2816 40 00","20.13.25.60"
"2817 00 00","20.12.11.30"
"2818 10 11","23.99.15.00"
"2818 10 19","23.99.15.00"
"2818 10 91","23.99.15.00"
"2818 10 99","23.99.15.00"
"2818 20 00","24.42.12.00"
"2818 30 00","20.13.25.70"
"2819 10 00","20.12.12.00"
"2819 90 10","20.12.12.00"
"2819 90 90","20.12.12.00"
"2820 10 00","20.12.12.00"
"2820 90 10","20.12.12.00"
"2820 90 90","20.12.12.00"
"2821 10 00","20.12.19.10"
"2821 20 00","20.12.19.10"
"2822 00 00","20.12.19.30"
"2823 00 00","20.12.11.50"
"2824 10 00","20.12.12.00"
"2824 90 10","20.12.12.00"
"2824 90 90","20.12.12.00"
"2825 10 00","20.13.25.80"
"2825 20 00","20.12.19.50"
"2825 30 00","20.12.19.50"
"2825 40 00","20.12.19.50"
"2825 50 00","20.12.12.00"
"2825 60 00","20.12.19.50"
"2825 70 00","20.12.19.73"
"2825 80 00","20.12.19.75"
"2825 90 11","20.12.19.90"
"2825 90 19","20.12.19.90"
"2825 90 20","20.12.19.90"
"2825 90 30","20.12.19.90"
"2825 90 40","20.12.19.90"
"2825 90 60","20.12.19.90"
"2825 90 80","20.12.19.90"
"2826 12 00","20.13.31.10"
"2826 19 10","20.13.31.10"
"2826 19 90","20.13.31.10"
"2826 30 00","20.13.31.10"
"2826 90 10","20.13.31.10"
"2826 90 80","20.13.31.10"
"2827 10 00","20.15.20.30"
"2827 20 00","20.13.31.30"
"2827 31 00","20.13.31.30"
"2827 32 00","20.13.31.30"
"2827 35 00","20.13.31.30"
"2827 39 10","20.13.31.30"
"2827 39 20","20.13.31.30"
"2827 39 30","20.13.31.30"
"2827 39 85","20.13.31.30"
"2827 41 00","20.13.31.50"
"2827 49 10","20.13.31.50"
"2827 49 90","20.13.31.50"
"2827 51 00","20.13.31.70"
"2827 59 00","20.13.31.70"
"2827 60 00","20.13.31.70"
"2828 10 00","20.13.32.30"
"2828 90 00","20.13.32.30"
"2829 11 00","20.13.32.50"
"2829 19 00","20.13.32.50"
"2829 90 10","20.13.32.50"
"2829 90 40","20.13.32.50"
"2829 90 80","20.13.32.50"
"2830 10 00","20.13.41.10"
"2830 90 11","20.13.41.10"
"2830 90 85","20.13.41.10"
"2831 10 00","20.13.41.10"
"2831 90 00","20.13.41.10"
"2832 10 00","20.13.41.33"
"2832 20 00","20.13.41.33"
"2832 30 00","20.13.41.35"
"2833 11 00","20.13.41.57"
"2833 19 00","20.13.41.57"
"2833 21 00","20.13.41.57"
"2833 22 00","20.13.41.51"
"2833 24 00","20.13.41.57"
"2833 25 00","20.13.41.57"
"2833 27 00","20.13.41.51"
"2833 29 20","20.13.41.57"
"2833 29 30","20.13.41.57"
"2833 29 50","20.13.41.57"
"2833 29 60","20.13.41.57"
"2833 29 90","20.13.41.57"
"2833 30 00","20.13.41.73"
"2833 40 00","20.13.41.75"
"2834 10 00","20.15.20.80"
"2834 21 00","20.15.76.00"
"2834 29 20","20.13.42.10"
"2834 29 40","20.13.42.10"
"2834 29 80","20.13.42.10"
"2835 10 00","20.13.42.20"
"2835 22 00","20.13.42.30"
"2835 24 00","20.13.42.80"
"2835 25 10","20.13.42.40"
"2835 25 90","20.13.42.40"
"2835 26 10","20.13.42.80"
"2835 26 90","20.13.42.80"
"2835 29 10","20.13.42.80"
"2835 29 30","20.13.42.80"
"2835 29 90","20.13.42.80"
"2835 31 00","20.13.42.70"
"2835 39 00","20.13.42.80"
"2836 20 00","20.13.43.10"
"2836 30 00","20.13.43.20"
"2836 40 00","20.13.43.90"
"2836 50 00","20.13.43.40"
"2836 60 00","20.13.43.90"
"2836 91 00","20.13.43.90"
"2836 92 00","20.13.43.90"
"2836 99 11","20.13.43.90"
"2836 99 17","20.13.43.90"
"2836 99 90","20.13.43.90"
"2837 11 00","20.13.62.20"
"2837 19 00","20.13.62.20"
"2837 20 00","20.13.62.20"
"2839 11 00","20.13.62.40"
"2839 19 00","20.13.62.40"
"2839 90 10","20.13.62.40"
"2839 90 90","20.13.62.40"
"2840 11 00","20.13.62.30"
"2840 19 10","20.13.62.30"
"2840 19 90","20.13.62.30"
"2840 20 10","20.13.62.30"
"2840 20 90","20.13.62.30"
"2840 30 00","20.13.62.30"
"2841 30 00","20.13.51.25"
"2841 50 00","20.13.51.25"
"2841 61 00","20.13.51.10"
"2841 69 00","20.13.51.10"
"2841 70 00","20.13.51.10"
"2841 80 00","20.13.51.10"
"2841 90 30","20.13.51.75"
"2841 90 85","20.13.51.75"
"2842 10 00","20.13.62.70"
"2842 90 10","20.13.62.80"
"2842 90 80","20.13.62.80"
"2843 10 10","20.13.51.85"
"2843 10 90","20.13.51.85"
"2843 21 00","20.13.51.83"
"2843 29 00","20.13.51.85"
"2843 30 00","20.13.51.85"
"2843 90 10","20.13.51.85"
"2843 90 90","20.13.51.85"
"2845 10 00","20.13.61.00"
"2845 90 10","20.13.61.00"
"2845 90 90","20.13.61.00"
"2846 10 00","20.13.65.00"
"2846 90 00","20.13.65.00"
"2847 00 00","20.13.63.00"
"2848 00 00","20.13.64.80"
"2849 10 00","20.13.64.50"
"2849 20 00","20.13.64.50"
"2849 90 10","20.13.64.50"
"2849 90 30","20.13.64.50"
"2849 90 50","20.13.64.50"
"2849 90 90","20.13.64.50"
"2850 00 20","20.13.64.80"
"2850 00 50","20.13.64.80"
"2850 00 70","20.13.64.80"
"2850 00 90","20.13.64.80"
"2852 00 00","20.13.52.70"
"2853 00 10","20.13.52.50"
"2853 00 30","20.11.13.00"
"2853 00 50","20.13.52.90"
"2853 00 90","20.13.52.90"
"2901 10 00","20.14.11.20"
"2901 21 00","20.14.11.30"
"2901 22 00","20.14.11.40"
"2901 23 10","20.14.11.50"
"2901 23 90","20.14.11.50"
"2901 24 10","20.14.11.65"
"2901 24 90","20.14.11.67"
"2901 29 00","20.14.11.90"
"2902 11 00","20.14.12.13"
"2902 19 10","20.14.12.15"
"2902 19 80","20.14.12.15"
"2902 20 00","20.14.12.23"
"2902 30 00","20.14.12.25"
"2902 41 00","20.14.12.43"
"2902 42 00","20.14.12.47"
"2902 43 00","20.14.12.45"
"2902 44 00","20.14.12.47"
"2902 50 00","20.14.12.50"
"2902 60 00","20.14.12.60"
"2902 70 00","20.14.12.70"
"2902 90 10","20.14.12.90"
"2902 90 30","20.14.12.90"
"2902 90 90","20.14.12.90"
"2903 11 00","20.14.13.13"
"2903 12 00","20.14.13.15"
"2903 13 00","20.14.13.23"
"2903 14 00","20.14.13.25"
"2903 15 00","20.14.13.53"
"2903 19 10","20.14.13.57"
"2903 19 80","20.14.13.57"
"2903 21 00","20.14.13.71"
"2903 22 00","20.14.13.74"
"2903 23 00","20.14.13.74"
"2903 29 00","20.14.13.79"
"2903 31 00","20.14.19.10"
"2903 39 11","20.14.19.10"
"2903 39 15","20.14.19.10"
"2903 39 19","20.14.19.10"
"2903 39 90","20.14.19.10"
"2903 41 00","20.14.19.30"
"2903 42 00","20.14.19.30"
"2903 43 00","20.14.19.30"
"2903 44 10","20.14.19.30"
"2903 44 90","20.14.19.30"
"2903 45 10","20.14.19.30"
"2903 45 15","20.14.19.30"
"2903 45 20","20.14.19.30"
"2903 45 25","20.14.19.30"
"2903 45 30","20.14.19.30"
"2903 45 35","20.14.19.30"
"2903 45 40","20.14.19.30"
"2903 45 45","20.14.19.30"
"2903 45 50","20.14.19.30"
"2903 45 55","20.14.19.30"
"2903 45 90","20.14.19.30"
"2903 46 10","20.14.19.30"
"2903 46 20","20.14.19.30"
"2903 46 90","20.14.19.30"
"2903 47 00","20.14.19.30"
"2903 49 11","20.14.19.30"
"2903 49 15","20.14.19.30"
"2903 49 19","20.14.19.30"
"2903 49 20","20.14.19.30"
"2903 49 30","20.14.19.30"
"2903 49 40","20.14.19.30"
"2903 49 80","20.14.19.30"
"2903 51 00","20.14.19.50"
"2903 52 00","20.14.19.50"
"2903 59 10","20.14.19.50"
"2903 59 30","20.14.19.50"
"2903 59 80","20.14.19.50"
"2903 61 00","20.14.19.70"
"2903 62 00","20.14.19.70"
"2903 69 10","20.14.19.70"
"2903 69 90","20.14.19.70"
"2904 10 00","20.14.14.50"
"2904 20 00","20.14.14.70"
"2904 90 20","20.14.14.90"
"2904 90 40","20.14.14.90"
"2904 90 85","20.14.14.90"
"2905 11 00","20.14.22.10"
"2905 12 00","20.14.22.20"
"2905 13 00","20.14.22.30"
"2905 14 10","20.14.22.40"
"2905 14 90","20.14.22.40"
"2905 16 10","20.14.22.63"
"2905 16 20","20.14.22.63"
"2905 16 80","20.14.22.63"
"2905 17 00","20.14.22.65"
"2905 19 00","20.14.22.65"
"2905 22 10","20.14.22.70"
"2905 22 90","20.14.22.70"
"2905 29 10","20.14.22.70"
"2905 29 90","20.14.22.70"
"2905 31 00","20.14.23.10"
"2905 32 00","20.14.23.20"
"2905 39 10","20.14.23.39"
"2905 39 20","20.14.23.39"
"2905 39 25","20.14.23.39"
"2905 39 30","20.14.23.39"
"2905 39 85","20.14.23.39"
"2905 41 00","20.14.23.39"
"2905 42 00","20.14.23.39"
"2905 43 00","20.14.23.39"
"2905 44 11","20.14.23.33"
"2905 44 19","20.14.23.33"
"2905 44 91","20.14.23.33"
"2905 44 99","20.14.23.33"
"2905 45 00","20.14.23.60"
"2905 49 10","20.14.23.39"
"2905 49 80","20.14.23.39"
"2905 51 00","20.14.23.50"
"2905 59 10","20.14.23.50"
"2905 59 91","20.14.23.50"
"2905 59 99","20.14.23.50"
"2906 11 00","20.14.23.73"
"2906 12 00","20.14.23.73"
"2906 13 10","20.14.23.73"
"2906 13 90","20.14.23.73"
"2906 19 00","20.14.23.73"
"2906 21 00","20.14.23.75"
"2906 29 00","20.14.23.75"
"2907 11 00","20.14.24.10"
"2907 12 00","20.14.24.10"
"2907 13 00","20.14.24.10"
"2907 15 10","20.14.24.10"
"2907 15 90","20.14.24.10"
"2907 19 10","20.14.24.10"
"2907 19 90","20.14.24.10"
"2907 21 00","20.14.24.39"
"2907 22 00","20.14.24.39"
"2907 23 00","20.14.24.33"
"2907 29 00","20.14.24.39"
"2908 11 00","20.14.24.50"
"2908 19 00","20.14.24.50"
"2908 91 00","20.14.24.50"
"2908 99 10","20.14.24.50"
"2908 99 90","20.14.24.50"
"2909 11 00","20.14.63.10"
"2909 19 10","20.14.63.10"
"2909 19 90","20.14.63.10"
"2909 20 00","20.14.63.23"
"2909 30 10","20.14.63.25"
"2909 30 31","20.14.63.25"
"2909 30 35","20.14.63.25"
"2909 30 38","20.14.63.25"
"2909 30 90","20.14.63.25"
"2909 41 00","20.14.63.33"
"2909 43 00","20.14.63.39"
"2909 44 00","20.14.63.39"
"2909 49 11","20.14.63.39"
"2909 49 18","20.14.63.39"
"2909 49 90","20.14.63.39"
"2909 50 10","20.14.63.50"
"2909 50 90","20.14.63.50"
"2909 60 00","20.14.63.60"
"2910 10 00","20.14.63.73"
"2910 20 00","20.14.63.75"
"2910 30 00","20.14.63.79"
"2910 40 00","20.14.63.79"
"2910 90 00","20.14.63.79"
"2911 00 00","20.14.63.80"
"2912 11 00","20.14.61.11"
"2912 12 00","20.14.61.13"
"2912 19 10","20.14.61.15"
"2912 19 90","20.14.61.19"
"2912 21 00","20.14.61.20"
"2912 29 00","20.14.61.20"
"2912 30 00","20.14.61.30"
"2912 41 00","20.14.61.40"
"2912 42 00","20.14.61.40"
"2912 49 00","20.14.61.40"
"2912 50 00","20.14.61.50"
"2912 60 00","20.14.61.60"
"2913 00 00","20.14.61.70"
"2914 11 00","20.14.62.11"
"2914 12 00","20.14.62.13"
"2914 13 00","20.14.62.15"
"2914 19 10","20.14.62.19"
"2914 19 90","20.14.62.19"
"2914 21 00","20.14.62.31"
"2914 22 00","20.14.62.33"
"2914 23 00","20.14.62.35"
"2914 29 00","20.14.62.39"
"2914 31 00","20.14.62.31"
"2914 39 00","20.14.62.31"
"2914 40 10","20.14.62.31"
"2914 40 90","20.14.62.31"
"2914 50 00","20.14.62.31"
"2914 61 00","20.14.62.60"
"2914 69 10","20.14.62.60"
"2914 69 90","20.14.62.60"
"2914 70 00","20.14.62.70"
"2915 11 00","20.14.32.50"
"2915 12 00","20.14.32.50"
"2915 13 00","20.14.32.50"
"2915 21 00","20.14.32.71"
"2915 24 00","20.14.32.77"
"2915 29 00","20.14.32.78"
"2915 31 00","20.14.32.15"
"2915 32 00","20.14.32.19"
"2915 33 00","20.14.32.19"
"2915 36 00","20.14.32.19"
"2915 39 10","20.14.32.19"
"2915 39 30","20.14.32.19"
"2915 39 50","20.14.32.19"
"2915 39 80","20.14.32.19"
"2915 40 00","20.14.32.20"
"2915 50 00","20.14.32.20"
"2915 60 11","20.14.32.20"
"2915 60 19","20.14.32.20"
"2915 60 90","20.14.32.20"
"2915 70 15","20.14.32.30"
"2915 70 20","20.14.32.30"
"2915 70 25","20.14.32.40"
"2915 70 30","20.14.32.40"
"2915 70 80","20.14.32.40"
"2915 90 10","20.14.32.80"
"2915 90 20","20.14.32.80"
"2915 90 80","20.14.32.80"
"2916 11 00","20.14.33.10"
"2916 12 10","20.14.33.20"
"2916 12 20","20.14.33.20"
"2916 12 90","20.14.33.20"
"2916 13 00","20.14.33.30"
"2916 14 10","20.14.33.40"
"2916 14 90","20.14.33.40"
"2916 15 00","20.14.33.50"
"2916 19 10","20.14.33.10"
"2916 19 30","20.14.33.10"
"2916 19 40","20.14.33.10"
"2916 19 50","20.14.33.10"
"2916 19 70","20.14.33.10"
"2916 20 00","20.14.33.10"
"2916 31 00","20.14.33.63"
"2916 32 10","20.14.33.65"
"2916 32 90","20.14.33.65"
"2916 34 00","20.14.33.67"
"2916 35 00","20.14.33.67"
"2916 39 00","20.14.33.70"
"2917 11 00","20.14.33.83"
"2917 12 10","20.14.33.85"
"2917 12 90","20.14.33.85"
"2917 13 10","20.14.33.83"
"2917 13 90","20.14.33.83"
"2917 14 00","20.14.33.87"
"2917 19 10","20.14.33.83"
"2917 19 90","20.14.33.83"
"2917 20 00","20.14.33.83"
"2917 32 00","20.14.34.10"
"2917 33 00","20.14.34.20"
"2917 34 10","20.14.34.10"
"2917 34 90","20.14.34.20"
"2917 35 00","20.14.34.30"
"2917 36 00","20.14.34.30"
"2917 37 00","20.14.34.40"
"2917 39 11","20.14.34.40"
"2917 39 19","20.14.34.40"
"2917 39 30","20.14.34.40"
"2917 39 40","20.14.34.40"
"2917 39 50","20.14.34.40"
"2917 39 60","20.14.34.40"
"2917 39 70","20.14.34.40"
"2917 39 80","20.14.34.40"
"2918 11 00","20.14.34.75"
"2918 12 00","20.14.34.75"
"2918 13 00","20.14.34.75"
"2918 14 00","20.14.34.73"
"2918 15 00","20.14.34.73"
"2918 16 00","20.14.34.75"
"2918 18 00","20.14.34.75"
"2918 19 30","20.14.34.75"
"2918 19 40","20.14.34.75"
"2918 19 85","20.14.34.75"
"2918 21 00","21.10.10.30"
"2918 22 00","21.10.10.50"
"2918 23 10","21.10.10.70"
"2918 23 90","21.10.10.70"
"2918 29 10","20.14.34.75"
"2918 29 30","20.14.34.75"
"2918 29 80","20.14.34.75"
"2918 30 00","20.14.34.75"
"2918 91 00","20.14.34.75"
"2918 99 10","20.14.34.75"
"2918 99 20","20.14.34.75"
"2918 99 30","20.14.34.75"
"2918 99 90","20.14.34.75"
"2919 10 00","20.14.53.50"
"2919 90 10","20.14.53.50"
"2919 90 90","20.14.53.50"
"2920 11 00","20.14.53.80"
"2920 19 00","20.14.53.80"
"2920 90 10","20.14.53.80"
"2920 90 20","20.14.53.80"
"2920 90 30","20.14.53.80"
"2920 90 40","20.14.53.80"
"2920 90 50","20.14.53.80"
"2920 90 85","20.14.53.80"
"2921 11 10","20.14.41.13"
"2921 11 90","20.14.41.13"
"2921 19 10","20.14.41.19"
"2921 19 30","20.14.41.19"
"2921 19 40","20.14.41.19"
"2921 19 50","20.14.41.19"
"2921 19 80","20.14.41.19"
"2921 21 00","20.14.41.23"
"2921 22 00","20.14.41.23"
"2921 29 00","20.14.41.29"
"2921 30 10","20.14.41.30"
"2921 30 91","20.14.41.30"
"2921 30 99","20.14.41.30"
"2921 41 00","20.14.41.51"
"2921 42 10","20.14.41.53"
"2921 42 90","20.14.41.53"
"2921 43 00","20.14.41.59"
"2921 44 00","20.14.41.59"
"2921 45 00","20.14.41.59"
"2921 46 00","20.14.41.59"
"2921 49 10","20.14.41.59"
"2921 49 80","20.14.41.59"
"2921 51 11","20.14.41.70"
"2921 51 19","20.14.41.70"
"2921 51 90","20.14.41.70"
"2921 59 10","20.14.41.70"
"2921 59 20","20.14.41.70"
"2921 59 30","20.14.41.70"
"2921 59 40","20.14.41.70"
"2921 59 90","20.14.41.70"
"2922 11 00","20.14.42.33"
"2922 12 00","20.14.42.35"
"2922 13 10","20.14.42.37"
"2922 13 90","20.14.42.37"
"2922 14 00","20.14.42.39"
"2922 19 10","20.14.42.39"
"2922 19 20","20.14.42.39"
"2922 19 80","20.14.42.39"
"2922 21 00","20.14.42.90"
"2922 29 00","20.14.42.90"
"2922 31 00","20.14.42.90"
"2922 39 00","20.14.42.90"
"2922 41 00","21.10.20.10"
"2922 42 00","21.10.20.20"
"2922 43 00","20.14.42.90"
"2922 44 00","20.14.42.90"
"2922 49 10","20.14.42.90"
"2922 49 20","20.14.42.90"
"2922 49 95","20.14.42.90"
"2922 50 00","20.14.42.90"
"2923 10 00","21.10.20.40"
"2923 20 00","21.10.20.40"
"2923 90 00","21.10.20.40"
"2924 11 00","21.10.20.60"
"2924 12 00","21.10.20.60"
"2924 19 00","21.10.20.60"
"2924 21 10","20.14.43.10"
"2924 21 90","20.14.43.10"
"2924 23 00","21.10.20.70"
"2924 24 00","21.10.20.70"
"2924 29 10","21.10.20.70"
"2924 29 30","21.10.20.70"
"2924 29 95","21.10.20.70"
"2925 11 00","20.14.43.20"
"2925 12 00","20.14.43.30"
"2925 19 10","20.14.43.30"
"2925 19 30","20.14.43.30"
"2925 19 95","20.14.43.30"
"2925 21 00","20.14.43.40"
"2925 29 00","20.14.43.40"
"2926 10 00","20.14.43.50"
"2926 20 00","20.14.43.60"
"2926 30 00","20.14.43.70"
"2926 90 20","20.14.43.70"
"2926 90 95","20.14.43.70"
"2927 00 00","20.14.44.20"
"2928 00 10","20.14.44.30"
"2928 00 90","20.14.44.30"
"2929 10 10","20.14.44.50"
"2929 10 90","20.14.44.50"
"2929 90 00","20.14.44.90"
"2930 20 00","20.14.51.33"
"2930 30 00","20.14.51.33"
"2930 40 10","20.14.51.33"
"2930 40 90","20.14.51.33"
"2930 50 00","20.14.51.39"
"2930 90 13","20.14.51.39"
"2930 90 16","20.14.51.39"
"2930 90 20","20.14.51.39"
"2930 90 30","20.14.51.39"
"2930 90 40","20.14.51.39"
"2930 90 50","20.14.51.39"
"2930 90 85","20.14.51.39"
"2931 00 10","20.14.51.50"
"2931 00 20","20.14.51.50"
"2931 00 30","20.14.51.50"
"2931 00 95","20.14.51.50"
"2932 11 00","20.14.52.10"
"2932 12 00","20.14.52.10"
"2932 13 00","20.14.52.10"
"2932 19 00","20.14.52.10"
"2932 21 00","20.14.52.10"
"2932 29 10","21.10.31.10"
"2932 29 20","21.10.31.10"
"2932 29 30","21.10.31.10"
"2932 29 40","21.10.31.10"
"2932 29 50","21.10.31.10"
"2932 29 60","21.10.31.10"
"2932 29 85","21.10.31.10"
"2932 91 00","20.14.52.10"
"2932 92 00","20.14.52.10"
"2932 93 00","20.14.52.10"
"2932 94 00","20.14.52.10"
"2932 95 00","20.14.52.10"
"2932 99 50","20.14.52.10"
"2932 99 70","20.14.52.10"
"2932 99 85","20.14.52.10"
"2933 11 10","21.10.31.30"
"2933 11 90","21.10.31.30"
"2933 19 10","21.10.31.30"
"2933 19 90","21.10.31.30"
"2933 21 00","21.10.31.40"
"2933 29 10","20.14.52.30"
"2933 29 90","20.14.52.30"
"2933 31 00","20.14.52.80"
"2933 32 00","20.14.52.80"
"2933 33 00","20.14.52.80"
"2933 39 10","20.14.52.80"
"2933 39 20","20.14.52.80"
"2933 39 25","20.14.52.80"
"2933 39 35","20.14.52.80"
"2933 39 40","20.14.52.80"
"2933 39 45","20.14.52.80"
"2933 39 50","20.14.52.80"
"2933 39 55","20.14.52.80"
"2933 39 99","20.14.52.80"
"2933 41 00","20.14.52.80"
"2933 49 10","20.14.52.80"
"2933 49 30","20.14.52.80"
"2933 49 90","20.14.52.80"
"2933 52 00","21.10.31.55"
"2933 53 10","21.10.31.55"
"2933 53 90","21.10.31.55"
"2933 54 00","21.10.31.55"
"2933 55 00","21.10.31.59"
"2933 59 10","21.10.31.59"
"2933 59 20","21.10.31.59"
"2933 59 95","21.10.31.59"
"2933 61 00","20.14.52.60"
"2933 69 10","21.10.31.70"
"2933 69 20","21.10.31.70"
"2933 69 30","21.10.31.70"
"2933 69 80","21.10.31.70"
"2933 71 00","20.14.52.80"
"2933 72 00","20.14.52.80"
"2933 79 00","20.14.52.80"
"2933 91 10","20.14.52.80"
"2933 91 90","20.14.52.80"
"2933 99 10","20.14.52.80"
"2933 99 20","20.14.52.80"
"2933 99 30","20.14.52.80"
"2933 99 40","20.14.52.80"
"2933 99 50","20.14.52.80"
"2933 99 90","20.14.52.80"
"2934 10 00","20.14.52.90"
"2934 20 20","20.14.52.90"
"2934 20 80","20.14.52.90"
"2934 30 10","21.10.31.80"
"2934 30 90","21.10.31.80"
"2934 91 00","20.14.52.90"
"2934 99 10","20.14.52.90"
"2934 99 20","20.14.52.90"
"2934 99 30","20.14.52.90"
"2934 99 40","20.14.52.90"
"2934 99 50","20.14.52.90"
"2934 99 90","20.14.52.90"
"2935 00 10","21.10.32.00"
"2935 00 20","21.10.32.00"
"2935 00 90","21.10.32.00"
"2936 21 00","21.10.51.00"
"2936 22 00","21.10.51.00"
"2936 23 00","21.10.51.00"
"2936 24 00","21.10.51.00"
"2936 25 00","21.10.51.00"
"2936 26 00","21.10.51.00"
"2936 27 00","21.10.51.00"
"2936 28 00","21.10.51.00"
"2936 29 10","21.10.51.00"
"2936 29 30","21.10.51.00"
"2936 29 90","21.10.51.00"
"2936 90 11","21.10.51.00"
"2936 90 19","21.10.51.00"
"2936 90 80","21.10.51.00"
"2937 11 00","21.10.52.00"
"2937 12 00","21.10.52.00"
"2937 19 00","21.10.52.00"
"2937 21 00","21.10.52.00"
"2937 22 00","21.10.52.00"
"2937 23 00","21.10.52.00"
"2937 29 00","21.10.52.00"
"2937 31 00","21.10.52.00"
"2937 39 00","21.10.52.00"
"2937 40 00","21.10.52.00"
"2937 50 00","21.10.52.00"
"2937 90 00","21.10.52.00"
"2938 10 00","21.10.53.00"
"2938 90 10","21.10.53.00"
"2938 90 30","21.10.53.00"
"2938 90 90","21.10.53.00"
"2939 11 00","21.10.53.00"
"2939 19 00","21.10.53.00"
"2939 20 00","21.10.53.00"
"2939 30 00","21.10.53.00"
"2939 41 00","21.10.53.00"
"2939 42 00","21.10.53.00"
"2939 43 00","21.10.53.00"
"2939 49 00","21.10.53.00"
"2939 51 00","21.10.53.00"
"2939 59 00","21.10.53.00"
"2939 61 00","21.10.53.00"
"2939 62 00","21.10.53.00"
"2939 63 00","21.10.53.00"
"2939 69 00","21.10.53.00"
"2939 91 11","21.10.53.00"
"2939 91 19","21.10.53.00"
"2939 91 90","21.10.53.00"
"2939 99 00","21.10.53.00"
"2940 00 00","21.10.40.00"
"2941 10 10","21.10.54.00"
"2941 10 20","21.10.54.00"
"2941 10 90","21.10.54.00"
"2941 20 30","21.10.54.00"
"2941 20 80","21.10.54.00"
"2941 30 00","21.10.54.00"
"2941 40 00","21.10.54.00"
"2941 50 00","21.10.54.00"
"2941 90 00","21.10.54.00"
"2942 00 00","20.14.64.30"
"3001 20 10","21.10.60.20"
"3001 20 90","21.10.60.20"
"3001 90 20","21.10.60.40"
"3001 90 91","21.10.60.40"
"3001 90 98","21.10.60.40"
"3002 10 10","21.20.21.20"
"3002 10 91","21.20.21.20"
"3002 10 95","21.20.21.20"
"3002 10 99","21.20.21.20"
"3002 20 00","21.20.21.40"
"3002 30 00","21.20.21.60"
"3002 90 10","21.10.60.50"
"3002 90 30","21.10.60.50"
"3002 90 50","21.10.60.50"
"3002 90 90","21.10.60.50"
"3003 10 00","21.20.11.30"
"3003 20 00","21.20.11.50"
"3003 31 00","21.20.12.30"
"3003 39 00","21.20.12.50"
"3003 40 00","21.20.13.10"
"3003 90 10","21.20.13.20"
"3003 90 90","21.20.13.20"
"3004 10 10","21.20.11.60"
"3004 10 90","21.20.11.60"
"3004 20 10","21.20.11.80"
"3004 20 90","21.20.11.80"
"3004 31 10","21.20.12.60"
"3004 31 90","21.20.12.60"
"3004 32 10","21.20.12.70"
"3004 32 90","21.20.12.70"
"3004 39 10","21.20.12.70"
"3004 39 90","21.20.12.70"
"3004 40 10","21.20.13.40"
"3004 40 90","21.20.13.40"
"3004 50 10","21.20.13.60"
"3004 50 90","21.20.13.60"
"3004 90 11","21.20.13.80"
"3004 90 19","21.20.13.80"
"3004 90 91","21.20.13.80"
"3004 90 99","21.20.13.80"
"3005 10 00","21.20.24.20"
"3005 90 10","21.20.24.40"
"3005 90 31","21.20.24.40"
"3005 90 51","21.20.24.40"
"3005 90 55","21.20.24.40"
"3005 90 99","21.20.24.40"
"3006 10 10","21.20.24.30"
"3006 10 30","32.50.50.30"
"3006 10 90","32.50.50.30"
"3006 20 00","21.20.23.20"
"3006 30 00","21.20.23.40"
"3006 40 00","32.50.50.10"
"3006 50 00","21.20.24.60"
"3006 60 11","21.20.22.00"
