"CN 2006 - PRODCOM 2006",,
"Source","Target"
"5701 90 90","17.51.11.00"
"5702 10 00","17.51.12.00"
"5702 20 00","17.51.12.00"
"5702 31 10","17.51.12.00"
"5702 31 80","17.51.12.00"
"5702 32 10","17.51.12.00"
"5702 32 90","17.51.12.00"
"5702 39 00","17.51.12.00"
"5702 41 00","17.51.12.00"
"5702 42 00","17.51.12.00"
"5702 49 00","17.51.12.00"
"5702 51 00","17.51.12.00"
"5702 52 10","17.51.12.00"
"5702 52 90","17.51.12.00"
"5702 59 00","17.51.12.00"
"5702 91 00","17.51.12.00"
"5702 92 10","17.51.12.00"
"5702 92 90","17.51.12.00"
"5702 99 00","17.51.12.00"
"5703 10 00","17.51.13.00"
"5703 20 11","17.51.13.00"
"5703 20 19","17.51.13.00"
"5703 20 91","17.51.13.00"
"5703 20 99","17.51.13.00"
"5703 30 11","17.51.13.00"
"5703 30 19","17.51.13.00"
"5703 30 81","17.51.13.00"
"5703 30 89","17.51.13.00"
"5703 90 10","17.51.13.00"
"5703 90 90","17.51.13.00"
"5704 10 00","17.51.14.30"
"5704 90 00","17.51.14.30"
"5705 00 10","17.51.14.90"
"5705 00 30","17.51.14.90"
"5705 00 90","17.51.14.90"
"5801 10 00","17.20.40.10"
"5801 21 00","17.20.40.10"
"5801 22 00","17.20.40.10"
"5801 23 00","17.20.40.10"
"5801 24 00","17.20.40.10"
"5801 25 00","17.20.40.10"
"5801 26 00","17.20.40.10"
"5801 31 00","17.20.40.10"
"5801 32 00","17.20.40.10"
"5801 33 00","17.20.40.10"
"5801 34 00","17.20.40.10"
"5801 35 00","17.20.40.10"
"5801 36 00","17.20.40.10"
"5801 90 10","17.20.40.10"
"5801 90 90","17.20.40.10"
"5802 11 00","17.20.40.33"
"5802 19 00","17.20.40.33"
"5802 20 00","17.20.40.35"
"5802 30 00","17.20.40.50"
"5803 10 00","17.20.40.70"
"5803 90 10","17.20.40.70"
"5803 90 40","17.20.40.70"
"5803 90 90","17.20.40.70"
"5804 10 11","17.54.12.30"
"5804 10 19","17.54.12.30"
"5804 10 90","17.54.12.30"
"5804 21 10","17.54.12.50"
"5804 21 90","17.54.12.50"
"5804 29 10","17.54.12.50"
"5804 29 90","17.54.12.50"
"5804 30 00","17.54.12.70"
"5805 00 00","17.40.16.30"
"5806 10 00","17.54.11.30"
"5806 20 00","17.54.11.30"
"5806 31 00","17.54.11.30"
"5806 32 10","17.54.11.30"
"5806 32 90","17.54.11.30"
"5806 39 00","17.54.11.30"
"5806 40 00","17.54.11.30"
"5807 10 10","17.54.11.50"
"5807 10 90","17.54.11.50"
"5807 90 10","17.54.11.50"
"5807 90 90","17.54.11.50"
"5808 10 00","17.54.11.70"
"5808 90 00","17.54.11.70"
"5809 00 00","17.54.34.00"
"5810 10 10","17.54.13.30"
"5810 10 90","17.54.13.30"
"5810 91 10","17.54.13.50"
"5810 91 90","17.54.13.50"
"5810 92 10","17.54.13.70"
"5810 92 90","17.54.13.70"
"5810 99 10","17.54.13.70"
"5810 99 90","17.54.13.70"
"5811 00 00","17.54.39.00"
"5901 10 00","17.54.37.00"
"5901 90 00","17.54.37.00"
"5902 10 10","17.54.36.00"
"5902 10 90","17.54.36.00"
"5902 20 10","17.54.36.00"
"5902 20 90","17.54.36.00"
"5902 90 10","17.54.36.00"
"5902 90 90","17.54.36.00"
"5903 10 10","17.54.37.00"
"5903 10 90","17.54.37.00"
"5903 20 10","17.54.37.00"
"5903 20 90","17.54.37.00"
"5903 90 10","17.54.37.00"
"5903 90 91","17.54.37.00"
"5903 90 99","17.54.37.00"
"5904 10 00","36.63.40.00"
"5904 90 00","36.63.40.00"
"5905 00 10","21.24.12.00"
"5905 00 30","21.24.12.00"
"5905 00 50","21.24.12.00"
"5905 00 70","21.24.12.00"
"5905 00 90","21.24.12.00"
"5906 10 00","25.13.50.50"
"5906 91 00","25.13.50.70"
"5906 99 10","25.13.50.70"
"5906 99 90","25.13.50.70"
"5907 00 10","17.54.37.00"
"5907 00 90","17.54.37.00"
"5908 00 00","17.54.38.50"
"5909 00 10","17.54.38.30"
"5909 00 90","17.54.38.30"
"5910 00 00","17.54.38.50"
"5911 10 00","17.54.38.50"
"5911 20 00","17.54.38.50"
"5911 31 11","17.54.38.70"
"5911 31 19","17.54.38.70"
"5911 31 90","17.54.38.70"
"5911 32 10","17.54.38.70"
"5911 32 90","17.54.38.70"
"5911 40 00","17.54.38.50"
"5911 90 10","17.54.38.50"
"5911 90 90","17.54.38.50"
"6001 10 00","17.60.11.30"
"6001 21 00","17.60.11.50"
"6001 22 00","17.60.11.50"
"6001 29 00","17.60.11.50"
"6001 91 00","17.60.11.70"
"6001 92 00","17.60.11.70"
"6001 99 00","17.60.11.70"
"6002 40 00","17.60.12.00"
"6002 90 00","17.60.12.00"
"6003 10 00","17.60.12.00"
"6003 20 00","17.60.12.00"
"6003 30 10","17.60.12.00"
"6003 30 90","17.60.12.00"
"6003 40 00","17.60.12.00"
"6003 90 00","17.60.12.00"
"6004 10 00","17.60.12.00"
"6004 90 00","17.60.12.00"
"6005 10 00","17.60.12.00"
"6005 21 00","17.60.12.00"
"6005 22 00","17.60.12.00"
"6005 23 00","17.60.12.00"
"6005 24 00","17.60.12.00"
"6005 31 10","17.60.12.00"
"6005 31 50","17.60.12.00"
"6005 31 90","17.60.12.00"
"6005 32 10","17.60.12.00"
"6005 32 50","17.60.12.00"
"6005 32 90","17.60.12.00"
"6005 33 10","17.60.12.00"
"6005 33 50","17.60.12.00"
"6005 33 90","17.60.12.00"
"6005 34 10","17.60.12.00"
"6005 34 50","17.60.12.00"
"6005 34 90","17.60.12.00"
"6005 41 00","17.60.12.00"
"6005 42 00","17.60.12.00"
"6005 43 00","17.60.12.00"
"6005 44 00","17.60.12.00"
"6005 90 00","17.60.12.00"
"6006 10 00","17.60.12.00"
"6006 21 00","17.60.12.00"
"6006 22 00","17.60.12.00"
"6006 23 00","17.60.12.00"
"6006 24 00","17.60.12.00"
"6006 31 10","17.60.12.00"
"6006 31 90","17.60.12.00"
"6006 32 10","17.60.12.00"
"6006 32 90","17.60.12.00"
"6006 33 10","17.60.12.00"
"6006 33 90","17.60.12.00"
"6006 34 10","17.60.12.00"
"6006 34 90","17.60.12.00"
"6006 41 00","17.60.12.00"
"6006 42 00","17.60.12.00"
"6006 43 00","17.60.12.00"
"6006 44 00","17.60.12.00"
"6006 90 00","17.60.12.00"
"6101 10 10","18.22.11.10"
"6101 10 90","18.22.11.20"
"6101 20 10","18.22.11.10"
"6101 20 90","18.22.11.20"
"6101 30 10","18.22.11.10"
"6101 30 90","18.22.11.20"
"6101 90 10","18.22.11.10"
"6101 90 90","18.22.11.20"
"6102 10 10","18.22.13.10"
"6102 10 90","18.22.13.20"
"6102 20 10","18.22.13.10"
"6102 20 90","18.22.13.20"
"6102 30 10","18.22.13.10"
"6102 30 90","18.22.13.20"
"6102 90 10","18.22.13.10"
"6102 90 90","18.22.13.20"
"6103 11 00","18.22.12.60"
"6103 12 00","18.22.12.60"
"6103 19 00","18.22.12.60"
"6103 21 00","18.22.12.60"
"6103 22 00","18.22.12.60"
"6103 23 00","18.22.12.60"
"6103 29 00","18.22.12.60"
"6103 31 00","18.22.12.30"
"6103 32 00","18.22.12.30"
"6103 33 00","18.22.12.30"
"6103 39 00","18.22.12.30"
"6103 41 00","18.22.12.70"
"6103 42 00","18.22.12.70"
"6103 43 00","18.22.12.70"
"6103 49 00","18.22.12.70"
"6104 11 00","18.22.14.60"
"6104 12 00","18.22.14.60"
"6104 13 00","18.22.14.60"
"6104 19 00","18.22.14.60"
"6104 21 00","18.22.14.60"
"6104 22 00","18.22.14.60"
"6104 23 00","18.22.14.60"
"6104 29 00","18.22.14.60"
"6104 31 00","18.22.14.30"
"6104 32 00","18.22.14.30"
"6104 33 00","18.22.14.30"
"6104 39 00","18.22.14.30"
"6104 41 00","18.22.14.70"
"6104 42 00","18.22.14.70"
"6104 43 00","18.22.14.70"
"6104 44 00","18.22.14.70"
"6104 49 00","18.22.14.70"
"6104 51 00","18.22.14.80"
"6104 52 00","18.22.14.80"
"6104 53 00","18.22.14.80"
"6104 59 00","18.22.14.80"
"6104 61 00","18.22.14.90"
"6104 62 00","18.22.14.90"
"6104 63 00","18.22.14.90"
"6104 69 00","18.22.14.90"
"6105 10 00","18.23.11.10"
"6105 20 10","18.23.11.10"
"6105 20 90","18.23.11.10"
"6105 90 10","18.23.11.10"
"6105 90 90","18.23.11.10"
"6106 10 00","18.23.13.10"
"6106 20 00","18.23.13.10"
"6106 90 10","18.23.13.10"
"6106 90 30","18.23.13.10"
"6106 90 50","18.23.13.10"
"6106 90 90","18.23.13.10"
"6107 11 00","18.23.12.20"
"6107 12 00","18.23.12.20"
"6107 19 00","18.23.12.20"
"6107 21 00","18.23.12.30"
"6107 22 00","18.23.12.30"
"6107 29 00","18.23.12.30"
"6107 91 00","18.23.12.40"
"6107 92 00","18.23.12.40"
"6107 99 00","18.23.12.40"
"6108 11 00","18.23.14.50"
"6108 19 00","18.23.14.50"
"6108 21 00","18.23.14.20"
"6108 22 00","18.23.14.20"
"6108 29 00","18.23.14.20"
"6108 31 00","18.23.14.30"
"6108 32 00","18.23.14.30"
"6108 39 00","18.23.14.30"
"6108 91 00","18.23.14.40"
"6108 92 00","18.23.14.40"
"6108 99 00","18.23.14.40"
"6109 10 00","18.23.30.00"
"6109 90 10","18.23.30.00"
"6109 90 30","18.23.30.00"
"6109 90 90","18.23.30.00"
"6110 11 10","17.72.10.33"
"6110 11 30","17.72.10.31"
"6110 11 90","17.72.10.32"
"6110 12 10","17.72.10.31"
"6110 12 90","17.72.10.32"
"6110 19 10","17.72.10.31"
"6110 19 90","17.72.10.32"
"6110 20 10","17.72.10.53"
"6110 20 91","17.72.10.61"
"6110 20 99","17.72.10.62"
"6110 30 10","17.72.10.55"
"6110 30 91","17.72.10.71"
"6110 30 99","17.72.10.72"
"6110 90 10","17.72.10.90"
"6110 90 90","17.72.10.90"
"6111 10 10","18.24.11.00"
"6111 10 90","18.24.11.00"
"6111 20 10","18.24.11.00"
"6111 20 90","18.24.11.00"
"6111 30 10","18.24.11.00"
"6111 30 90","18.24.11.00"
"6111 90 00","18.24.11.00"
"6112 11 00","18.24.12.10"
"6112 12 00","18.24.12.10"
"6112 19 00","18.24.12.10"
"6112 20 00","18.24.12.30"
"6112 31 10","18.24.12.40"
"6112 31 90","18.24.12.40"
"6112 39 10","18.24.12.40"
"6112 39 90","18.24.12.40"
"6112 41 10","18.24.12.50"
"6112 41 90","18.24.12.50"
"6112 49 10","18.24.12.50"
"6112 49 90","18.24.12.50"
"6113 00 10","18.24.32.10"
"6113 00 90","18.24.32.10"
"6114 10 00","18.24.12.90"
"6114 20 00","18.24.12.90"
"6114 30 00","18.24.12.90"
"6114 90 00","18.24.12.90"
"6115 11 00","17.71.10.33"
"6115 12 00","17.71.10.35"
"6115 19 00","17.71.10.37"
"6115 20 11","17.71.10.50"
"6115 20 19","17.71.10.50"
"6115 20 90","17.71.10.50"
"6115 91 00","17.71.10.90"
"6115 92 00","17.71.10.90"
"6115 93 10","17.71.10.90"
"6115 93 30","17.71.10.90"
"6115 93 91","17.71.10.90"
"6115 93 99","17.71.10.90"
"6115 99 00","17.71.10.90"
"6116 10 20","18.24.13.00"
"6116 10 80","18.24.13.00"
"6116 91 00","18.24.13.00"
"6116 92 00","18.24.13.00"
"6116 93 00","18.24.13.00"
"6116 99 00","18.24.13.00"
"6117 10 00","18.24.14.30"
"6117 20 00","18.24.14.50"
"6117 80 10","18.24.14.90"
"6117 80 90","18.24.14.90"
"6117 90 00","18.24.14.90"
"6201 11 00","18.22.21.20"
"6201 12 10","18.22.21.10"
"6201 12 90","18.22.21.20"
"6201 13 10","18.22.21.10"
"6201 13 90","18.22.21.20"
"6201 19 00","18.22.21.20"
"6201 91 00","18.22.21.30"
"6201 92 00","18.22.21.30"
"6201 93 00","18.22.21.30"
"6201 99 00","18.22.21.30"
"6202 11 00","18.22.31.20"
"6202 12 10","18.22.31.10"
"6202 12 90","18.22.31.20"
"6202 13 10","18.22.31.10"
"6202 13 90","18.22.31.20"
"6202 19 00","18.22.31.20"
"6202 91 00","18.22.31.30"
"6202 92 00","18.22.31.30"
"6202 93 00","18.22.31.30"
"6202 99 00","18.22.31.30"
"6203 11 00","18.22.22.10"
"6203 12 00","18.22.22.10"
"6203 19 10","18.22.22.10"
"6203 19 30","18.22.22.10"
"6203 19 90","18.22.22.10"
"6203 21 00","18.22.22.20"
"6203 22 10","18.21.11.20"
"6203 22 80","18.22.22.20"
"6203 23 10","18.21.11.20"
"6203 23 80","18.22.22.20"
"6203 29 11","18.21.11.20"
"6203 29 18","18.22.22.20"
"6203 29 90","18.22.22.20"
"6203 31 00","18.22.23.00"
"6203 32 10","18.21.11.30"
"6203 32 90","18.22.23.00"
"6203 33 10","18.21.11.30"
"6203 33 90","18.22.23.00"
"6203 39 11","18.21.11.30"
"6203 39 19","18.22.23.00"
"6203 39 90","18.22.23.00"
"6203 41 10","18.22.24.44"
"6203 41 30","18.22.24.55"
"6203 41 90","18.22.24.44"
"6203 42 11","18.21.12.40"
"6203 42 31","18.22.24.42"
"6203 42 33","18.22.24.48"
"6203 42 35","18.22.24.48"
"6203 42 51","18.21.12.50"
"6203 42 59","18.22.24.55"
"6203 42 90","18.22.24.60"
"6203 43 11","18.21.12.40"
"6203 43 19","18.22.24.45"
"6203 43 31","18.21.12.50"
"6203 43 39","18.22.24.55"
"6203 43 90","18.22.24.60"
"6203 49 11","18.21.12.40"
"6203 49 19","18.22.24.45"
"6203 49 31","18.21.12.50"
"6203 49 39","18.22.24.55"
"6203 49 50","18.22.24.60"
"6203 49 90","18.22.24.49"
"6204 11 00","18.22.32.10"
"6204 12 00","18.22.32.10"
"6204 13 00","18.22.32.10"
"6204 19 10","18.22.32.10"
"6204 19 90","18.22.32.10"
"6204 21 00","18.22.32.20"
"6204 22 10","18.21.21.20"
"6204 22 80","18.22.32.20"
"6204 23 10","18.21.21.20"
"6204 23 80","18.22.32.20"
"6204 29 11","18.21.21.20"
"6204 29 18","18.22.32.20"
"6204 29 90","18.22.32.20"
"6204 31 00","18.22.33.30"
"6204 32 10","18.21.21.30"
"6204 32 90","18.22.33.30"
"6204 33 10","18.21.21.30"
"6204 33 90","18.22.33.30"
"6204 39 11","18.21.21.30"
"6204 39 19","18.22.33.30"
"6204 39 90","18.22.33.30"
"6204 41 00","18.22.34.70"
"6204 42 00","18.22.34.70"
"6204 43 00","18.22.34.70"
"6204 44 00","18.22.34.70"
"6204 49 00","18.22.34.70"
"6204 51 00","18.22.34.80"
"6204 52 00","18.22.34.80"
"6204 53 00","18.22.34.80"
"6204 59 10","18.22.34.80"
"6204 59 90","18.22.34.80"
"6204 61 10","18.22.35.49"
"6204 61 85","18.22.35.63"
"6204 62 11","18.21.22.40"
"6204 62 31","18.22.35.42"
"6204 62 33","18.22.35.48"
"6204 62 39","18.22.35.48"
"6204 62 51","18.21.22.50"
"6204 62 59","18.22.35.51"
"6204 62 90","18.22.35.61"
"6204 63 11","18.21.22.40"
"6204 63 18","18.22.35.49"
"6204 63 31","18.21.22.50"
"6204 63 39","18.22.35.63"
"6204 63 90","18.22.35.65"
"6204 69 11","18.21.22.40"
"6204 69 18","18.22.35.49"
"6204 69 31","18.21.22.50"
"6204 69 39","18.22.35.63"
"6204 69 50","18.22.35.65"
"6204 69 90","18.22.35.69"
"6205 10 00","18.23.21.00"
"6205 20 00","18.23.21.00"
"6205 30 00","18.23.21.00"
"6205 90 10","18.23.21.00"
"6205 90 90","18.23.21.00"
"6206 10 00","18.23.23.00"
"6206 20 00","18.23.23.00"
"6206 30 00","18.23.23.00"
"6206 40 00","18.23.23.00"
"6206 90 10","18.23.23.00"
"6206 90 90","18.23.23.00"
"6207 11 00","18.23.22.20"
"6207 19 00","18.23.22.20"
"6207 21 00","18.23.22.30"
"6207 22 00","18.23.22.30"
"6207 29 00","18.23.22.30"
"6207 91 00","18.23.22.40"
"6207 92 00","18.23.22.40"
"6207 99 00","18.23.22.40"
"6208 11 00","18.23.24.50"
"6208 19 00","18.23.24.50"
"6208 21 00","18.23.24.30"
"6208 22 00","18.23.24.30"
"6208 29 00","18.23.24.30"
"6208 91 00","18.23.24.60"
"6208 92 00","18.23.24.80"
"6208 99 00","18.23.24.89"
"6209 10 00","18.24.21.00"
"6209 20 00","18.24.21.00"
"6209 30 00","18.24.21.00"
"6209 90 00","18.24.21.00"
"6210 10 10","18.24.32.33"
"6210 10 90","18.24.32.35"
"6210 20 00","18.24.32.53"
"6210 30 00","18.24.32.55"
"6210 40 00","18.24.32.73"
"6210 50 00","18.24.32.75"
"6211 11 00","18.24.22.40"
"6211 12 00","18.24.22.50"
"6211 20 00","18.24.22.30"
"6211 31 00","18.24.22.10"
"6211 32 10","18.21.30.13"
"6211 32 31","18.24.22.10"
"6211 32 41","18.24.22.10"
"6211 32 42","18.24.22.10"
"6211 32 90","18.24.22.10"
"6211 33 10","18.21.30.13"
"6211 33 31","18.24.22.10"
"6211 33 41","18.24.22.10"
"6211 33 42","18.24.22.10"
"6211 33 90","18.24.22.10"
"6211 39 00","18.24.22.10"
"6211 41 00","18.24.22.20"
"6211 42 10","18.21.30.23"
"6211 42 31","18.24.22.20"
"6211 42 41","18.24.22.20"
"6211 42 42","18.24.22.20"
"6211 42 90","18.24.22.20"
"6211 43 10","18.21.30.23"
"6211 43 31","18.24.22.20"
"6211 43 41","18.24.22.20"
"6211 43 42","18.24.22.20"
"6211 43 90","18.24.22.20"
"6211 49 00","18.24.22.20"
"6212 10 10","18.23.25.30"
"6212 10 90","18.23.25.30"
"6212 20 00","18.23.25.50"
"6212 30 00","18.23.25.50"
"6212 90 00","18.23.25.70"
"6213 10 00","18.24.23.10"
"6213 20 00","18.24.23.10"
"6213 90 00","18.24.23.10"
"6214 10 00","18.24.23.38"
"6214 20 00","18.24.23.33"
"6214 30 00","18.24.23.33"
"6214 40 00","18.24.23.33"
"6214 90 00","18.24.23.33"
"6215 10 00","18.24.23.58"
"6215 20 00","18.24.23.53"
"6215 90 00","18.24.23.53"
"6216 00 00","18.24.23.70"
"6217 10 00","18.24.23.93"
"6217 90 00","18.24.23.95"
"6301 10 00","29.71.14.00"
"6301 20 10","17.40.11.30"
"6301 20 90","17.40.11.30"
"6301 30 10","17.40.11.90"
"6301 30 90","17.40.11.90"
"6301 40 10","17.40.11.50"
"6301 40 90","17.40.11.50"
"6301 90 10","17.40.11.90"
"6301 90 90","17.40.11.90"
"6302 10 00","17.40.12.30"
"6302 21 00","17.40.12.53"
"6302 22 10","17.40.12.70"
"6302 22 90","17.40.12.59"
"6302 29 10","17.40.12.55"
"6302 29 90","17.40.12.59"
"6302 31 00","17.40.12.53"
"6302 32 10","17.40.12.70"
"6302 32 90","17.40.12.59"
"6302 39 20","17.40.12.55"
"6302 39 90","17.40.12.59"
"6302 40 00","17.40.13.30"
"6302 51 00","17.40.13.53"
"6302 52 00","17.40.13.55"
"6302 53 10","17.40.13.70"
"6302 53 90","17.40.13.59"
"6302 59 00","17.40.13.59"
"6302 60 00","17.40.14.30"
"6302 91 00","17.40.14.50"
"6302 92 00","17.40.14.50"
"6302 93 10","17.40.14.70"
"6302 93 90","17.40.14.50"
"6302 99 00","17.40.14.50"
"6303 11 00","17.40.15.30"
"6303 12 00","17.40.15.30"
"6303 19 00","17.40.15.30"
"6303 91 00","17.40.15.50"
"6303 92 10","17.40.15.70"
"6303 92 90","17.40.15.50"
"6303 99 10","17.40.15.70"
"6303 99 90","17.40.15.50"
"6304 11 00","17.40.16.53"
"6304 19 10","17.40.16.53"
"6304 19 30","17.40.16.53"
"6304 19 90","17.40.16.53"
"6304 91 00","17.40.16.59"
"6304 92 00","17.40.16.59"
"6304 93 00","17.40.16.59"
"6304 99 00","17.40.16.59"
"6305 10 10","17.40.21.90"
"6305 10 90","17.40.21.90"
"6305 20 00","17.40.21.30"
"6305 32 11","17.40.21.50"
"6305 32 81","17.40.21.73"
"6305 32 89","17.40.21.75"
"6305 32 90","17.40.21.90"
"6305 33 10","17.40.21.50"
"6305 33 91","17.40.21.73"
"6305 33 99","17.40.21.75"
"6305 39 00","17.40.21.90"
"6305 90 00","17.40.21.90"
"6306 11 00","17.40.22.10"
"6306 12 00","17.40.22.10"
"6306 19 00","17.40.22.10"
"6306 21 00","17.40.22.30"
"6306 22 00","17.40.22.30"
"6306 29 00","17.40.22.30"
"6306 31 00","17.40.22.50"
"6306 39 00","17.40.22.50"
"6306 41 00","17.40.22.70"
"6306 49 00","17.40.22.70"
"6306 91 00","17.40.22.70"
"6306 99 00","17.40.22.70"
"6307 10 10","17.40.25.90"
"6307 10 30","17.40.25.53"
"6307 10 90","17.40.25.57"
"6307 20 00","17.40.25.90"
"6307 90 10","17.40.25.90"
"6307 90 91","17.40.25.90"
"6307 90 99","17.40.25.90"
"6308 00 00","17.40.16.70"
"6401 10 10","19.30.31.25"
"6401 10 90","19.30.31.35"
"6401 91 00","19.30.11.00"
"6401 92 10","19.30.11.00"
"6401 92 90","19.30.11.00"
"6401 99 00","19.30.11.00"
"6402 12 10","19.30.21.10"
"6402 12 90","19.30.21.10"
"6402 19 00","19.30.23.10"
"6402 20 00","19.30.12.10"
"6402 30 00","19.30.31.40"
"6402 91 00","19.30.12.31"
"6402 99 10","19.30.12.31"
"6402 99 31","19.30.12.10"
"6402 99 39","19.30.12.10"
"6402 99 50","19.30.12.37"
"6402 99 91","19.30.12.31"
"6402 99 93","19.30.12.31"
"6402 99 96","19.30.12.31"
"6402 99 98","19.30.12.31"
"6403 12 00","19.30.21.50"
"6403 19 00","19.30.23.50"
"6403 20 00","19.30.32.55"
"6403 30 00","19.30.32.57"
"6403 40 00","19.30.31.50"
"6403 51 11","19.30.13.53"
"6403 51 15","19.30.13.51"
"6403 51 19","19.30.13.52"
"6403 51 91","19.30.13.53"
"6403 51 95","19.30.13.51"
"6403 51 99","19.30.13.52"
"6403 59 11","19.30.13.62"
"6403 59 31","19.30.13.63"
"6403 59 35","19.30.13.61"
"6403 59 39","19.30.13.62"
"6403 59 50","19.30.13.70"
"6403 59 91","19.30.13.53"
"6403 59 95","19.30.13.51"
"6403 59 99","19.30.13.52"
"6403 91 11","19.30.13.53"
"6403 91 13","19.30.13.52"
"6403 91 16","19.30.13.51"
"6403 91 18","19.30.13.52"
"6403 91 91","19.30.13.53"
"6403 91 93","19.30.13.52"
"6403 91 96","19.30.13.51"
"6403 91 98","19.30.13.52"
"6403 99 11","19.30.13.62"
"6403 99 31","19.30.13.63"
"6403 99 33","19.30.13.62"
"6403 99 36","19.30.13.61"
"6403 99 38","19.30.13.62"
"6403 99 50","19.30.13.70"
"6403 99 91","19.30.13.53"
"6403 99 93","19.30.13.52"
"6403 99 96","19.30.13.51"
"6403 99 98","19.30.13.52"
"6404 11 00","19.30.22.40"
"6404 19 10","19.30.14.44"
"6404 19 90","19.30.14.45"
"6404 20 10","19.30.14.44"
"6404 20 90","19.30.14.45"
"6405 10 00","19.30.13.80"
"6405 20 10","19.30.14.48"
"6405 20 91","19.30.14.44"
"6405 20 99","19.30.14.49"
"6405 90 10","19.30.32.90"
"6405 90 90","19.30.32.90"
"6406 10 11","19.30.40.65"
"6406 10 19","19.30.40.65"
"6406 10 90","19.30.40.69"
"6406 20 10","19.30.40.70"
"6406 20 90","19.30.40.70"
"6406 91 00","19.30.40.91"
"6406 99 10","19.30.40.99"
"6406 99 30","19.30.40.99"
"6406 99 50","19.30.40.99"
"6406 99 60","19.30.40.99"
"6406 99 80","19.30.40.99"
"6501 00 00","18.24.41.30"
"6502 00 00","18.24.41.50"
"6503 00 10","18.24.42.30"
"6503 00 90","18.24.42.30"
"6504 00 00","18.24.42.50"
"6505 10 00","18.24.42.70"
"6505 90 10","18.24.42.70"
"6505 90 30","18.24.42.70"
"6505 90 90","18.24.42.70"
"6506 10 10","25.24.25.50"
"6506 10 80","25.24.25.50"
"6506 91 00","25.24.25.90"
"6506 92 00","18.24.43.33"
"6506 99 00","18.24.43.35"
"6507 00 00","18.24.43.50"
"6601 10 00","36.63.31.30"
"6601 91 00","36.63.31.30"
"6601 99 11","36.63.31.30"
"6601 99 19","36.63.31.30"
"6601 99 90","36.63.31.30"
"6602 00 00","36.63.31.50"
"6603 10 00","36.63.32.00"
"6603 20 00","36.63.32.00"
"6603 90 00","36.63.32.00"
"6701 00 00","36.63.77.20"
"6702 10 00","36.63.76.50"
"6702 90 00","36.63.76.90"
"6703 00 00","36.63.50.30"
"6704 11 00","36.63.50.50"
"6704 19 00","36.63.50.50"
"6704 20 00","36.63.50.50"
"6704 90 00","36.63.50.50"
"6801 00 00","26.70.12.10"
"6802 10 00","26.70.12.30"
"6802 21 00","26.70.11.00"
"6802 22 00","26.70.12.40"
"6802 23 00","26.70.12.60"
"6802 29 00","26.70.12.80"
"6802 91 10","26.70.11.00"
"6802 91 90","26.70.11.00"
"6802 92 10","26.70.12.40"
"6802 92 90","26.70.12.40"
"6802 93 10","26.70.12.60"
"6802 93 90","26.70.12.60"
"6802 99 10","26.70.12.80"
"6802 99 90","26.70.12.80"
"6803 00 10","26.70.12.90"
"6803 00 90","26.70.12.90"
"6804 10 00","26.81.11.10"
"6804 21 00","26.81.11.20"
"6804 22 12","26.81.11.40"
"6804 22 18","26.81.11.30"
"6804 22 30","26.81.11.50"
"6804 22 50","26.81.11.60"
"6804 22 90","26.81.11.60"
"6804 23 00","26.81.11.70"
"6804 30 00","26.81.11.80"
"6805 10 00","26.81.12.30"
"6805 20 00","26.81.12.50"
"6805 30 10","26.81.12.90"
"6805 30 20","26.81.12.90"
"6805 30 80","26.81.12.90"
"6806 10 00","26.82.16.10"
"6806 20 10","26.82.16.20"
"6806 20 90","26.82.16.20"
"6806 90 00","26.82.16.30"
"6807 10 10","26.82.12.53"
"6807 10 90","26.82.12.59"
"6807 90 00","26.82.12.90"
"6808 00 00","26.65.11.00"
"6809 11 00","26.62.10.50"
"6809 19 00","26.62.10.90"
"6809 90 00","26.66.11.00"
"6810 11 10","26.61.11.30"
"6810 11 90","26.61.11.30"
"6810 19 10","26.61.11.50"
"6810 19 31","26.61.11.50"
"6810 19 39","26.61.11.50"
"6810 19 90","26.61.11.50"
"6810 91 10","26.61.12.00"
"6810 91 90","26.61.12.00"
"6810 99 00","26.60.13.Z1"
"6811 10 00","26.65.12.30"
"6811 20 11","26.65.12.30"
"6811 20 80","26.65.12.30"
"6811 30 00","26.65.12.50"
"6811 90 00","26.65.12.90"
"6812 50 00","26.82.11.80"
"6812 60 00","26.82.11.80"
"6812 70 00","26.82.11.70"
"6812 90 20","26.82.11.68"
"6812 90 95","26.82.11.80"
"6813 10 00","26.82.11.93"
"6813 90 00","26.82.11.95"
"6814 10 00","26.82.16.50"
"6814 90 00","26.82.16.50"
"6815 10 10","26.82.16.70"
"6815 10 90","26.82.16.70"
"6815 20 00","26.82.16.80"
"6815 91 00","26.26.14.10"
"6815 99 10","26.82.16.90"
"6815 99 90","26.82.16.90"
"6901 00 00","26.26.11.00"
"6902 10 00","26.26.12.10"
"6902 20 10","26.26.12.33"
"6902 20 91","26.26.12.35"
"6902 20 99","26.26.12.37"
"6902 90 00","26.26.12.90"
"6903 10 00","26.26.14.30"
"6903 20 10","26.26.14.55"
"6903 20 90","26.26.14.59"
"6903 90 10","26.26.14.30"
"6903 90 90","26.26.14.90"
"6904 10 00","26.40.11.10"
"6904 90 00","26.40.11.30"
"6905 10 00","26.40.12.50"
"6905 90 00","26.40.12.70"
"6906 00 00","26.40.13.00"
"6907 10 00","26.30.10.10"
"6907 90 10","26.30.10.30"
"6907 90 91","26.30.10.53"
"6907 90 93","26.30.10.55"
