"Year","CN code","PRODCOM code"
"2003","27111391","23202120"
"2003","27111397","23202120"
"2003","27111400","23202200"
"2003","27111900","23202200"
"2003","27112100","11102000"
"2003","27112900","23202200"
"2003","27121010","23203100"
"2003","27121090","23203100"
"2003","27122010","23203100"
"2003","27122090","23203100"
"2003","27129011","23203100"
"2003","27129019","23203100"
"2003","27129031","23203100"
"2003","27129033","23203100"
"2003","27129039","23203100"
"2003","27129091","23203100"
"2003","27129099","23203100"
"2003","27131100","23203240"
"2003","27131200","23203240"
"2003","27132000","23203250"
"2003","27139010","23203270"
"2003","27139090","23203270"
"2003","27141000","11104000"
"2003","27149000","14501000"
"2003","27150000","26821300"
"2003","28011000","24131111"
"2003","28012000","24131113"
"2003","28013010","24131115"
"2003","28013090","24131117"
"2003","28020000","24131120"
"2003","28030010","24131130"
"2003","28030080","24131130"
"2003","28041000","24111150"
"2003","28042100","24111120"
"2003","28042910","24111130"
"2003","28042990","24111130"
"2003","28043000","24111160"
"2003","28044000","24111170"
"2003","28045010","24131140"
"2003","28045090","24131140"
"2003","28046100","24131153"
"2003","28046900","24131155"
"2003","28047000","24131160"
"2003","28048000","24131170"
"2003","28049000","24131190"
"2003","28051100","24131325"
"2003","28051990","24131329"
"2003","28051200","24131330"
"2003","28051910","24131350"
"2003","28053010","24131370"
"2003","28053090","24131370"
"2003","48239020","21231300"
"2003","28054010","24131380"
"2003","28054090","24131380"
"2003","28061000","24131413"
"2003","28062000","24131415"
"2003","28070010","24131433"
"2003","28070090","24131435"
"2003","28080000","24151050"
"2003","28091000","24131453"
"2003","28092000","24131455"
"2003","28100010","24131460"
"2003","28100090","24131460"
"2003","28111100","24131473"
"2003","28111910","24131460"
"2003","28111920","24131460"
"2003","28111980","24131460"
"2003","28112100","24111230"
"2003","28112200","24131475"
"2003","28112300","24131477"
"2003","28112910","24111250"
"2003","28112930","24111270"
"2003","28112990","24111290"
"2003","28121011","24131235"
"2003","28121015","24131235"
"2003","28121016","24131235"
"2003","28121018","24131235"
"2003","28121091","24131237"
"2003","28121093","24131237"
"2003","28121094","24131237"
"2003","28121095","24131237"
"2003","28121099","24131237"
"2003","28129000","24131237"
"2003","28131000","24131250"
"2003","28139010","24131270"
"2003","28139090","24131270"
"2003","28141000","24151075"
"2003","28142000","24151077"
"2003","28151100","24131525"
"2003","28151200","24131527"
"2003","28152010","24131535"
"2003","28152090","24131537"
"2003","28153000","24131550"
"2003","28161000","24131560"
"2003","28164000","24131560"
"2003","28170000","24121130"
"2003","28181010","26821500"
"2003","28181090","26821500"
"2003","28182000","27421200"
"2003","28183000","24131570"
"2003","28191000","24121215"
"2003","28199010","24121219"
"2003","28199090","24121219"
"2003","28201000","24121235"
"2003","29334100","24145250"
"2003","28209010","24121239"
"2003","28209090","24121239"
"2003","28211000","24121313"
"2003","28212000","24121315"
"2003","28220000","24121330"
"2003","28230000","24121150"
"2003","28241000","24121253"
"2003","28242000","24121255"
"2003","28249000","24121257"
"2003","28251000","24131580"
"2003","28252000","24121353"
"2003","28253000","24121355"
"2003","28254000","24121363"
"2003","28255000","24121270"
"2003","28256000","24121365"
"2003","28257000","24121373"
"2003","28258000","24121375"
"2003","28259011","24121390"
"2003","28259019","24121390"
"2003","28259020","24121390"
"2003","28259030","24121390"
"2003","28259040","24121390"
"2003","28259050","24121390"
"2003","28259060","24121390"
"2003","28259080","24121390"
"2003","28261100","24132110"
"2003","28261200","24132110"
"2003","28261900","24132110"
"2003","28262000","24132110"
"2003","28263000","24132110"
"2003","28269010","24132110"
"2003","28269090","24132110"
"2003","28271000","24152020"
"2003","28272000","24132130"
"2003","28273100","24132130"
"2003","28273200","24132130"
"2003","28273300","24132130"
"2003","28273400","24132130"
"2003","28273500","24132130"
"2003","28273600","24132130"
"2003","28273980","24132130"
"2003","28273910","24132130"
"2003","29334910","24145250"
"2003","28274100","24132150"
"2003","28274910","24132150"
"2003","28274990","24132150"
"2003","28275100","24132170"
"2003","28275900","24132170"
"2003","28276000","24132170"
"2003","28281000","24132235"
"2003","28289000","24132239"
"2003","28291100","24132255"
"2003","28291900","24132259"
"2003","28299010","24132259"
"2003","28299040","24132259"
"2003","28299080","24132259"
"2003","28301000","24133113"
"2003","28302000","24133113"
"2003","28303000","24133113"
"2003","28309011","24133113"
"2003","28309080","24133113"
"2003","28311000","24133115"
"2003","28319000","24133115"
"2003","28321000","24133133"
"2003","28322000","24133133"
"2003","28323000","24133135"
"2003","28331100","24133157"
"2003","28331900","24133157"
"2003","28332100","24133157"
"2003","28332200","24133153"
"2003","28332300","24133157"
"2003","28332400","24133157"
"2003","28332500","24133157"
"2003","28332600","24133157"
"2003","28332700","24133155"
"2003","28332910","24133157"
"2003","28332930","24133157"
"2003","28332950","24133157"
"2003","28332970","24133157"
"2003","28332990","24133157"
"2003","28333000","24133173"
"2003","28334000","24133175"
"2003","28341000","24152030"
"2003","28342100","24152050"
"2003","28342920","24133210"
"2003","28342930","24133210"
"2003","28342980","24133210"
"2003","28351000","24133220"
"2003","28352200","24133230"
"2003","28352300","24133250"
"2003","28352400","24133250"
"2003","28352510","24133240"
"2003","28352590","24133240"
"2003","28352610","24133250"
"2003","28352690","24133250"
"2003","28352910","24133260"
"2003","28352990","24133250"
"2003","28353100","24133270"
"2003","28353900","24133250"
"2003","28361000","24152070"
"2003","28362000","24133310"
"2003","28363000","24133320"
"2003","28364000","24133330"
"2003","28365000","24133340"
"2003","28366000","24133350"
"2003","28367000","24133360"
"2003","28369100","24133371"
"2003","28369200","24133373"
"2003","28369911","24133379"
"2003","28369918","24133379"
"2003","28369990","24133379"
"2003","28371100","24135220"
"2003","28371900","24135220"
"2003","28372000","24135220"
"2003","28380000","24135230"
"2003","28391100","24135240"
"2003","28391900","24135240"
"2003","28392000","24135240"
"2003","28399000","24135240"
"2003","28401100","24135250"
"2003","28401910","24135250"
"2003","28401990","24135250"
"2003","28402010","24135250"
"2003","28402090","24135250"
"2003","28403000","24135260"
"2003","28411000","24134110"
"2003","28412000","24134120"
"2003","28413000","24134130"
"2003","28415000","24134130"
"2003","28416100","24134140"
"2003","28416900","24134140"
"2003","28417000","24134150"
"2003","28418000","24134160"
"2003","28419010","24134170"
"2003","28419030","24134170"
"2003","28419090","24134170"
"2003","28421000","24135270"
"2003","28429010","24135290"
"2003","28429090","24135290"
"2003","28431010","24134185"
"2003","28431090","24134185"
"2003","28432100","24134183"
"2003","28432900","24134185"
"2003","28433000","24134185"
"2003","28439010","24134185"
"2003","28439090","24134185"
"2003","28451000","24135100"
"2003","28459010","24135100"
"2003","28459090","24135100"
"2003","28461000","24135500"
"2003","28469000","24135500"
"2003","28470000","24135300"
"2003","28480000","24135430"
"2003","28491000","24135450"
"2003","28492000","24135450"
"2003","28499010","24135450"
"2003","28499030","24135450"
"2003","28499050","24135450"
"2003","28499090","24135450"
"2003","28500020","24135470"
"2003","29031910","24141357"
"2003","28500050","24135470"
"2003","28500070","24135470"
"2003","28500090","24135470"
"2003","28510010","24134250"
"2003","28510030","24111300"
"2003","28510050","24134290"
"2003","28510080","24134290"
"2003","29011010","24141120"
"2003","29011090","24141120"
"2003","29012110","24141130"
"2003","29012190","24141130"
"2003","29012210","24141140"
"2003","29012290","24141140"
"2003","29012311","24141150"
"2003","29012319","24141150"
"2003","29012391","24141150"
"2003","29012399","24141150"
"2003","29012411","24141165"
"2003","29012419","24141165"
"2003","29012491","24141167"
"2003","29012499","24141167"
"2003","29012920","24141190"
"2003","29012980","24141190"
"2003","29021100","24141213"
"2003","29021910","24141215"
"2003","29021930","24141215"
"2003","29021990","24141215"
"2003","29022000","24141223"
"2003","29023000","24141225"
"2003","29024100","24141243"
"2003","29024200","24141247"
"2003","29024300","24141245"
"2003","29024400","24141247"
"2003","29025000","24141250"
"2003","29026000","24141260"
"2003","29027000","24141270"
"2003","29029010","24141280"
"2003","29029030","24141290"
"2003","29029050","24141290"
"2003","29029060","24141290"
"2003","29029080","24141290"
"2003","29031100","24141313"
"2003","29031200","24141315"
"2003","29031300","24141323"
"2003","29031400","24141325"
"2003","29031500","24141353"
"2003","29032100","24141371"
"2003","29032200","24141373"
"2003","29032300","24141375"
"2003","29334930","24145250"
"2003","29337200","24145250"
"2003","81129281","27453055"
"2003","81129289","27453055"
"2003","81129980","27453055"
"2003","29032900","24141379"
"2003","29033033","24141510"
"2003","29033035","24141510"
"2003","29033036","24141510"
"2003","29033080","24141510"
"2003","29034100","24141530"
"2003","29034200","24141530"
"2003","29034300","24141530"
"2003","29034410","24141530"
"2003","29034490","24141530"
"2003","29034510","24141530"
"2003","29034515","24141530"
"2003","29034520","24141530"
"2003","29034525","24141530"
"2003","29034530","24141530"
"2003","29034535","24141530"
"2003","29034540","24141530"
"2003","29034545","24141530"
"2003","29034550","24141530"
"2003","29034555","24141530"
"2003","29034590","24141530"
"2003","29034610","24141530"
"2003","29034620","24141530"
"2003","29034690","24141530"
"2003","29034700","24141530"
"2003","29034910","24141530"
"2003","29034920","24141530"
"2003","29034930","24141530"
"2003","29034940","24141530"
"2003","29034980","24141530"
"2003","29035100","24141553"
"2003","29035910","24141559"
"2003","29035930","24141559"
"2003","29035990","24141559"
"2003","29036100","24141573"
"2003","29036200","24141575"
"2003","29036910","24141579"
"2003","29036990","24141579"
"2003","29041000","24141450"
"2003","29042000","24141470"
"2003","29049020","24141490"
"2003","29049040","24141490"
"2003","29049085","24141490"
"2003","29051100","24142210"
"2003","29051200","24142220"
"2003","29051300","24142230"
"2003","29051410","24142240"
"2003","29051490","24142240"
"2003","29051500","24142250"
"2003","29051610","24142263"
"2003","29051620","24142263"
"2003","29051680","24142263"
"2003","29051700","24142269"
"2003","29051900","24142269"
"2003","29052210","24142273"
"2003","29052290","24142273"
"2003","29052910","24142275"
"2003","29052990","24142275"
"2003","29053100","24142310"
"2003","29053200","24142320"
"2003","29053910","24142339"
"2003","29053920","24142339"
"2003","29053930","24142339"
"2003","29053980","24142339"
"2003","29054100","24142339"
"2003","29054200","24142339"
"2003","29054300","24142339"
"2003","29054411","24142333"
"2003","29054419","24142333"
"2003","29054491","24142333"
"2003","29054499","24142333"
"2003","29054500","24511070"
"2003","29054910","24142339"
"2003","29054951","24142339"
"2003","29054959","24142339"
"2003","29054990","24142339"
"2003","29055910","24142350"
"2003","29055100","24142350"
"2003","29055991","24142350"
"2003","29061100","24142373"
"2003","29061200","24142373"
"2003","29061310","24142373"
"2003","29061390","24142373"
"2003","29061400","24142373"
"2003","29061900","24142373"
"2003","29062100","24142375"
"2003","29062900","24142375"
"2003","29071100","24142415"
"2003","29071200","24142417"
"2003","29071300","24142419"
"2003","29071400","24142419"
"2003","29071510","24142419"
"2003","29071590","24142419"
"2003","29071900","24142419"
"2003","29072300","24142433"
"2003","29081000","24142453"
"2003","29082000","24142455"
"2003","29089000","24142459"
"2003","29091100","24146313"
"2003","29091900","24146319"
"2003","29092000","24146323"
"2003","29093010","24146325"
"2003","29093031","24146325"
"2003","29093035","24146325"
"2003","29093038","24146325"
"2003","29093090","24146325"
"2003","29094100","24146333"
"2003","29094200","24146339"
"2003","29094300","24146339"
"2003","29094400","24146339"
"2003","29094911","24146339"
"2003","29094919","24146339"
"2003","29094990","24146339"
"2003","29095010","24146350"
"2003","29095090","24146350"
"2003","29096000","24146360"
"2003","29101000","24146373"
"2003","29102000","24146375"
"2003","29103000","24146379"
"2003","29109000","24146379"
"2003","29110000","24146380"
"2003","29121100","24146111"
"2003","29121200","24146113"
"2003","29121300","24146115"
"2003","29121900","24146119"
"2003","29122100","24146120"
"2003","76151990","28751257"
"2003","29122900","24146120"
"2003","29123000","24146130"
"2003","29124100","24146143"
"2003","29124200","24146145"
"2003","29124900","24146147"
"2003","29125000","24146150"
"2003","29126000","24146160"
"2003","29130000","24146170"
"2003","29141100","24146211"
"2003","29141200","24146213"
"2003","29141300","24146215"
"2003","29141910","24146219"
"2003","29141990","24146219"
"2003","29142100","24146231"
"2003","29142200","24146233"
"2003","29142300","24146235"
"2003","29142900","24146239"
"2003","29143100","24146231"
"2003","29143900","24146231"
"2003","29144010","24146231"
"2003","29144090","24146231"
"2003","29145000","24146231"
"2003","29146100","24146260"
"2003","29146910","24146260"
"2003","29146990","24146260"
"2003","29147010","24146270"
"2003","29147090","24146270"
"2003","29151100","24143253"
"2003","29151200","24143255"
"2003","29151300","24143255"
"2003","29152100","24143271"
"2003","29152200","24143273"
"2003","29152300","24143275"
"2003","29152400","24143277"
"2003","29152900","24143279"
"2003","29153100","24143215"
"2003","29153200","24143217"
"2003","29153300","24143219"
"2003","29153400","24143219"
"2003","29153500","24143219"
"2003","29153910","24143219"
"2003","29153930","24143219"
"2003","29153950","24143219"
"2003","29153990","24143219"
"2003","29154000","24143220"
"2003","29155000","24143220"
"2003","29156011","24143220"
"2003","29156019","24143220"
"2003","29156090","24143220"
"2003","29157015","24143235"
"2003","29157020","24143237"
"2003","29157025","24143245"
"2003","29157030","24143243"
"2003","29157080","24143247"
"2003","29159010","24143280"
"2003","29159020","24143280"
"2003","29159080","24143280"
"2003","29161110","24143310"
"2003","29161190","24143310"
"2003","29161210","24143320"
"2003","29161220","24143320"
"2003","29161290","24143320"
"2003","29161300","24143330"
"2003","29161410","24143340"
"2003","29161490","24143340"
"2003","29161500","24143350"
"2003","29161910","24143310"
"2003","29161930","24143310"
"2003","29161940","24143310"
"2003","29161980","24143310"
"2003","29162000","24143310"
"2003","29163100","24143363"
"2003","29163210","24143365"
"2003","29163290","24143365"
"2003","29163400","24143367"
"2003","29163500","24143367"
"2003","29163900","24143370"
"2003","29171100","24143383"
"2003","29171210","24143385"
"2003","29171290","24143385"
"2003","29171310","24143383"
"2003","29171390","24143383"
"2003","29171400","24143387"
"2003","29171910","24143383"
"2003","29171990","24143383"
"2003","29172000","24143383"
"2003","29173100","24143413"
"2003","29173200","24143415"
"2003","29173300","24143423"
"2003","29173400","24143425"
"2003","29173500","24143433"
"2003","29173600","24143435"
"2003","29173700","24143443"
"2003","29173911","24143445"
"2003","29173919","24143445"
"2003","29173930","24143445"
"2003","29173940","24143445"
"2003","29173950","24143445"
"2003","29173960","24143445"
"2003","29173970","24143445"
"2003","29173980","24143445"
"2003","29181100","24143475"
"2003","29181200","24143475"
"2003","29181300","24143475"
"2003","29181400","24143473"
"2003","29181500","24143473"
"2003","29181600","24143475"
"2003","29181930","24143475"
"2003","29181940","24143475"
"2003","29181980","24143475"
"2003","29182100","24411030"
"2003","29182200","24411050"
"2003","29182310","24411070"
"2003","29182390","24411070"
"2003","29182910","24143475"
"2003","29182930","24143475"
"2003","29182950","24143475"
"2003","29182990","24143475"
"2003","29183000","24143475"
"2003","29189010","24143475"
"2003","29189020","24143475"
"2003","29189030","24143475"
"2003","29189090","24143475"
"2003","29190010","24145350"
"2003","29190090","24145350"
"2003","29201000","24145375"
"2003","29209010","24145379"
"2003","29209020","24145379"
"2003","29209030","24145379"
"2003","29209040","24145379"
"2003","29209050","24145379"
"2003","29209085","24145379"
"2003","29211110","24144113"
"2003","29211190","24144113"
"2003","29211200","24144115"
"2003","29211910","24144117"
"2003","29211930","24144117"
"2003","29211940","24144117"
"2003","29211980","24144117"
"2003","29212100","24144123"
"2003","29212200","24144125"
"2003","29212900","24144127"
"2003","29213010","24144130"
"2003","29213091","24144130"
"2003","29213099","24144130"
"2003","29214100","24144151"
"2003","29214210","24144153"
"2003","29214290","24144153"
"2003","29214300","24144155"
"2003","29214400","24144157"
"2003","29214500","24144157"
"2003","29214910","24144157"
"2003","29214980","24144157"
"2003","29215111","24144170"
"2003","29215119","24144170"
"2003","29215190","24144170"
"2003","29215910","24144170"
"2003","29215920","24144170"
"2003","29215930","24144170"
"2003","29215940","24144170"
"2003","29215990","24144170"
"2003","29221100","24144233"
"2003","29221200","24144235"
"2003","29221310","24144237"
"2003","29221390","24144237"
"2003","29221910","24144239"
"2003","29221920","24144239"
"2003","29221980","24144239"
"2003","29222100","24144290"
"2003","29222200","24144290"
"2003","29222900","24144290"
"2003","29223100","24144290"
"2003","29224100","24412010"
"2003","29224200","24412020"
"2003","29224300","24144290"
"2003","29224910","24144290"
"2003","29224920","24144290"
"2003","29224995","24144290"
"2003","29225000","24144290"
"2003","29231000","24412030"
"2003","29232000","24412040"
"2003","29239000","24412050"
"2003","29241100","24412060"
"2003","29242110","24144310"
"2003","29242190","24144310"
"2003","29242300","24412070"
"2003","29242400","24412070"
"2003","29242910","24412070"
"2003","29242930","24412070"
"2003","29251100","24144320"
"2003","29251910","24144330"
"2003","29251930","24144330"
"2003","29251995","24144330"
"2003","29252000","24144340"
"2003","29261000","24144350"
"2003","29262000","24144360"
"2003","29269020","24144370"
"2003","29269095","24144370"
"2003","29270000","24144420"
"2003","29280010","24144430"
"2003","29280090","24144430"
"2003","29291010","24144450"
"2003","29291090","24144450"
"2003","29299000","24144490"
"2003","29301000","24145135"
"2003","29302000","24145135"
"2003","29303000","24145135"
"2003","29304010","24145137"
"2003","29304090","24145137"
"2003","29309012","24145139"
"2003","29309014","24145139"
"2003","29309016","24145139"
"2003","29309020","24145139"
"2003","29309030","24145139"
"2003","29309040","24145139"
"2003","29309050","24145139"
"2003","29309070","24145139"
"2003","29310010","24145150"
"2003","29310020","24145150"
"2003","29310030","24145150"
"2003","29310095","24145150"
"2003","29321100","24145210"
"2003","29321200","24145210"
"2003","29321300","24145210"
"2003","29321900","24145210"
"2003","29322100","24145210"
"2003","29322910","24413110"
"2003","29322920","24413110"
"2003","29322930","24413110"
"2003","29322940","24413110"
"2003","29322950","24413110"
"2003","29322980","24413110"
"2003","29329100","24145210"
"2003","29329200","24145210"
"2003","29329300","24145210"
"2003","29329400","24145210"
"2003","29329910","24145210"
"2003","29329950","24145210"
"2003","29329970","24145210"
"2003","29329500","24145210"
"2003","29331110","24413120"
"2003","29331190","24413120"
"2003","29331910","24413130"
"2003","29331990","24413130"
"2003","29332100","24413140"
"2003","29332910","24145230"
"2003","29332990","24145230"
"2003","29333940","24145250"
"2003","29333945","24145250"
"2003","29339910","24145250"
"2003","29333955","24145250"
"2003","29333100","24145250"
"2003","29334990","24145250"
"2003","85023190","31103250"
"2003","85281294","32302075"
"2003","29337900","24145250"
"2003","29339110","24145250"
"2003","29339190","24145250"
"2003","29333950","24145250"
"2003","29335200","24413155"
"2003","29335310","24413155"
"2003","29335910","24413159"
"2003","29335920","24413159"
"2003","29335995","24413159"
"2003","29336100","24145260"
"2003","29336910","24413170"
"2003","29336920","24413170"
"2003","29336930","24413170"
"2003","29336980","24413170"
"2003","29337100","24145270"
"2003","29333935","24145250"
"2003","29333925","24145250"
"2003","29333920","24145250"
"2003","29333910","24145250"
"2003","29333300","24145250"
"2003","29333200","24145250"
"2003","29333999","24145250"
"2003","29342020","24145290"
"2003","29349930","24145290"
"2003","29342080","24145290"
"2003","29343010","24413180"
"2003","29343090","24413180"
"2003","29341000","24145290"
"2003","29349940","24145290"
"2003","29349950","24145290"
"2003","29349100","24145290"
"2003","29349910","24145290"
"2003","29349920","24145290"
"2003","29350010","24413200"
"2003","29350020","24413200"
"2003","29350090","24413200"
"2003","29361000","24415110"
"2003","29362100","24415123"
"2003","29362200","24415125"
"2003","29362300","24415133"
"2003","29362400","24415135"
"2003","29362500","24415143"
"2003","29362600","24415145"
"2003","29362700","24415153"
"2003","29362800","24415155"
"2003","29362910","24415159"
"2003","29362930","24415159"
"2003","29362990","24415159"
"2003","29369011","24415190"
"2003","29369019","24415190"
"2003","29369090","24415190"
"2003","29371200","24415250"
"2003","29372300","24415270"
"2003","29381000","24415313"
"2003","29389010","24415315"
"2003","29389030","24415315"
"2003","29389090","24415315"
"2003","29391100","24415323"
"2003","29392110","24415325"
"2003","29392190","24415325"
"2003","29392900","24415329"
"2003","29393000","24415330"
"2003","29394100","24415340"
"2003","29394200","24415340"
"2003","29394900","24415340"
"2003","29395100","24415350"
"2003","29396100","24415360"
"2003","29396200","24415360"
"2003","29396300","24415360"
"2003","29396900","24415360"
"2003","29400010","24414000"
"2003","29400090","24414000"
"2003","29411010","24415430"
"2003","29411020","24415430"
"2003","29411090","24415430"
"2003","29412030","24415440"
"2003","29412080","24415440"
"2003","29413000","24415450"
"2003","29414000","24415460"
"2003","29415000","24415470"
"2003","29419000","24415490"
"2003","29420000","24146430"
"2003","30011010","24416010"
"2003","30011090","24416010"
"2003","30012010","24416020"
"2003","30012090","24416020"
"2003","30019010","24416030"
"2003","30019091","24416030"
"2003","30019099","24416030"
"2003","30021010","24422120"
"2003","30021091","24422120"
"2003","30021095","24422120"
"2003","30021099","24422120"
"2003","30022000","24422140"
"2003","30023000","24422160"
"2003","30029010","24416050"
"2003","30029030","24416050"
"2003","30029050","24416050"
"2003","30029090","24416050"
"2003","30031000","24421130"
"2003","30032000","24421150"
"2003","30033100","24421230"
"2003","30033900","24421250"
"2003","30034000","24421310"
"2003","30039010","24421320"
"2003","30039090","24421320"
"2003","30041010","24421160"
"2003","30041090","24421160"
"2003","30042010","24421180"
"2003","30042090","24421180"
"2003","30043110","24421260"
"2003","30043190","24421260"
"2003","30044010","24421340"
"2003","30044090","24421340"
"2003","30045010","24421360"
"2003","30045090","24421360"
"2003","30049011","24421380"
"2003","30049019","24421380"
"2003","30049091","24421380"
"2003","30049099","24421380"
"2003","30051000","24422410"
"2003","30059010","24422430"
"2003","30059031","24422430"
"2003","30059051","24422430"
"2003","30059055","24422430"
"2003","30059099","24422430"
"2003","30061010","24422450"
"2003","30061090","24422450"
"2003","30062000","24422320"
"2003","30063000","24422340"
"2003","30064000","24422360"
"2003","30065000","24422470"
"2003","30066011","24422200"
"2003","30066019","24422200"
"2003","30066090","24422200"
"2003","31010000","24156000"
"2003","31021010","24153013"
"2003","31021090","24153019"
"2003","31022100","24153023"
"2003","31022900","24153029"
"2003","31023010","24153030"
"2003","31023090","24153030"
"2003","31024010","24153043"
"2003","31024090","24153045"
"2003","31025010","24157050"
"2003","31025090","24157070"
"2003","31026000","24153060"
"2003","31027000","24153070"
"2003","31028000","24153080"
"2003","31029000","24153090"
"2003","31031010","24154035"
"2003","31031090","24154035"
"2003","31032000","24154037"
"2003","31039000","24154039"
"2003","31041000","14301150"
"2003","31042010","24155030"
"2003","31042050","24155030"
"2003","31042090","24155030"
"2003","31043000","24155050"
"2003","31049000","24155070"
"2003","31051000","24158010"
"2003","31052010","24158023"
"2003","31052090","24158025"
"2003","31053000","24158030"
"2003","31054000","24158040"
"2003","31055100","24158053"
"2003","31055900","24158059"
"2003","31056010","24158063"
"2003","31056090","24158069"
"2003","31059010","24158090"
"2003","31059091","24158090"
"2003","31059099","24158090"
"2003","32011000","24122250"
"2003","32012000","24122250"
"2003","32019020","24122250"
"2003","32019090","24122250"
"2003","32021000","24122330"
"2003","32029000","24122350"
"2003","32030011","24122270"
"2003","32030019","24122270"
"2003","32030090","24122270"
"2003","32041100","24122110"
"2003","32041200","24122120"
"2003","32041300","24122130"
"2003","32041400","24122140"
"2003","32041500","24122150"
"2003","32041600","24122150"
"2003","32041700","24122150"
"2003","32041900","24122150"
"2003","32042000","24122160"
"2003","32049000","24122150"
"2003","32050000","24122170"
"2003","32061100","24122415"
"2003","32061900","24122419"
"2003","32062000","24122430"
"2003","32063000","24122450"
"2003","32064100","24122470"
"2003","32064200","24122470"
"2003","32064300","24122470"
"2003","32064910","24122470"
"2003","32064990","24122470"
"2003","32065000","24122470"
"2003","32071000","24302130"
"2003","32072010","24302150"
"2003","32072090","24302150"
"2003","32073000","24302170"
"2003","32074010","24302170"
"2003","32074020","24302170"
"2003","32074030","24302170"
"2003","32074080","24302170"
"2003","32081010","24301225"
"2003","32081090","24301229"
"2003","32082010","24301230"
"2003","32082090","24301250"
"2003","32089011","24301270"
"2003","32089013","24301270"
"2003","32089019","24301270"
"2003","32089091","24301290"
"2003","32089099","24301290"
"2003","32091000","24301150"
"2003","32099000","24301170"
"2003","32100010","24302213"
"2003","32100090","24302215"
"2003","32110000","24302220"
"2003","32121010","24302230"
"2003","32121090","24302230"
"2003","32129010","24302243"
"2003","32129031","24302245"
"2003","32129039","24302245"
"2003","32129090","24302245"
"2003","32131000","24302350"
"2003","32139000","24302370"
"2003","32141010","24302253"
"2003","32141090","24302255"
"2003","32149000","24302260"
"2003","32151100","24302450"
"2003","32151900","24302470"
"2003","32159010","24662000"
"2003","32159080","24662000"
"2003","33011110","24631020"
"2003","33011190","24631020"
"2003","33011210","24631020"
"2003","33011290","24631020"
"2003","33011310","24631020"
"2003","33011390","24631020"
"2003","33011410","24631020"
"2003","33011490","24631020"
"2003","33011910","24631020"
"2003","33011990","24631020"
"2003","33012110","24631020"
"2003","33012190","24631020"
"2003","33012210","24631020"
"2003","33012290","24631020"
"2003","33012310","24631020"
"2003","33012390","24631020"
"2003","33012410","24631020"
"2003","33012490","24631020"
"2003","33012510","24631020"
"2003","33012590","24631020"
"2003","33012610","24631020"
"2003","33012690","24631020"
"2003","33012911","24631020"
"2003","33012931","24631020"
"2003","33012961","24631020"
"2003","33012991","24631020"
"2003","33013000","24631030"
"2003","33019010","24631050"
"2003","33019021","24631050"
"2003","33019030","24631050"
"2003","33019090","24631050"
"2003","33021010","24631075"
"2003","33021021","24631075"
"2003","33021029","24631075"
"2003","33021040","24631075"
"2003","33021090","24631075"
"2003","33029010","24631079"
"2003","33029090","24631079"
"2003","33030010","24521150"
"2003","33030090","24521170"
"2003","33041000","24521250"
"2003","33042000","24521270"
"2003","33043000","24521300"
"2003","33049100","24521400"
"2003","33049900","24521500"
"2003","33051000","24521630"
"2003","33052000","24521650"
"2003","33053000","24521670"
"2003","33059010","24521700"
"2003","33059090","24521700"
"2003","33061000","24521850"
"2003","33062000","24521890"
"2003","33069000","24521890"
"2003","33071000","24521930"
"2003","33072000","24521950"
"2003","33073000","24521970"
"2003","33074100","24514100"
"2003","33074900","24514100"
"2003","33079000","24521990"
"2003","34011100","24513120"
"2003","34011900","24513150"
"2003","34012010","24513173"
"2003","34012090","24513179"
"2003","34021110","24512020"
"2003","34021190","24512020"
"2003","34021200","24512030"
"2003","34021300","24512050"
"2003","34021900","24512090"
"2003","34022090","24513250"
"2003","34029010","24513260"
"2003","34029090","24513270"
"2003","34031100","24663155"
"2003","34031910","24663157"
"2003","34031991","24663157"
"2003","34031999","24663157"
"2003","34039100","24663175"
"2003","34039910","24663179"
"2003","34039990","24663179"
"2003","34041000","24514250"
"2003","34042000","24514270"
"2003","34049010","24514290"
"2003","34049090","24514290"
"2003","34051000","24514330"
"2003","34052000","24514350"
"2003","34053000","24514370"
"2003","34054000","24514400"
"2003","34059010","24514383"
"2003","34059090","24514389"
"2003","34060011","36637500"
"2003","34060019","36637500"
"2003","34060090","36637500"
"2003","34070000","24664230"
"2003","35011010","15515300"
"2003","35011050","15515300"
"2003","35011090","15515300"
"2003","35019010","24621013"
"2003","35019090","24621015"
"2003","35021110","15891250"
"2003","35021190","15891250"
"2003","35021910","15891250"
"2003","35021990","15891250"
"2003","35022010","24621020"
"2003","35022091","24621020"
"2003","35022099","24621020"
"2003","35029020","24621020"
"2003","35029070","24621020"
"2003","35029090","24621020"
"2003","35030010","24621030"
"2003","35030080","24621050"
"2003","35040000","24664100"
"2003","35051010","15622270"
"2003","35051050","15622270"
"2003","35051090","15622270"
"2003","35052010","24621060"
"2003","35052030","24621060"
"2003","35052050","24621060"
"2003","35052090","24621060"
"2003","35061000","24621095"
"2003","35069100","24621095"
"2003","35069900","24621095"
"2003","35071000","24146450"
"2003","35079010","24146470"
"2003","35079020","24146470"
"2003","35079090","24146470"
"2003","36010000","24611130"
"2003","36020000","24611150"
"2003","36030010","24611250"
"2003","36030090","24611270"
"2003","36041000","24611300"
"2003","36049000","24611400"
"2003","36050000","36636300"
"2003","36061000","36636400"
"2003","36069010","36636210"
"2003","36069090","36636210"
