from;to;pcfrom;ex;opt;pcfrom_recode;N;pcto;ex ;opt;pcto_recode;N;source;;
2006;2007;20201259;ex;;;;20201110;ex;;;;;;
2006;2007;20201103;;;;;20201121;ex;;;;;;
2006;2007;20201105;ex;;;;20201121;ex;;;;;;
2006;2007;20201105;ex;;;;20201124;;;;;;;
2006;2007;20201109;ex;;;;20201127;;;;;;;
2006;2007;20201233;ex;;;;20201210;ex;;;;;;
2006;2007;20201235;ex;;;;20201210;ex;;;;;;
2006;2007;20201253;ex;;;;20201210;ex;;;;;;
2006;2007;20201255;ex;;;;20201210;ex;;;;;;
2006;2007;20201233;ex;;;;20201220;ex;;;;;;
2006;2007;20201239;ex;;;;20201220;ex;;;;;;
2006;2007;20201253;ex;;;;20201220;ex;;;;;;
2006;2007;20201259;ex;;;;20201220;ex;;;;;;
2006;2007;20201333;ex;;;;20201313;ex;;;;;;
2006;2007;20201335;ex;;;;20201313;ex;;;;;;
2006;2007;20201337;ex;;;;20201313;ex;;;;;;
2006;2007;20201339;ex;;;;20201313;ex;;;;;;
2006;2007;20201339;ex;;;;20201316;;;;;;;
2006;2007;20201333;ex;;;;20201319;ex;;;;;;
2006;2007;20201335;ex;;;;20201319;ex;;;;;;
2006;2007;;ex;;;;20201319;ex;;;;;;
2006;2007;20201339;ex;;;;20201319;ex;;;;;;
2006;2007;20201413;ex;;;;20201423;ex;;;;;;
2006;2007;20201415;ex;;;;20201423;ex;;;;;;
2006;2007;20201433;ex;;;;20201423;ex;;;;;;
2006;2007;20201435;ex;;;;20201423;ex;;;;;;
2006;2007;20201453;ex;;;;20201423;ex;;;;;;
2006;2007;20201455;ex;;;;20201423;ex;;;;;;
2006;2007;20201413;ex;;;;20201426;ex;;;;;;
2006;2007;20201415;ex;;;;20201426;ex;;;;;;
2006;2007;20201433;ex;;;;20201426;ex;;;;;;
2006;2007;20201435;ex;;;;20201426;ex;;;;;;
2006;2007;20201453;ex;;;;20201426;ex;;;;;;
2006;2007;20201455;ex;;;;20201426;ex;;;;;;
2006;2007;20201413;ex;;;;20201429;ex;;;;;;
2006;2007;20201415;ex;;;;20201429;ex;;;;;;
2006;2007;20201433;ex;;;;20201429;ex;;;;;;
2006;2007;20201435;ex;;;;20201429;ex;;;;;;
2006;2007;20201453;ex;;;;20201429;ex;;;;;;
2006;2007;20201455;ex;;;;20201429;ex;;;;;;
2006;2007;20201413;ex;;;;20201443;ex;;;;;;
2006;2007;20201415;ex;;;;20201443;ex;;;;;;
2006;2007;20201433;ex;;;;20201446;ex;;;;;;
2006;2007;20201435;ex;;;;20201446;ex;;;;;;
2006;2007;20201453;ex;;;;20201449;ex;;;;;;
2006;2007;20201455;ex;;;;20201449;ex;;;;;;
2006;2007;20201473;;;;;20201449;ex;;;;;;
2006;2007;20201475;;;;;20201449;ex;;;;;;
2006;2007;21231113;;;;;21231118;ex;;;;;;
2006;2007;21231117;;;;;21231118;ex;;;;;;
2006;2007;21231119;;;;;21231118;ex;;;;;;
2006;2007;21241150;;;;;21241180;ex;;;;;;
2006;2007;21241190;;;;;21241180;ex;;;;;;
2006;2007;21231130;;;;;21251485;ex;;;;;;
2006;2007;21231150;;;;;21251485;ex;;;;;;
2006;2007;21251100;;;;;21251485;ex;;;;;;
2006;2007;21251480;;;;;21251485;ex;;;;;;
2006;2007;22141230;;;;;22141200;ex;;;;;;
2006;2007;22141250;;;;;22141200;ex;;;;;;
2006;2007;24133360;;;;;24133377;ex;;;;;;
2006;2007;24133379;;;;;24133377;ex;;;;;;
2006;2007;24152070;;;;;24133377;ex;;;;;;
2006;2007;24134120;;;;;24134125;ex;;;;;;
2006;2007;24134130;;;;;24134125;ex;;;;;;
2006;2007;24134110;;;;;24134175;ex;;;;;;
2006;2007;24134170;;;;;24134175;ex;;;;;;
2006;2007;;;;;;24134270;;;;;;;
2006;2007;24135230;;;;;24135280;ex;;;;;;
2006;2007;24135290;;;;;24135280;ex;;;;;;
2006;2007;24142250;;;;;24142265;ex;;;;;;
2006;2007;24142269;;;;;24142265;ex;;;;;;
2006;2007;24143273;;;;;24143278;ex;;;;;;
2006;2007;24143275;;;;;24143278;ex;;;;;;
2006;2007;24143279;;;;;24143278;ex;;;;;;
2006;2007;24153070;;;;;24153095;ex;;;;;;
2006;2007;24153090;;;;;24153095;ex;;;;;;
2006;2007;24154037;;;;;24154090;ex;;;;;;
2006;2007;24154039;;;;;24154090;ex;;;;;;
2006;2007;14301150;;;;;24155090;ex;;;;;;
2006;2007;24155070;;;;;24155090;ex;;;;;;
2006;2007;--;;;;;24201565;;;;;;;
2006;2007;24415110;;;;;24415180;ex;;;;;;
2006;2007;24415190;;;;;24415180;ex;;;;;;
2006;2007;24415325;;;;;24415327;ex;;;;;;
2006;2007;24415329;;;;;24415327;ex;;;;;;
2006;2007;24416010;;;;;24416040;ex;;;;;;
2006;2007;24416030;;;;;24416040;ex;;;;;;
2006;2007;24514250;;;;;24514280;ex;;;;;;
2006;2007;24514290;;;;;24514280;ex;;;;;;
2006;2007;24664873;;;;;24664871;ex;;;;;;
2006;2007;24664879;;;;;24664871;ex;;;;;;
2006;2007;24664895;ex;;;;24664871;ex;;;;;;
2006;2007;24664895;ex;;;;24664875;;;;;;;
2006;2007;24664895;ex;;;;24664898;;;;;;;
2006;2007;24702330;ex;;;;24702390;;;;;;;
2006;2007;26131215;;;;;26131220;ex;;;;;;
2006;2007;26131219;;;;;26131220;ex;;;;;;
2006;2007;26131235;;;;;26131240;ex;;;;;;
2006;2007;26131239;;;;;26131240;ex;;;;;;
2006;2007;26131255;ex;;;;26131260;;;;;;;
2006;2007;26131253;;;;;26131280;ex;;;;;;
2006;2007;26131255;ex;;;;26131280;ex;;;;;;
2006;2007;26651230;ex;;;;26651220;ex;;;;;;
2006;2007;26651250;ex;;;;26651220;ex;;;;;;
2006;2007;26651290;ex;;;;26651220;ex;;;;;;
2006;2007;26651230;ex;;;;26651240;;;;;;;
2006;2007;26651250;ex;;;;26651260;;;;;;;
2006;2007;26651290;ex;;;;26651280;;;;;;;
2006;2007;26701240;;;;;26701270;ex;;;;;;
2006;2007;26701280;;;;;26701270;ex;;;;;;
2006;2007;26821168;;;;;26821150;ex;;;;;;
2006;2007;26821170;;;;;26821150;ex;;;;;;
2006;2007;26821180;;;;;26821150;ex;;;;;;
2006;2007;26821193;;;;;26821190;ex;;;;;;
2006;2007;26821195;;;;;26821190;ex;;;;;;
2006;2007;29221230;ex;;;;29221253;;;;;;;
2006;2007;29221230;ex;;;;29221255;;;;;;;
2006;2007;29221230;ex;;;;29221270;;;;;;;
2006;2007;29221810;;;;;29221890;ex;;;;;;
2006;2007;29221870;;;;;29221890;ex;;;;;;
2006;2007;29231373;;;;;29231380;ex;;;;;;
2006;2007;29231375;;;;;29231380;ex;;;;;;
2006;2007;29233090;;;;;29233080;;;;;;;
2006;2007;29242470;;;;;29242490;;;;;;;
2006;2007;29243150;;;;;29243170;;;;;;;
2006;2007;29244070;;;;;29244090;;;;;;;
2006;2007;29245230;;;;;29245220;;;;;;;
2006;2007;29245330;;;;;29245340;;;;;;;
2006;2007;;;;;;29319000;;;;;;;
2006;2007;30012170;ex;;;;29561499;ex;;;;;;
2006;2007;30012183;;;;;29561499;ex;;;;;;
2006;2007;30012185;ex;;;;29561499;ex;;;;;;
2006;2007;;;;;;29561499;;;;;;;
2006;2007;29561470;ex;;;;29561590;ex;;;;;;
2006;2007;29561570;ex;;;;29561590;ex;;;;;;
2006;2007;;;;;;29562582;;;;;;;
2006;2007;;;;;;29562584;;;;;;;
2006;2007;;;;;;29562586;;;;;;;
2006;2007;;;;;;29562588;;;;;;;
2006;2007;29562590;;;;;29562599;;;;;;;
2006;2007;29562670;ex;;;;29562680;;;;;;;
2006;2007;29562670;ex;;;;29562690;;;;;;;
2006;2007;29601410;;;;;29601450;ex;;;;;;
2006;2007;29601430;;;;;29601450;ex;;;;;;
2006;2007;29712113;ex;;;;29712123;ex;;;;;;
2006;2007;29712115;ex;;;;29712123;ex;;;;;;
2006;2007;29712113;ex;;;;29712125;ex;;;;;;
2006;2007;29712115;ex;;;;29712125;ex;;;;;;
2006;2007;29712130;;;;;29712190;ex;;;;;;
2006;2007;29712150;;;;;29712190;ex;;;;;;
2006;2007;29712180;;;;;29712190;ex;;;;;;
2006;2007;29562670;ex;;;;29713010;;;;;;;
2006;2007;30011330;;;;;30011390;ex;;;;;;
2006;2007;30011370;;;;;30011390;ex;;;;;;
2006;2007;30012350;;;;;30012380;ex;;;;;;
2006;2007;30012390;;;;;30012380;ex;;;;;;
2006;2007;29561470;ex;;;;30012550;ex;;;;;;
2006;2007;29561570;ex;;;;30012550;ex;;;;;;
2006;2007;30012500;ex;;;;30012550;ex;;;;;;
2006;2007;32203060;ex;;;;30012550;ex;;;;;;
2006;2007;30021100;ex;;;;30021200;;;;;;;
2006;2007;30021100;ex;;;;30021300;;;;;;;
2006;2007;30021100;ex;;;;30021400;;;;;;;
2006;2007;30021100;ex;;;;30021500;;;;;;;
2006;2007;30012170;ex;;;;30021640;ex;;;;;;
2006;2007;30012185;ex;;;;30021640;ex;;;;;;
2006;2007;30021630;;;;;30021640;ex;;;;;;
2006;2007;32202075;ex;;;;30021640;ex;;;;;;
2006;2007;30021900;;;;;30021950;;;;;;;
2006;2007;31301330;ex;;;;31301340;ex;;;;;;
2006;2007;31301350;ex;;;;31301340;ex;;;;;;
2006;2007;31301370;ex;;;;31301340;ex;;;;;;
2006;2007;31301330;ex;;;;31301380;ex;;;;;;
2006;2007;31301350;ex;;;;31301380;ex;;;;;;
2006;2007;31301370;ex;;;;31301380;ex;;;;;;
2006;2007;31621390;;;;;31621380;;;;;;;
2006;2007;30012500;ex;;;;32106203;ex;;;;;;
2006;2007;32203030;ex;;;;32106203;ex;;;;;;
2006;2007;32203060;ex;;;;32106203;ex;;;;;;
2006;2007;32305280;ex;;;;32106203;ex;;;;;;
2006;2007;32106215;ex;;;;32106206;ex;;;;;;
2006;2007;32106217;ex;;;;32106206;ex;;;;;;
2006;2007;32106270;;;;;32106206;ex;;;;;;
2006;2007;32106293;ex;;;;32106206;ex;;;;;;
2006;2007;32106295;ex;;;;32106206;ex;;;;;;
2006;2007;32106297;ex;;;;32106206;ex;;;;;;
2006;2007;32106299;ex;;;;32106206;ex;;;;;;
2006;2007;30012500;ex;;;;32106223;ex;;;;;;
2006;2007;32203030;ex;;;;32106223;ex;;;;;;
2006;2007;32203060;ex;;;;32106223;ex;;;;;;
2006;2007;32305280;ex;;;;32106223;ex;;;;;;
2006;2007;32106225;;;;;32106226;ex;;;;;;
2006;2007;32106227;;;;;32106226;ex;;;;;;
2006;2007;32106269;;;;;32106267;ex;;;;;;
2006;2007;32106293;ex;;;;32106267;ex;;;;;;
2006;2007;32106295;ex;;;;32106267;ex;;;;;;
2006;2007;32106295;ex;;;;32106280;ex;;;;;;
2006;2007;32106297;ex;;;;32106280;ex;;;;;;
2006;2007;32106299;ex;;;;32106280;ex;;;;;;
2006;2007;30012500;ex;;;;32106291;ex;;;;;;
2006;2007;32203060;ex;;;;32106291;ex;;;;;;
2006;2007;32305280;ex;;;;32106291;ex;;;;;;
2006;2007;32106215;ex;;;;32106294;ex;;;;;;
2006;2007;32106217;ex;;;;32106294;ex;;;;;;
2006;2007;32106293;ex;;;;32106294;ex;;;;;;
2006;2007;32106295;ex;;;;32106294;ex;;;;;;
2006;2007;32106297;ex;;;;32106294;ex;;;;;;
2006;2007;32106299;ex;;;;32106294;ex;;;;;;
2006;2007;32201150;ex;;;;32201130;;;;;;;
2006;2007;32201170;ex;;;;32201160;;;;;;;
2006;2007;32201170;ex;;;;32202025;;;;;;;
2006;2007;32201170;ex;;;;32202035;ex;;;;;;
2006;2007;32202060;ex;;;;32202035;ex;;;;;;
2006;2007;32201170;ex;;;;32202045;ex;;;;;;
2006;2007;32202030;ex;;;;32202045;ex;;;;;;
2006;2007;32202040;;;;;32202045;ex;;;;;;
2006;2007;32202050;;;;;32202045;ex;;;;;;
2006;2007;32202060;ex;;;;32202045;ex;;;;;;
2006;2007;30012170;ex;;;;32202080;ex;;;;;;
2006;2007;30012185;ex;;;;32202080;ex;;;;;;
2006;2007;32202075;ex;;;;32202080;ex;;;;;;
2006;2007;32201150;ex;;;;32202095;ex;;;;;;
2006;2007;32201170;ex;;;;32202095;ex;;;;;;
2006;2007;32202030;ex;;;;32202095;ex;;;;;;
2006;2007;32202060;ex;;;;32202095;ex;;;;;;
2006;2007;32305270;ex;;;;32203040;;;;;;;
2006;2007;32203030;ex;;;;32203080;ex;;;;;;
2006;2007;32203060;ex;;;;32203080;ex;;;;;;
2006;2007;32305280;ex;;;;32203080;ex;;;;;;
2006;2007;32305220;;;;;32305210;;;;;;;
2006;2007;32305270;ex;;;;32305265;;;;;;;
2006;2007;32305280;ex;;;;32305275;;;;;;;
2006;2007;33403250;ex;;;;33403339;;;;;;;
2006;2007;33403250;ex;;;;33403350;;;;;;;
2006;2007;33403250;ex;;;;33403390;;;;;;;
2006;2007;31503100;;;;;33403619;;;;;;;
2006;2007;33501115;;;;;33501119;ex;;;;;;
2006;2007;33501117;;;;;33501119;ex;;;;;;
2006;2007;34302023;;;;;34302020;ex;;;;;;
2006;2007;34302025;;;;;34302020;ex;;;;;;
2006;2007;34302035;;;;;34302036;ex;;;;;;
2006;2007;34302037;;;;;34302036;ex;;;;;;
2006;2007;35302100;;;;;35302250;ex;;;;;;
2006;2007;35302200;;;;;35302250;ex;;;;;;
2006;2007;36301815;;;;;36301891;ex;;;;;;
2006;2007;36301895;;;;;36301891;ex;;;;;;
2006;2007;36501253;;;;;36501250;ex;;;;;;
2006;2007;36501255;;;;;36501250;ex;;;;;;
2006;2007;36501259;;;;;36501250;ex;;;;;;
2006;2007;36501330;;;;;36501300;ex;;;;;;
2006;2007;36501350;;;;;36501300;ex;;;;;;
2006;2007;36502030;;;;;36502020;ex;;;;;;
2006;2007;36502055;;;;;36502020;ex;;;;;;
2006;2007;36502059;;;;;36502020;ex;;;;;;
2006;2007;36502093;;;;;36502097;ex;;;;;;
2006;2007;36502099;;;;;36502097;ex;;;;;;
2006;2007;36503130;;;;;36503100;ex;;;;;;
2006;2007;36503150;;;;;36503100;ex;;;;;;
2006;2007;36503365;;;;;36503390;ex;;;;;;
2006;2007;36503367;;;;;36503390;ex;;;;;;
2006;2007;36503375;;;;;36503390;ex;;;;;;
2006;2007;36503379;;;;;36503390;ex;;;;;;
2006;2007;36636130;;;;;36636140;ex;;;;;;
2006;2007;36636150;;;;;36636140;ex;;;;;;
2007;2008;;;;;;100000Z1;;;;;;;
2007;2008;;;;;;100000Z2;;;;;;;
2007;2008;;;;;;100000Z3;;;;;;;
2007;2008;;;;;;16103900;;;;;;;
2007;2008;;;;;;18111000;ex;;;;;;
2007;2008;;;;;;18121100;ex;;;;;;
2007;2008;;;;;;18121230;ex;;;;;;
2007;2008;;;;;;18121250;ex;;;;;;
2007;2008;;;;;;18121300;ex;;;;;;
2007;2008;;;;;;18121407;ex;;;;;;
2007;2008;;;;;;18121414;ex;;;;;;
2007;2008;;;;;;18121421;ex;;;;;;
2007;2008;;;;;;18121428;ex;;;;;;
2007;2008;;;;;;18121435;ex;;;;;;
2007;2008;;;;;;18121442;ex;;;;;;
2007;2008;;;;;;18121449;ex;;;;;;
2007;2008;;;;;;18121456;ex;;;;;;
2007;2008;;;;;;18121463;ex;;;;;;
2007;2008;;;;;;18121910;ex;;;;;;
2007;2008;;;;;;18121920;ex;;;;;;
2007;2008;;;;;;18121930;ex;;;;;;
2007;2008;;;;;;18121990;ex;;;;;;
2007;2008;;;;;;269900Z0;;;;;;;
2007;2008;;;;;;269900Z0;;;;;;;
2007;2008;13101030;;;;;7101000;ex;;;;;;
2007;2008;13101050;;;;;7101000;ex;;;;;;
2007;2008;13201100;;;;;7291100;;;;;;;
2007;2008;13201200;;;;;7291200;;;;;;;
2007;2008;13201300;;;;;7291300;;;;;;;
2007;2008;13201400;;;;;7291400;;;;;;;
2007;2008;13201530;;;;;7291500;ex;;;;;;
2007;2008;13201550;;;;;7291500;ex;;;;;;
2007;2008;13201570;;;;;7291500;ex;;;;;;
2007;2008;13201630;;;;;7291900;ex;;;;;;
2007;2008;13201650;;;;;7291900;ex;;;;;;
2007;2008;13201690;;;;;7291900;ex;;;;;;
2007;2008;14111133;;;;;8111133;;;;;;;
2007;2008;14111135;;;;;8111136;ex;;;;;;
2007;2008;14111137;;;;;8111136;ex;;;;;;
2007;2008;14111150;;;;;8111150;;;;;;;
2007;2008;14111233;;;;;8111233;;;;;;;
2007;2008;14111235;;;;;8111236;ex;;;;;;
2007;2008;14111237;;;;;8111236;ex;;;;;;
2007;2008;14111250;;;;;8111250;;;;;;;
2007;2008;14111290;;;;;8111290;ex;;;;;;
2007;2008;14121030;;;;;8112030;;;;;;;
2007;2008;14121050;;;;;8112050;;;;;;;
2007;2008;14122010;;;;;8113010;;;;;;;
2007;2008;14122030;;;;;8113030;;;;;;;
2007;2008;14122050;;;;;23523030;;;;;;;
2007;2008;14122070;;;;;23523050;;;;;;;
2007;2008;14131000;;;;;8114000;;;;;;;
2007;2008;14211150;;;;;8121150;;;;;;;
2007;2008;14211190;;;;;8121190;;;;;;;
2007;2008;14211210;;;;;8121210;;;;;;;
2007;2008;14211230;;;;;8121230;;;;;;;
2007;2008;14211250;;;;;8121250;;;;;;;
2007;2008;14211290;;;;;8121290;;;;;;;
2007;2008;14211330;;;;;8121300;;;;;;;
2007;2008;14211350;;;;;23991320;;;;;;;
2007;2008;14221140;;;;;8122140;;;;;;;
2007;2008;14221160;;;;;8122160;;;;;;;
2007;2008;14221210;;;;;8122210;;;;;;;
2007;2008;14221230;;;;;8122230;;;;;;;
2007;2008;14221250;;;;;8122250;;;;;;;
2007;2008;14301130;;;;;8911100;;;;;;;
2007;2008;14301230;;;;;8911200;ex;;;;;;
2007;2008;14301250;;;;;8911200;ex;;;;;;
2007;2008;14301313;;;;;8911900;ex;;;;;;
2007;2008;14301315;;;;;8911900;ex;;;;;;
2007;2008;14301355;;;;;8911900;ex;;;;;;
2007;2008;14301359;;;;;8911900;ex;;;;;;
2007;2008;14301373;;;;;8911900;ex;;;;;;
2007;2008;14301375;;;;;8911900;ex;;;;;;
2007;2008;14301383;;;;;8911900;ex;;;;;;
2007;2008;14301389;;;;;8911900;ex;;;;;;
2007;2008;14401000;ex;;;;8931000;;;;;;;
2007;2008;14401000;ex;;;;10843000;;;;;;;
2007;2008;14501000;;;;;8991000;;;;;;;
2007;2008;14502150;;;;;8992100;ex;;;;;;
2007;2008;14502190;;;;;8992100;ex;;;;;;
2007;2008;14502250;;;;;8992200;ex;;;;;;
2007;2008;14502270;;;;;8992200;ex;;;;;;
2007;2008;14502313;;;;;8992900;ex;;;;;;
2007;2008;14502315;ex;;;;8111290;ex;;;;;;
2007;2008;14502315;ex;;;;8992900;ex;;;;;;
2007;2008;14502320;;;;;8992900;ex;;;;;;
2007;2008;14502333;;;;;8992900;ex;;;;;;
2007;2008;14502335;;;;;8992900;ex;;;;;;
2007;2008;14502340;;;;;8992900;ex;;;;;;
2007;2008;14502353;;;;;8992900;ex;;;;;;
2007;2008;14502355;;;;;8992900;ex;;;;;;
2007;2008;14502363;;;;;8992900;ex;;;;;;
2007;2008;14502365;;;;;8992900;ex;;;;;;
2007;2008;14502370;;;;;8992900;ex;;;;;;
2007;2008;14502380;;;;;8992900;ex;;;;;;
2007;2008;15111140;;;;;10111140;;;;;;;
2007;2008;15111190;;;;;10111190;;;;;;;
2007;2008;15111200;;;;;10113100;;;;;;;
2007;2008;15111330;;;;;10111230;;;;;;;
2007;2008;15111350;;;;;10111250;;;;;;;
2007;2008;15111390;;;;;10111290;;;;;;;
2007;2008;15111430;;;;;10113230;;;;;;;
2007;2008;15111450;;;;;10113250;;;;;;;
2007;2008;15111490;;;;;10113290;;;;;;;
2007;2008;15111500;;;;;10111300;;;;;;;
2007;2008;15111600;;;;;10113300;;;;;;;
2007;2008;15111700;ex;;;;10111400;;;;;;;
2007;2008;15111700;ex;;;;10113400;;;;;;;
2007;2008;15111800;ex;;;;10111500;;;;;;;
2007;2008;15111800;ex;;;;10113500;;;;;;;
2007;2008;15111900;ex;;;;10112000;;;;;;;
2007;2008;15111900;ex;;;;10113910;;;;;;;
2007;2008;15112100;;;;;10114100;;;;;;;
2007;2008;15112400;;;;;10114200;;;;;;;
2007;2008;15112500;;;;;10114300;;;;;;;
2007;2008;15112600;;;;;10114400;;;;;;;
2007;2008;15112700;;;;;10114500;;;;;;;
2007;2008;15113040;;;;;10115040;;;;;;;
2007;2008;15113060;;;;;10115060;;;;;;;
2007;2008;15113070;;;;;10115070;;;;;;;
2007;2008;15114030;;;;;10116030;;;;;;;
2007;2008;15114090;;;;;10116090;;;;;;;
2007;2008;15121113;;;;;10121010;;;;;;;
2007;2008;15121115;;;;;10121020;;;;;;;
2007;2008;15121117;;;;;10121030;;;;;;;
2007;2008;15121130;;;;;10121040;;;;;;;
2007;2008;15121153;;;;;10121050;;;;;;;
2007;2008;15121155;;;;;10121060;;;;;;;
2007;2008;15121157;;;;;10121070;;;;;;;
2007;2008;15121170;;;;;10124020;;;;;;;
2007;2008;15121213;;;;;10122013;;;;;;;
2007;2008;15121215;;;;;10122015;;;;;;;
2007;2008;15121217;;;;;10122017;;;;;;;
2007;2008;15121253;;;;;10122053;;;;;;;
2007;2008;15121255;;;;;10122055;;;;;;;
2007;2008;15121257;;;;;10122057;;;;;;;
2007;2008;15121271;;;;;10124050;;;;;;;
2007;2008;15121275;;;;;10122080;;;;;;;
2007;2008;15121300;;;;;10113930;;;;;;;
2007;2008;15121400;;;;;10123000;;;;;;;
2007;2008;15131110;;;;;10131120;;;;;;;
2007;2008;15131130;;;;;10131150;;;;;;;
2007;2008;15131150;;;;;10131180;;;;;;;
2007;2008;15131170;;;;;10131200;;;;;;;
2007;2008;15131190;;;;;10131300;;;;;;;
2007;2008;15131213;ex;;;;10131430;;;;;;;
2007;2008;15131213;ex;;;;10851100;ex;;;;;;
2007;2008;15131215;ex;;;;10131460;;;;;;;
2007;2008;15131215;ex;;;;10851100;ex;;;;;;
2007;2008;15131223;ex;;;;10131505;;;;;;;
2007;2008;15131223;ex;;;;10851100;ex;;;;;;
2007;2008;15131225;ex;;;;10131515;;;;;;;
2007;2008;15131225;ex;;;;10851100;ex;;;;;;
2007;2008;15131233;ex;;;;10131525;;;;;;;
2007;2008;15131233;ex;;;;10851100;ex;;;;;;
2007;2008;15131235;ex;;;;10131535;;;;;;;
2007;2008;15131235;ex;;;;10851100;ex;;;;;;
2007;2008;15131243;ex;;;;10131545;;;;;;;
2007;2008;15131243;ex;;;;10851100;ex;;;;;;
2007;2008;15131245;ex;;;;10131555;;;;;;;
2007;2008;15131245;ex;;;;10851100;ex;;;;;;
2007;2008;15131253;ex;;;;10131565;;;;;;;
2007;2008;15131253;ex;;;;10851100;ex;;;;;;
2007;2008;15131259;ex;;;;10131575;;;;;;;
2007;2008;15131259;ex;;;;10851100;ex;;;;;;
2007;2008;15131260;ex;;;;10131585;;;;;;;
2007;2008;15131260;ex;;;;10851100;ex;;;;;;
2007;2008;15131270;;;;;10891400;;;;;;;
2007;2008;15131290;ex;;;;10131595;;;;;;;
2007;2008;15131290;ex;;;;10851100;ex;;;;;;
2007;2008;15131300;;;;;10131600;;;;;;;
2007;2008;15139000;;;;;10139100;;;;;;;
2007;2008;15201130;;;;;10201200;;;;;;;
2007;2008;15201190;;;;;10201100;;;;;;;
2007;2008;15201210;;;;;10201330;;;;;;;
2007;2008;15201230;;;;;10201360;;;;;;;
2007;2008;15201250;;;;;10201600;;;;;;;
2007;2008;15201270;;;;;10201400;;;;;;;
2007;2008;15201290;;;;;10201500;;;;;;;
2007;2008;15201310;;;;;10202200;;;;;;;
2007;2008;15201330;;;;;10202100;;;;;;;
2007;2008;15201353;;;;;10202420;;;;;;;
2007;2008;15201355;;;;;10202450;;;;;;;
2007;2008;15201359;;;;;10202480;;;;;;;
2007;2008;15201370;;;;;10202300;;;;;;;
2007;2008;15201411;ex;;;;10202510;;;;;;;
2007;2008;15201411;ex;;;;10851200;ex;;;;;;
2007;2008;15201412;ex;;;;10202520;;;;;;;
2007;2008;15201412;ex;;;;10851200;ex;;;;;;
2007;2008;15201413;ex;;;;10202530;;;;;;;
2007;2008;15201413;ex;;;;10851200;ex;;;;;;
2007;2008;15201414;ex;;;;10202540;;;;;;;
2007;2008;15201414;ex;;;;10851200;ex;;;;;;
2007;2008;15201415;ex;;;;10202550;;;;;;;
2007;2008;15201415;ex;;;;10851200;ex;;;;;;
2007;2008;15201416;ex;;;;10202560;;;;;;;
2007;2008;15201416;ex;;;;10851200;ex;;;;;;
2007;2008;15201417;ex;;;;10202570;;;;;;;
2007;2008;15201417;ex;;;;10851200;ex;;;;;;
2007;2008;15201419;ex;;;;10202580;;;;;;;
2007;2008;15201419;ex;;;;10851200;ex;;;;;;
2007;2008;15201430;ex;;;;10202590;;;;;;;
2007;2008;15201430;ex;;;;10851200;ex;;;;;;
2007;2008;15201451;;;;;10202630;;;;;;;
2007;2008;15201459;;;;;10202660;;;;;;;
2007;2008;15201530;;;;;10203100;;;;;;;
2007;2008;15201553;;;;;10203200;ex;;;;;;
2007;2008;15201559;ex;;;;10203200;ex;;;;;;
2007;2008;15201559;ex;;;;10203300;;;;;;;
2007;2008;15201600;ex;;;;10203400;;;;;;;
2007;2008;15201600;ex;;;;10851200;ex;;;;;;
2007;2008;15201700;;;;;10204100;;;;;;;
2007;2008;15201800;;;;;10204200;;;;;;;
2007;2008;15311100;;;;;10311110;;;;;;;
2007;2008;15311210;;;;;10311200;;;;;;;
2007;2008;15311230;;;;;10311300;;;;;;;
2007;2008;15311250;;;;;10311130;;;;;;;
2007;2008;15311270;;;;;10311430;;;;;;;
2007;2008;15311290;;;;;10311460;;;;;;;
2007;2008;15321013;;;;;10321210;;;;;;;
2007;2008;15321015;;;;;10321220;;;;;;;
2007;2008;15321021;;;;;10321300;ex;;;;;;
2007;2008;15321022;;;;;10321910;;;;;;;
2007;2008;15321023;;;;;10321400;ex;;;;;;
2007;2008;15321024;;;;;10321100;;;;;;;
2007;2008;15321025;;;;;10321500;ex;;;;;;
2007;2008;15321026;;;;;10321600;ex;;;;;;
2007;2008;15321029;;;;;10321920;;;;;;;
2007;2008;15321030;;;;;10321700;ex;;;;;;
2007;2008;15321040;ex;;;;10321230;;;;;;;
2007;2008;15321040;ex;;;;10321300;ex;;;;;;
2007;2008;15321040;ex;;;;10321400;ex;;;;;;
2007;2008;15321040;ex;;;;10321500;ex;;;;;;
2007;2008;15321040;ex;;;;10321600;ex;;;;;;
2007;2008;15321040;ex;;;;10321700;ex;;;;;;
2007;2008;15321040;ex;;;;10321930;;;;;;;
2007;2008;15331100;;;;;10391100;;;;;;;
2007;2008;15331200;;;;;10391200;;;;;;;
2007;2008;15331330;;;;;10391330;;;;;;;
2007;2008;15331350;;;;;10391350;;;;;;;
2007;2008;15331390;;;;;10391390;;;;;;;
2007;2008;15331423;ex;;;;10391710;;;;;;;
2007;2008;15331423;ex;;;;10851300;ex;;;;;;
2007;2008;15331425;;;;;10391721;;;;;;;
2007;2008;15331427;;;;;10391725;;;;;;;
2007;2008;15331430;ex;;;;10391730;;;;;;;
2007;2008;15331430;ex;;;;10851300;ex;;;;;;
2007;2008;15331440;ex;;;;10391740;;;;;;;
2007;2008;15331440;ex;;;;10851300;ex;;;;;;
2007;2008;15331461;ex;;;;10391750;;;;;;;
2007;2008;15331461;ex;;;;10851300;ex;;;;;;
2007;2008;15331462;ex;;;;10391600;;;;;;;
2007;2008;15331462;ex;;;;10851300;ex;;;;;;
2007;2008;15331463;ex;;;;10391500;ex;;;;;;
