"Year","PRODCOM code","CN code"
"2003","24131170","28048000"
"2003","24131190","28049000"
"2003","24131325","28051100"
"2003","24131329","28051990"
"2003","24131330","28051200"
"2003","24131350","28051910"
"2003","24131370","28053010"
"2003","24131370","28053090"
"2003","21231300","48239020"
"2003","24131380","28054010"
"2003","24131380","28054090"
"2003","24131413","28061000"
"2003","24131415","28062000"
"2003","24131433","28070010"
"2003","24131435","28070090"
"2003","24151050","28080000"
"2003","24131453","28091000"
"2003","24131455","28092000"
"2003","24131460","28100010"
"2003","24131460","28100090"
"2003","24131473","28111100"
"2003","24131460","28111910"
"2003","24131460","28111920"
"2003","24131460","28111980"
"2003","24111230","28112100"
"2003","24131475","28112200"
"2003","24131477","28112300"
"2003","24111250","28112910"
"2003","24111270","28112930"
"2003","24111290","28112990"
"2003","24131235","28121011"
"2003","24131235","28121015"
"2003","24131235","28121016"
"2003","24131235","28121018"
"2003","24131237","28121091"
"2003","24131237","28121093"
"2003","24131237","28121094"
"2003","24131237","28121095"
"2003","24131237","28121099"
"2003","24131237","28129000"
"2003","24131250","28131000"
"2003","24131270","28139010"
"2003","24131270","28139090"
"2003","24151075","28141000"
"2003","24151077","28142000"
"2003","24131525","28151100"
"2003","24131527","28151200"
"2003","24131535","28152010"
"2003","24131537","28152090"
"2003","24131550","28153000"
"2003","24131560","28161000"
"2003","24131560","28164000"
"2003","24121130","28170000"
"2003","26821500","28181010"
"2003","26821500","28181090"
"2003","27421200","28182000"
"2003","24131570","28183000"
"2003","24121215","28191000"
"2003","24121219","28199010"
"2003","24121219","28199090"
"2003","24121235","28201000"
"2003","24145250","29334100"
"2003","24121239","28209010"
"2003","24121239","28209090"
"2003","24121313","28211000"
"2003","24121315","28212000"
"2003","24121330","28220000"
"2003","24121150","28230000"
"2003","24121253","28241000"
"2003","24121255","28242000"
"2003","24121257","28249000"
"2003","24131580","28251000"
"2003","24121353","28252000"
"2003","24121355","28253000"
"2003","24121363","28254000"
"2003","24121270","28255000"
"2003","24121365","28256000"
"2003","24121373","28257000"
"2003","24121375","28258000"
"2003","24121390","28259011"
"2003","24121390","28259019"
"2003","24121390","28259020"
"2003","24121390","28259030"
"2003","24121390","28259040"
"2003","24121390","28259050"
"2003","24121390","28259060"
"2003","24121390","28259080"
"2003","24132110","28261100"
"2003","24132110","28261200"
"2003","24132110","28261900"
"2003","24132110","28262000"
"2003","24132110","28263000"
"2003","24132110","28269010"
"2003","24132110","28269090"
"2003","24152020","28271000"
"2003","24132130","28272000"
"2003","24132130","28273100"
"2003","24132130","28273200"
"2003","24132130","28273300"
"2003","24132130","28273400"
"2003","24132130","28273500"
"2003","24132130","28273600"
"2003","24132130","28273980"
"2003","24132130","28273910"
"2003","24145250","29334910"
"2003","24132150","28274100"
"2003","24132150","28274910"
"2003","24132150","28274990"
"2003","24132170","28275100"
"2003","24132170","28275900"
"2003","24132170","28276000"
"2003","24132235","28281000"
"2003","24132239","28289000"
"2003","24132255","28291100"
"2003","24132259","28291900"
"2003","24132259","28299010"
"2003","24132259","28299040"
"2003","24132259","28299080"
"2003","24133113","28301000"
"2003","24133113","28302000"
"2003","24133113","28303000"
"2003","24133113","28309011"
"2003","24133113","28309080"
"2003","24133115","28311000"
"2003","24133115","28319000"
"2003","24133133","28321000"
"2003","24133133","28322000"
"2003","24133135","28323000"
"2003","24133157","28331100"
"2003","24133157","28331900"
"2003","24133157","28332100"
"2003","24133153","28332200"
"2003","24133157","28332300"
"2003","24133157","28332400"
"2003","24133157","28332500"
"2003","24133157","28332600"
"2003","24133155","28332700"
"2003","24133157","28332910"
"2003","24133157","28332930"
"2003","24133157","28332950"
"2003","24133157","28332970"
"2003","24133157","28332990"
"2003","24133173","28333000"
"2003","24133175","28334000"
"2003","24152030","28341000"
"2003","24152050","28342100"
"2003","24133210","28342920"
"2003","24133210","28342930"
"2003","24133210","28342980"
"2003","24133220","28351000"
"2003","24133230","28352200"
"2003","24133250","28352300"
"2003","24133250","28352400"
"2003","24133240","28352510"
"2003","24133240","28352590"
"2003","24133250","28352610"
"2003","24133250","28352690"
"2003","24133260","28352910"
"2003","24133250","28352990"
"2003","24133270","28353100"
"2003","24133250","28353900"
"2003","24152070","28361000"
"2003","24133310","28362000"
"2003","24133320","28363000"
"2003","24133330","28364000"
"2003","24133340","28365000"
"2003","24133350","28366000"
"2003","24133360","28367000"
"2003","24133371","28369100"
"2003","24133373","28369200"
"2003","24133379","28369911"
"2003","24133379","28369918"
"2003","24133379","28369990"
"2003","24135220","28371100"
"2003","24135220","28371900"
"2003","24135220","28372000"
"2003","24135230","28380000"
"2003","24135240","28391100"
"2003","24135240","28391900"
"2003","24135240","28392000"
"2003","24135240","28399000"
"2003","24135250","28401100"
"2003","24135250","28401910"
"2003","24135250","28401990"
"2003","24135250","28402010"
"2003","24135250","28402090"
"2003","24135260","28403000"
"2003","24134110","28411000"
"2003","24134120","28412000"
"2003","24134130","28413000"
"2003","24134130","28415000"
"2003","24134140","28416100"
"2003","24134140","28416900"
"2003","24134150","28417000"
"2003","24134160","28418000"
"2003","24134170","28419010"
"2003","24134170","28419030"
"2003","24134170","28419090"
"2003","24135270","28421000"
"2003","24135290","28429010"
"2003","24135290","28429090"
"2003","24134185","28431010"
"2003","24134185","28431090"
"2003","24134183","28432100"
"2003","24134185","28432900"
"2003","24134185","28433000"
"2003","24134185","28439010"
"2003","24134185","28439090"
"2003","24135100","28451000"
"2003","24135100","28459010"
"2003","24135100","28459090"
"2003","24135500","28461000"
"2003","24135500","28469000"
"2003","24135300","28470000"
"2003","24135430","28480000"
"2003","24135450","28491000"
"2003","24135450","28492000"
"2003","24135450","28499010"
"2003","24135450","28499030"
"2003","24135450","28499050"
"2003","24135450","28499090"
"2003","24135470","28500020"
"2003","24141357","29031910"
"2003","24135470","28500050"
"2003","24135470","28500070"
"2003","24135470","28500090"
"2003","24134250","28510010"
"2003","24111300","28510030"
"2003","24134290","28510050"
"2003","24134290","28510080"
"2003","24141120","29011010"
"2003","24141120","29011090"
"2003","24141130","29012110"
"2003","24141130","29012190"
"2003","24141140","29012210"
"2003","24141140","29012290"
"2003","24141150","29012311"
"2003","24141150","29012319"
"2003","24141150","29012391"
"2003","24141150","29012399"
"2003","24141165","29012411"
"2003","24141165","29012419"
"2003","24141167","29012491"
"2003","24141167","29012499"
"2003","24141190","29012920"
"2003","24141190","29012980"
"2003","24141213","29021100"
"2003","24141215","29021910"
"2003","24141215","29021930"
"2003","24141215","29021990"
"2003","24141223","29022000"
"2003","24141225","29023000"
"2003","24141243","29024100"
"2003","24141247","29024200"
"2003","24141245","29024300"
"2003","24141247","29024400"
"2003","24141250","29025000"
"2003","24141260","29026000"
"2003","24141270","29027000"
"2003","24141280","29029010"
"2003","24141290","29029030"
"2003","24141290","29029050"
"2003","24141290","29029060"
"2003","24141290","29029080"
"2003","24141313","29031100"
"2003","24141315","29031200"
"2003","24141323","29031300"
"2003","24141325","29031400"
"2003","24141353","29031500"
"2003","24141371","29032100"
"2003","24141373","29032200"
"2003","24141375","29032300"
"2003","24145250","29334930"
"2003","24145250","29337200"
"2003","27453055","81129281"
"2003","27453055","81129289"
"2003","27453055","81129980"
"2003","24141379","29032900"
"2003","24141510","29033033"
"2003","24141510","29033035"
"2003","24141510","29033036"
"2003","24141510","29033080"
"2003","24141530","29034100"
"2003","24141530","29034200"
"2003","24141530","29034300"
"2003","24141530","29034410"
"2003","24141530","29034490"
"2003","24141530","29034510"
"2003","24141530","29034515"
"2003","24141530","29034520"
"2003","24141530","29034525"
"2003","24141530","29034530"
"2003","24141530","29034535"
"2003","24141530","29034540"
"2003","24141530","29034545"
"2003","24141530","29034550"
"2003","24141530","29034555"
"2003","24141530","29034590"
"2003","24141530","29034610"
"2003","24141530","29034620"
"2003","24141530","29034690"
"2003","24141530","29034700"
"2003","24141530","29034910"
"2003","24141530","29034920"
"2003","24141530","29034930"
"2003","24141530","29034940"
"2003","24141530","29034980"
"2003","24141553","29035100"
"2003","24141559","29035910"
"2003","24141559","29035930"
"2003","24141559","29035990"
"2003","24141573","29036100"
"2003","24141575","29036200"
"2003","24141579","29036910"
"2003","24141579","29036990"
"2003","24141450","29041000"
"2003","24141470","29042000"
"2003","24141490","29049020"
"2003","24141490","29049040"
"2003","24141490","29049085"
"2003","24142210","29051100"
"2003","24142220","29051200"
"2003","24142230","29051300"
"2003","24142240","29051410"
"2003","24142240","29051490"
"2003","24142250","29051500"
"2003","24142263","29051610"
"2003","24142263","29051620"
"2003","24142263","29051680"
"2003","24142269","29051700"
"2003","24142269","29051900"
"2003","24142273","29052210"
"2003","24142273","29052290"
"2003","24142275","29052910"
"2003","24142275","29052990"
"2003","24142310","29053100"
"2003","24142320","29053200"
"2003","24142339","29053910"
"2003","24142339","29053920"
"2003","24142339","29053930"
"2003","24142339","29053980"
"2003","24142339","29054100"
"2003","24142339","29054200"
"2003","24142339","29054300"
"2003","24142333","29054411"
"2003","24142333","29054419"
"2003","24142333","29054491"
"2003","24142333","29054499"
"2003","24511070","29054500"
"2003","24142339","29054910"
"2003","24142339","29054951"
"2003","24142339","29054959"
"2003","24142339","29054990"
"2003","24142350","29055910"
"2003","24142350","29055100"
"2003","24142350","29055991"
"2003","24142373","29061100"
"2003","24142373","29061200"
"2003","24142373","29061310"
"2003","24142373","29061390"
"2003","24142373","29061400"
"2003","24142373","29061900"
"2003","24142375","29062100"
"2003","24142375","29062900"
"2003","24142415","29071100"
"2003","24142417","29071200"
"2003","24142419","29071300"
"2003","24142419","29071400"
"2003","24142419","29071510"
"2003","24142419","29071590"
"2003","24142419","29071900"
"2003","24142433","29072300"
"2003","24142453","29081000"
"2003","24142455","29082000"
"2003","24142459","29089000"
"2003","24146313","29091100"
"2003","24146319","29091900"
"2003","24146323","29092000"
"2003","24146325","29093010"
"2003","24146325","29093031"
"2003","24146325","29093035"
"2003","24146325","29093038"
"2003","24146325","29093090"
"2003","24146333","29094100"
"2003","24146339","29094200"
"2003","24146339","29094300"
"2003","24146339","29094400"
"2003","24146339","29094911"
"2003","24146339","29094919"
"2003","24146339","29094990"
"2003","24146350","29095010"
"2003","24146350","29095090"
"2003","24146360","29096000"
"2003","24146373","29101000"
"2003","24146375","29102000"
"2003","24146379","29103000"
"2003","24146379","29109000"
"2003","24146380","29110000"
"2003","24146111","29121100"
"2003","24146113","29121200"
"2003","24146115","29121300"
"2003","24146119","29121900"
"2003","24146120","29122100"
"2003","28751257","76151990"
"2003","24146120","29122900"
"2003","24146130","29123000"
"2003","24146143","29124100"
"2003","24146145","29124200"
"2003","24146147","29124900"
"2003","24146150","29125000"
"2003","24146160","29126000"
"2003","24146170","29130000"
"2003","24146211","29141100"
"2003","24146213","29141200"
"2003","24146215","29141300"
"2003","24146219","29141910"
"2003","24146219","29141990"
"2003","24146231","29142100"
"2003","24146233","29142200"
"2003","24146235","29142300"
"2003","24146239","29142900"
"2003","24146231","29143100"
"2003","24146231","29143900"
"2003","24146231","29144010"
"2003","24146231","29144090"
"2003","24146231","29145000"
"2003","24146260","29146100"
"2003","24146260","29146910"
"2003","24146260","29146990"
"2003","24146270","29147010"
"2003","24146270","29147090"
"2003","24143253","29151100"
"2003","24143255","29151200"
"2003","24143255","29151300"
"2003","24143271","29152100"
"2003","24143273","29152200"
"2003","24143275","29152300"
"2003","24143277","29152400"
"2003","24143279","29152900"
"2003","24143215","29153100"
"2003","24143217","29153200"
"2003","24143219","29153300"
"2003","24143219","29153400"
"2003","24143219","29153500"
"2003","24143219","29153910"
"2003","24143219","29153930"
"2003","24143219","29153950"
"2003","24143219","29153990"
"2003","24143220","29154000"
"2003","24143220","29155000"
"2003","24143220","29156011"
"2003","24143220","29156019"
"2003","24143220","29156090"
"2003","24143235","29157015"
"2003","24143237","29157020"
"2003","24143245","29157025"
"2003","24143243","29157030"
"2003","24143247","29157080"
"2003","24143280","29159010"
"2003","24143280","29159020"
"2003","24143280","29159080"
"2003","24143310","29161110"
"2003","24143310","29161190"
"2003","24143320","29161210"
"2003","24143320","29161220"
"2003","24143320","29161290"
"2003","24143330","29161300"
"2003","24143340","29161410"
"2003","24143340","29161490"
"2003","24143350","29161500"
"2003","24143310","29161910"
"2003","24143310","29161930"
"2003","24143310","29161940"
"2003","24143310","29161980"
"2003","24143310","29162000"
"2003","24143363","29163100"
"2003","24143365","29163210"
"2003","24143365","29163290"
"2003","24143367","29163400"
"2003","24143367","29163500"
"2003","24143370","29163900"
"2003","24143383","29171100"
"2003","24143385","29171210"
"2003","24143385","29171290"
"2003","24143383","29171310"
"2003","24143383","29171390"
"2003","24143387","29171400"
"2003","24143383","29171910"
"2003","24143383","29171990"
"2003","24143383","29172000"
"2003","24143413","29173100"
"2003","24143415","29173200"
"2003","24143423","29173300"
"2003","24143425","29173400"
"2003","24143433","29173500"
"2003","24143435","29173600"
"2003","24143443","29173700"
"2003","24143445","29173911"
"2003","24143445","29173919"
"2003","24143445","29173930"
"2003","24143445","29173940"
"2003","24143445","29173950"
"2003","24143445","29173960"
"2003","24143445","29173970"
"2003","24143445","29173980"
"2003","24143475","29181100"
"2003","24143475","29181200"
"2003","24143475","29181300"
"2003","24143473","29181400"
"2003","24143473","29181500"
"2003","24143475","29181600"
"2003","24143475","29181930"
"2003","24143475","29181940"
"2003","24143475","29181980"
"2003","24411030","29182100"
"2003","24411050","29182200"
"2003","24411070","29182310"
"2003","24411070","29182390"
"2003","24143475","29182910"
"2003","24143475","29182930"
"2003","24143475","29182950"
"2003","24143475","29182990"
"2003","24143475","29183000"
"2003","24143475","29189010"
"2003","24143475","29189020"
"2003","24143475","29189030"
"2003","24143475","29189090"
"2003","24145350","29190010"
"2003","24145350","29190090"
"2003","24145375","29201000"
"2003","24145379","29209010"
"2003","24145379","29209020"
"2003","24145379","29209030"
"2003","24145379","29209040"
"2003","24145379","29209050"
"2003","24145379","29209085"
"2003","24144113","29211110"
"2003","24144113","29211190"
"2003","24144115","29211200"
"2003","24144117","29211910"
"2003","24144117","29211930"
"2003","24144117","29211940"
"2003","24144117","29211980"
"2003","24144123","29212100"
"2003","24144125","29212200"
"2003","24144127","29212900"
"2003","24144130","29213010"
"2003","24144130","29213091"
"2003","24144130","29213099"
"2003","24144151","29214100"
"2003","24144153","29214210"
"2003","24144153","29214290"
"2003","24144155","29214300"
"2003","24144157","29214400"
"2003","24144157","29214500"
"2003","24144157","29214910"
"2003","24144157","29214980"
"2003","24144170","29215111"
"2003","24144170","29215119"
"2003","24144170","29215190"
"2003","24144170","29215910"
"2003","24144170","29215920"
"2003","24144170","29215930"
"2003","24144170","29215940"
"2003","24144170","29215990"
"2003","24144233","29221100"
"2003","24144235","29221200"
"2003","24144237","29221310"
"2003","24144237","29221390"
"2003","24144239","29221910"
"2003","24144239","29221920"
"2003","24144239","29221980"
"2003","24144290","29222100"
"2003","24144290","29222200"
"2003","24144290","29222900"
"2003","24144290","29223100"
"2003","24412010","29224100"
"2003","24412020","29224200"
"2003","24144290","29224300"
"2003","24144290","29224910"
"2003","24144290","29224920"
"2003","24144290","29224995"
"2003","24144290","29225000"
"2003","24412030","29231000"
"2003","24412040","29232000"
"2003","24412050","29239000"
"2003","24412060","29241100"
"2003","24144310","29242110"
"2003","24144310","29242190"
"2003","24412070","29242300"
"2003","24412070","29242400"
"2003","24412070","29242910"
"2003","24412070","29242930"
"2003","24144320","29251100"
"2003","24144330","29251910"
"2003","24144330","29251930"
"2003","24144330","29251995"
"2003","24144340","29252000"
"2003","24144350","29261000"
"2003","24144360","29262000"
"2003","24144370","29269020"
"2003","24144370","29269095"
"2003","24144420","29270000"
"2003","24144430","29280010"
"2003","24144430","29280090"
"2003","24144450","29291010"
"2003","24144450","29291090"
"2003","24144490","29299000"
"2003","24145135","29301000"
"2003","24145135","29302000"
"2003","24145135","29303000"
"2003","24145137","29304010"
"2003","24145137","29304090"
"2003","24145139","29309012"
"2003","24145139","29309014"
"2003","24145139","29309016"
"2003","24145139","29309020"
"2003","24145139","29309030"
"2003","24145139","29309040"
"2003","24145139","29309050"
"2003","24145139","29309070"
"2003","24145150","29310010"
"2003","24145150","29310020"
"2003","24145150","29310030"
"2003","24145150","29310095"
"2003","24145210","29321100"
"2003","24145210","29321200"
"2003","24145210","29321300"
"2003","24145210","29321900"
"2003","24145210","29322100"
"2003","24413110","29322910"
"2003","24413110","29322920"
"2003","24413110","29322930"
"2003","24413110","29322940"
"2003","24413110","29322950"
"2003","24413110","29322980"
"2003","24145210","29329100"
"2003","24145210","29329200"
"2003","24145210","29329300"
"2003","24145210","29329400"
"2003","24145210","29329910"
"2003","24145210","29329950"
"2003","24145210","29329970"
"2003","24145210","29329500"
"2003","24413120","29331110"
"2003","24413120","29331190"
"2003","24413130","29331910"
"2003","24413130","29331990"
"2003","24413140","29332100"
"2003","24145230","29332910"
"2003","24145230","29332990"
"2003","24145250","29333940"
"2003","24145250","29333945"
"2003","24145250","29339910"
"2003","24145250","29333955"
"2003","24145250","29333100"
"2003","24145250","29334990"
"2003","31103250","85023190"
"2003","32302075","85281294"
"2003","24145250","29337900"
"2003","24145250","29339110"
"2003","24145250","29339190"
"2003","24145250","29333950"
"2003","24413155","29335200"
"2003","24413155","29335310"
"2003","24413159","29335910"
"2003","24413159","29335920"
"2003","24413159","29335995"
"2003","24145260","29336100"
"2003","24413170","29336910"
"2003","24413170","29336920"
"2003","24413170","29336930"
"2003","24413170","29336980"
"2003","24145270","29337100"
"2003","24145250","29333935"
"2003","24145250","29333925"
"2003","24145250","29333920"
"2003","24145250","29333910"
"2003","24145250","29333300"
"2003","24145250","29333200"
"2003","24145250","29333999"
"2003","24145290","29342020"
"2003","24145290","29349930"
"2003","24145290","29342080"
"2003","24413180","29343010"
"2003","24413180","29343090"
"2003","24145290","29341000"
"2003","24145290","29349940"
"2003","24145290","29349950"
"2003","24145290","29349100"
"2003","24145290","29349910"
"2003","24145290","29349920"
"2003","24413200","29350010"
"2003","24413200","29350020"
"2003","24413200","29350090"
"2003","24415110","29361000"
"2003","24415123","29362100"
"2003","24415125","29362200"
"2003","24415133","29362300"
"2003","24415135","29362400"
"2003","24415143","29362500"
"2003","24415145","29362600"
"2003","24415153","29362700"
"2003","24415155","29362800"
"2003","24415159","29362910"
"2003","24415159","29362930"
"2003","24415159","29362990"
"2003","24415190","29369011"
"2003","24415190","29369019"
"2003","24415190","29369090"
"2003","24415250","29371200"
"2003","24415270","29372300"
"2003","24415313","29381000"
"2003","24415315","29389010"
"2003","24415315","29389030"
"2003","24415315","29389090"
"2003","24415323","29391100"
"2003","24415325","29392110"
"2003","24415325","29392190"
"2003","24415329","29392900"
"2003","24415330","29393000"
"2003","24415340","29394100"
"2003","24415340","29394200"
"2003","24415340","29394900"
"2003","24415350","29395100"
"2003","24415360","29396100"
"2003","24415360","29396200"
"2003","24415360","29396300"
"2003","24415360","29396900"
"2003","24414000","29400010"
"2003","24414000","29400090"
"2003","24415430","29411010"
"2003","24415430","29411020"
"2003","24415430","29411090"
"2003","24415440","29412030"
"2003","24415440","29412080"
"2003","24415450","29413000"
"2003","24415460","29414000"
"2003","24415470","29415000"
"2003","24415490","29419000"
"2003","24146430","29420000"
"2003","24416010","30011010"
"2003","24416010","30011090"
"2003","24416020","30012010"
"2003","24416020","30012090"
"2003","24416030","30019010"
"2003","24416030","30019091"
"2003","24416030","30019099"
"2003","24422120","30021010"
"2003","24422120","30021091"
"2003","24422120","30021095"
"2003","24422120","30021099"
"2003","24422140","30022000"
"2003","24422160","30023000"
"2003","24416050","30029010"
"2003","24416050","30029030"
"2003","24416050","30029050"
"2003","24416050","30029090"
"2003","24421130","30031000"
"2003","24421150","30032000"
"2003","24421230","30033100"
"2003","24421250","30033900"
"2003","24421310","30034000"
"2003","24421320","30039010"
"2003","24421320","30039090"
"2003","24421160","30041010"
"2003","24421160","30041090"
"2003","24421180","30042010"
"2003","24421180","30042090"
"2003","24421260","30043110"
"2003","24421260","30043190"
"2003","24421340","30044010"
"2003","24421340","30044090"
"2003","24421360","30045010"
"2003","24421360","30045090"
"2003","24421380","30049011"
"2003","24421380","30049019"
"2003","24421380","30049091"
"2003","24421380","30049099"
"2003","24422410","30051000"
"2003","24422430","30059010"
"2003","24422430","30059031"
"2003","24422430","30059051"
"2003","24422430","30059055"
"2003","24422430","30059099"
"2003","24422450","30061010"
"2003","24422450","30061090"
"2003","24422320","30062000"
"2003","24422340","30063000"
"2003","24422360","30064000"
"2003","24422470","30065000"
"2003","24422200","30066011"
"2003","24422200","30066019"
"2003","24422200","30066090"
"2003","24156000","31010000"
"2003","24153013","31021010"
"2003","24153019","31021090"
"2003","24153023","31022100"
"2003","24153029","31022900"
"2003","24153030","31023010"
"2003","24153030","31023090"
"2003","24153043","31024010"
"2003","24153045","31024090"
"2003","24157050","31025010"
"2003","24157070","31025090"
"2003","24153060","31026000"
"2003","24153070","31027000"
"2003","24153080","31028000"
"2003","24153090","31029000"
"2003","24154035","31031010"
"2003","24154035","31031090"
"2003","24154037","31032000"
"2003","24154039","31039000"
"2003","14301150","31041000"
"2003","24155030","31042010"
"2003","24155030","31042050"
"2003","24155030","31042090"
"2003","24155050","31043000"
"2003","24155070","31049000"
"2003","24158010","31051000"
"2003","24158023","31052010"
"2003","24158025","31052090"
"2003","24158030","31053000"
"2003","24158040","31054000"
"2003","24158053","31055100"
"2003","24158059","31055900"
"2003","24158063","31056010"
"2003","24158069","31056090"
"2003","24158090","31059010"
"2003","24158090","31059091"
"2003","24158090","31059099"
"2003","24122250","32011000"
"2003","24122250","32012000"
"2003","24122250","32019020"
"2003","24122250","32019090"
"2003","24122330","32021000"
"2003","24122350","32029000"
"2003","24122270","32030011"
"2003","24122270","32030019"
"2003","24122270","32030090"
"2003","24122110","32041100"
"2003","24122120","32041200"
"2003","24122130","32041300"
"2003","24122140","32041400"
"2003","24122150","32041500"
"2003","24122150","32041600"
"2003","24122150","32041700"
"2003","24122150","32041900"
"2003","24122160","32042000"
"2003","24122150","32049000"
"2003","24122170","32050000"
"2003","24122415","32061100"
"2003","24122419","32061900"
"2003","24122430","32062000"
"2003","24122450","32063000"
"2003","24122470","32064100"
"2003","24122470","32064200"
"2003","24122470","32064300"
"2003","24122470","32064910"
"2003","24122470","32064990"
"2003","24122470","32065000"
"2003","24302130","32071000"
"2003","24302150","32072010"
"2003","24302150","32072090"
"2003","24302170","32073000"
"2003","24302170","32074010"
"2003","24302170","32074020"
"2003","24302170","32074030"
"2003","24302170","32074080"
"2003","24301225","32081010"
"2003","24301229","32081090"
"2003","24301230","32082010"
"2003","24301250","32082090"
"2003","24301270","32089011"
"2003","24301270","32089013"
"2003","24301270","32089019"
"2003","24301290","32089091"
"2003","24301290","32089099"
"2003","24301150","32091000"
"2003","24301170","32099000"
"2003","24302213","32100010"
"2003","24302215","32100090"
"2003","24302220","32110000"
"2003","24302230","32121010"
"2003","24302230","32121090"
"2003","24302243","32129010"
"2003","24302245","32129031"
"2003","24302245","32129039"
"2003","24302245","32129090"
"2003","24302350","32131000"
"2003","24302370","32139000"
"2003","24302253","32141010"
"2003","24302255","32141090"
"2003","24302260","32149000"
"2003","24302450","32151100"
"2003","24302470","32151900"
"2003","24662000","32159010"
"2003","24662000","32159080"
"2003","24631020","33011110"
"2003","24631020","33011190"
"2003","24631020","33011210"
"2003","24631020","33011290"
"2003","24631020","33011310"
"2003","24631020","33011390"
"2003","24631020","33011410"
"2003","24631020","33011490"
"2003","24631020","33011910"
"2003","24631020","33011990"
"2003","24631020","33012110"
"2003","24631020","33012190"
"2003","24631020","33012210"
"2003","24631020","33012290"
"2003","24631020","33012310"
"2003","24631020","33012390"
"2003","24631020","33012410"
"2003","24631020","33012490"
"2003","24631020","33012510"
"2003","24631020","33012590"
"2003","24631020","33012610"
"2003","24631020","33012690"
"2003","24631020","33012911"
"2003","24631020","33012931"
"2003","24631020","33012961"
"2003","24631020","33012991"
"2003","24631030","33013000"
"2003","24631050","33019010"
"2003","24631050","33019021"
"2003","24631050","33019030"
"2003","24631050","33019090"
"2003","24631075","33021010"
"2003","24631075","33021021"
"2003","24631075","33021029"
"2003","24631075","33021040"
"2003","24631075","33021090"
"2003","24631079","33029010"
"2003","24631079","33029090"
"2003","24521150","33030010"
"2003","24521170","33030090"
"2003","24521250","33041000"
"2003","24521270","33042000"
"2003","24521300","33043000"
"2003","24521400","33049100"
"2003","24521500","33049900"
"2003","24521630","33051000"
"2003","24521650","33052000"
"2003","24521670","33053000"
"2003","24521700","33059010"
"2003","24521700","33059090"
"2003","24521850","33061000"
"2003","24521890","33062000"
"2003","24521890","33069000"
"2003","24521930","33071000"
"2003","24521950","33072000"
"2003","24521970","33073000"
"2003","24514100","33074100"
"2003","24514100","33074900"
"2003","24521990","33079000"
"2003","24513120","34011100"
"2003","24513150","34011900"
"2003","24513173","34012010"
"2003","24513179","34012090"
"2003","24512020","34021110"
"2003","24512020","34021190"
"2003","24512030","34021200"
"2003","24512050","34021300"
"2003","24512090","34021900"
"2003","24513250","34022090"
"2003","24513260","34029010"
"2003","24513270","34029090"
"2003","24663155","34031100"
"2003","24663157","34031910"
"2003","24663157","34031991"
"2003","24663157","34031999"
"2003","24663175","34039100"
"2003","24663179","34039910"
"2003","24663179","34039990"
"2003","24514250","34041000"
"2003","24514270","34042000"
"2003","24514290","34049010"
"2003","24514290","34049090"
"2003","24514330","34051000"
"2003","24514350","34052000"
"2003","24514370","34053000"
"2003","24514400","34054000"
"2003","24514383","34059010"
"2003","24514389","34059090"
"2003","36637500","34060011"
"2003","36637500","34060019"
"2003","36637500","34060090"
"2003","24664230","34070000"
"2003","15515300","35011010"
"2003","15515300","35011050"
"2003","15515300","35011090"
"2003","24621013","35019010"
"2003","24621015","35019090"
"2003","15891250","35021110"
"2003","15891250","35021190"
"2003","15891250","35021910"
"2003","15891250","35021990"
"2003","24621020","35022010"
"2003","24621020","35022091"
"2003","24621020","35022099"
"2003","24621020","35029020"
"2003","24621020","35029070"
"2003","24621020","35029090"
"2003","24621030","35030010"
"2003","24621050","35030080"
"2003","24664100","35040000"
"2003","15622270","35051010"
"2003","15622270","35051050"
"2003","15622270","35051090"
"2003","24621060","35052010"
"2003","24621060","35052030"
"2003","24621060","35052050"
"2003","24621060","35052090"
"2003","24621095","35061000"
"2003","24621095","35069100"
"2003","24621095","35069900"
"2003","24146450","35071000"
"2003","24146470","35079010"
"2003","24146470","35079020"
"2003","24146470","35079090"
"2003","24611130","36010000"
"2003","24611150","36020000"
"2003","24611250","36030010"
"2003","24611270","36030090"
"2003","24611300","36041000"
"2003","24611400","36049000"
"2003","36636300","36050000"
"2003","36636400","36061000"
"2003","36636210","36069010"
"2003","36636210","36069090"
"2003","24641130","37011010"
"2003","24641130","37011090"
"2003","24641130","37012000"
"2003","24641130","37013000"
"2003","24641130","37019100"
"2003","24641130","37019900"
"2003","24641150","37021000"
"2003","24641150","37022000"
"2003","24641150","37023110"
"2003","24641150","37023191"
"2003","24641150","37023199"
"2003","24641150","37023211"
"2003","24641150","37023219"
"2003","24641150","37023231"
"2003","24641150","37023251"
"2003","24641150","37023290"
"2003","24641150","37023900"
"2003","24641150","37024100"
"2003","24641150","37024200"
"2003","24641150","37024300"
"2003","24641150","37024400"
"2003","24641150","37025100"
"2003","24641150","37025210"
"2003","24641150","37025290"
"2003","24641150","37025300"
"2003","24641150","37025410"
"2003","24641150","37025490"
"2003","24641150","37025500"
"2003","24641150","37025610"
"2003","24641150","37025690"
"2003","24641150","37029120"
"2003","24641150","37029180"
"2003","24641150","37029310"
"2003","24641150","37029390"
"2003","24641150","37029410"
"2003","24641150","37029490"
"2003","24641150","37029500"
"2003","24641170","37031000"
"2003","24641170","37032010"
"2003","24641170","37032090"
"2003","24641170","37039010"
"2003","24641170","37039090"
"2003","24641200","37071000"
