"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"524814","7","730439200080","730439200010","7304 39 20",," - - - - With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", with attached fittings, for gases or liquids, for civil aircraft (excl. cast iron products)","-"
"524815","7","730439300010","730439200010",,," - - - - Other",,
"524816","8","730439300080","730439300010","7304 39 30",," - - - - - Of an external diameter exceeding 421 mm and of a wall-thickness exceeding 10,5 mm","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron (excl. cast iron) or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", of an external diameter of > 421 mm and a wall-thickness of > 10,5 mm (excl. line pipe of a kind used for oil or gas pipelines and casing and tubing of a kind used for drilling for oil or gas)","-"
"524817","8","730439510010","730439300010",,," - - - - - Other",,
"524818","9","730439510020","730439510010",,," - - - - - - Threaded or threadable tubes (gas pipe)",,
"524819","10","730439510080","730439510020","7304 39 51",," - - - - - - - Plated or coated with zinc","Threaded or threadable tubes, seamless, of iron or non-alloy steel, plated or coated with zinc (excl. cast iron products)","-"
"524820","10","730439590080","730439510020","7304 39 59",," - - - - - - - Other","Threaded or threadable tubes, seamless, of iron or non-alloy steel (excl. cast iron products and products plated or coated with zinc)","-"
"524821","9","730439910010","730439510010",,," - - - - - - Other, of an external diameter",,
"524822","10","730439910080","730439910010","7304 39 91",," - - - - - - - Not exceeding 168,3 mm","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", of an external diameter of <= 168,3 mm (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas and tubes, pipes and hollow profiles of heading 7304.39.10 to 7304.39.59)","-"
"524823","10","730439930080","730439910010","7304 39 93",," - - - - - - - Exceeding 168,3 mm, but not exceeding 406,4 mm","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", of an external diameter of > 168,3 mm but <= 406,4 mm (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas and tubes, pipes and hollow profiles of heading 7304.39.10 to 7304.39.59)","-"
"524824","10","730439990080","730439910010","7304 39 99",," - - - - - - - Exceeding 406,4 mm","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", of an external diameter of > 406,4 mm (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas and tubes, pipes and hollow profiles of heading 7304.39.10 to 7304.39.59)","-"
"524825","4","730441000010","730400000080",,"7304"," -  Other, of circular cross-section, of stainless steel",,
"524826","5","730441000080","730441000010","7304 41",," - - Cold-drawn or cold-rolled (cold-reduced)","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)",
"524827","6","730441100080","730441000080","7304 41 10","7304 41"," - - - With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"", with attached fittings, for gases or liquids, for civil aircraft","-"
"524828","6","730441900080","730441000080","7304 41 90","7304 41"," - - - Other","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines or of a kind used for drilling for oil or gas and pipes with attached fittings, for gases or liquids, for civil aircraft)","-"
"524829","5","730449000080","730441000010","7304 49",," - - Other","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines or of a kind used for drilling for oil or gas)",
"524830","6","730449100080","730449000080","7304 49 10","7304 49"," - - - Unworked, straight and of uniform wall-thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, not cold-drawn or cold-rolled ""cold-reduced"", unworked, straight and of uniform wall-thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses","-"
"524831","6","730449300010","730449000080",,"7304 49"," - - - Other",,
"524832","7","730449300080","730449300010","7304 49 30",," - - - - With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft","Tubes and pipes of circular cross-section, of stainless steel, not cold-drawn or cold-rolled, seamless, with attached fittings, for gases or liquids, for civil aircraft","-"
"524833","7","730449910010","730449300010",,," - - - - Other",,
"524834","8","730449910080","730449910010","7304 49 91",," - - - - - Of an external diameter not exceeding 406,4 mm","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", of an external diameter of <= 406,4 mm (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas and tubes, pipes and hollow profiles of heading 7304.49.10 to 7304.49.30)","-"
"524835","8","730449990080","730449910010","7304 49 99",," - - - - - Of an external diameter exceeding 406,4 mm","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", of an external diameter of > 406,4 mm (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas and tubes, pipes and hollow profiles of heading 7304.49.10 to 7304.49.30)","-"
"524836","4","730451000010","730400000080",,"7304"," -  Other, of circular cross-section, of other alloy steel",,
"524837","5","730451000080","730451000010","7304 51",," - - Cold-drawn or cold-rolled (cold-reduced)","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)",
"524838","6","730451110010","730451000080",,"7304 51"," - - - Straight and of uniform wall-thickness, of alloy steel containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum, of a length",,
"524839","7","730451110080","730451110010","7304 51 11",," - - - - Not exceeding 4,5 m","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"", straight and of uniform wall-thickness, containing by weight >= 0,9% but <= 1,15% carbon and >= 0,5% but <= 2% chrome, whether or not containing by weight <= 0,5% molybdenum, of a length of <= 4,5 m (excl. tubes, pipes and hollow profiles of heading 7304.10 and 7304.20)","-"
"524840","7","730451190080","730451110010","7304 51 19",," - - - - Exceeding 4,5 m","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"", straight and of uniform wall-thickness, containing by weight >= 0,9% but <= 1,15% carbon and >= 0,5% but <= 2% chrome, whether or not containing by weight <= 0,5% molybdenum, of a length of > 4,5 m (excl. tubes, pipes and hollow profiles of heading 7304.10 and 7304.20)","-"
"524841","6","730451300010","730451000080",,"7304 51"," - - - Other",,
"524842","7","730451300080","730451300010","7304 51 30",," - - - - With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"", with attached fittings, for gases or liquids, for civil aircraft (excl. tubes, pipes and hollow profiles of heading 7304.51.11 and 7304.51.19)","-"
"524843","7","730451910010","730451300010",,," - - - - Other",,
"524844","8","730451910080","730451910010","7304 51 91",," - - - - - Precision tubes","Steel precision tubes, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"", with attached fittings, for gases or liquids, for civil aircraft (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil and tubes, pipes and hollow profiles of heading 7304.51.11 to 7304.51.30)","-"
"524845","8","730451990080","730451910010","7304 51 99",," - - - - - Other","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil, precision tubes, and tubes, pipes and hollow profiles of heading 7304.51.11 to 7304.51.30)","-"
"524846","5","730459000080","730451000010","7304 59",," - - Other","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)",
