cn2003	notpc	hs6plus
"27090010"	0	"270900"
"27090090"	0	"270900"
"27101111"	0	"898"
"27101115"	0	"898"
"27101121"	0	"898"
"27101125"	0	"898"
"27101131"	0	"898"
"27101141"	0	"898"
"27101145"	0	"898"
"27101149"	0	"898"
"27101151"	0	"898"
"27101159"	0	"898"
"27101170"	0	"898"
"27101190"	0	"898"
"27101911"	0	"898"
"27101915"	0	"898"
"27101921"	0	"898"
"27101925"	0	"898"
"27101929"	0	"898"
"27101931"	0	"898"
"27101935"	0	"898"
"27101941"	0	"898"
"27101945"	0	"898"
"27101949"	0	"898"
"27101951"	0	"898"
"27101955"	0	"898"
"27101961"	0	"898"
"27101963"	0	"898"
"27101965"	0	"898"
"27101969"	0	"898"
"27101971"	0	"898"
"27101975"	0	"898"
"27101981"	0	"898"
"27101983"	0	"898"
"27101985"	0	"898"
"27101987"	0	"898"
"27101991"	0	"898"
"27101993"	0	"898"
"27101999"	0	"898"
"27109100"	1	""
"27109900"	1	""
"27111100"	0	"1"
"27111211"	0	"898"
"27111219"	0	"898"
"27111291"	0	"898"
"27111293"	0	"898"
"27111294"	0	"898"
"27111297"	0	"898"
"27111310"	0	"898"
"27111330"	0	"898"
"27111391"	0	"898"
"27111397"	0	"898"
"27111400"	0	"172"
"27111900"	0	"172"
"27112100"	0	"1"
"27112900"	0	"172"
"27121010"	0	"173"
"27121090"	0	"173"
"27122010"	0	"173"
"27122090"	0	"173"
"27129011"	0	"173"
"27129019"	0	"173"
"27129031"	0	"173"
"27129033"	0	"173"
"27129039"	0	"173"
"27129091"	0	"173"
"27129099"	0	"173"
"27131100"	0	"174"
"27131200"	0	"174"
"27132000"	0	"271320"
"27139010"	0	"271390"
"27139090"	0	"271390"
"27141000"	0	"271410"
"27149000"	0	"271490"
"27150000"	0	"271500"
"27160000"	0	"271600"
"28011000"	0	"280110"
"28012000"	0	"280120"
"28013010"	0	"280130"
"28013090"	0	"280130"
"28020000"	0	"280200"
"28030010"	0	"280300"
"28030080"	0	"280300"
"28041000"	0	"280410"
"28042100"	0	"280421"
"28042910"	0	"280429"
"28042990"	0	"280429"
"28043000"	0	"280430"
"28044000"	0	"280440"
"28045010"	0	"280450"
"28045090"	0	"280450"
"28046100"	0	"280461"
"28046900"	0	"280469"
"28047000"	0	"280470"
"28048000"	0	"280480"
"28049000"	0	"280490"
"28051100"	0	"280511"
"28051200"	0	"280512"
"28051910"	0	"280519"
"28051990"	0	"280519"
"28053010"	0	"280530"
"28053090"	0	"280530"
"28054010"	0	"280540"
"28054090"	0	"280540"
"28061000"	0	"280610"
"28062000"	0	"280620"
"28070010"	0	"280700"
"28070090"	0	"280700"
"28080000"	0	"280800"
"28091000"	0	"280910"
"28092000"	0	"280920"
"28100010"	0	"178"
"28100090"	0	"178"
"28111100"	0	"281111"
"28111910"	0	"178"
"28111920"	0	"178"
"28111980"	0	"178"
"28112100"	0	"281121"
"28112200"	0	"281122"
"28112300"	0	"281123"
"28112910"	0	"281129"
"28112930"	0	"281129"
"28112990"	0	"281129"
"28121011"	0	"899"
"28121015"	0	"899"
"28121016"	0	"899"
"28121018"	0	"899"
"28121091"	0	"899"
"28121093"	0	"899"
"28121094"	0	"899"
"28121095"	0	"899"
"28121099"	0	"899"
"28129000"	0	"899"
"28131000"	0	"281310"
"28139010"	0	"281390"
"28139090"	0	"281390"
"28141000"	0	"281410"
"28142000"	0	"281420"
"28151100"	0	"281511"
"28151200"	0	"281512"
"28152010"	0	"281520"
"28152090"	0	"281520"
"28153000"	0	"281530"
"28161000"	0	"179"
"28164000"	0	"179"
"28170000"	0	"281700"
"28181010"	0	"281810"
"28181090"	0	"281810"
"28182000"	0	"281820"
"28183000"	0	"281830"
"28191000"	0	"281910"
"28199010"	0	"281990"
"28199090"	0	"281990"
"28201000"	0	"282010"
"28209010"	0	"282090"
"28209090"	0	"282090"
"28211000"	0	"282110"
"28212000"	0	"282120"
"28220000"	0	"282200"
"28230000"	0	"282300"
"28241000"	0	"282410"
"28242000"	0	"282420"
"28249000"	0	"282490"
"28251000"	0	"282510"
"28252000"	0	"282520"
"28253000"	0	"282530"
"28254000"	0	"282540"
"28255000"	0	"282550"
"28256000"	0	"282560"
"28257000"	0	"282570"
"28258000"	0	"282580"
"28259011"	0	"282590"
"28259019"	0	"282590"
"28259020"	0	"282590"
"28259030"	0	"282590"
"28259040"	0	"282590"
"28259050"	0	"282590"
"28259060"	0	"282590"
"28259080"	0	"282590"
"28261100"	0	"180"
"28261200"	0	"180"
"28261900"	0	"180"
"28262000"	0	"180"
"28263000"	0	"180"
"28269010"	0	"180"
"28269090"	0	"180"
"28271000"	0	"282710"
"28272000"	0	"181"
"28273100"	0	"181"
"28273200"	0	"181"
"28273300"	0	"181"
"28273400"	0	"181"
"28273500"	0	"181"
"28273600"	0	"181"
"28273910"	0	"181"
"28273980"	0	"181"
"28274100"	0	"182"
"28274910"	0	"182"
"28274990"	0	"182"
"28275100"	0	"183"
"28275900"	0	"183"
"28276000"	0	"183"
"28281000"	0	"282810"
"28289000"	0	"282890"
"28291100"	0	"282911"
"28291900"	0	"184"
"28299010"	0	"184"
"28299040"	0	"184"
"28299080"	0	"184"
"28301000"	0	"185"
"28302000"	0	"185"
"28303000"	0	"185"
"28309011"	0	"185"
"28309080"	0	"185"
"28311000"	0	"186"
"28319000"	0	"186"
"28321000"	0	"187"
"28322000"	0	"187"
"28323000"	0	"283230"
"28331100"	0	"188"
"28331900"	0	"188"
"28332100"	0	"188"
"28332200"	0	"283322"
"28332300"	0	"188"
"28332400"	0	"188"
"28332500"	0	"188"
"28332600"	0	"188"
"28332700"	0	"283327"
"28332910"	0	"188"
"28332930"	0	"188"
"28332950"	0	"188"
"28332970"	0	"188"
"28332990"	0	"188"
"28333000"	0	"283330"
"28334000"	0	"283340"
"28341000"	0	"283410"
"28342100"	0	"283421"
"28342920"	0	"283429"
"28342930"	0	"283429"
"28342980"	0	"283429"
"28351000"	0	"283510"
"28352200"	0	"283522"
"28352300"	0	"900"
"28352400"	0	"900"
"28352510"	0	"283525"
"28352590"	0	"283525"
"28352610"	0	"900"
"28352690"	0	"900"
"28352910"	0	"900"
"28352990"	0	"900"
"28353100"	0	"283531"
"28353900"	0	"900"
"28361000"	0	"283610"
"28362000"	0	"283620"
"28363000"	0	"283630"
"28364000"	0	"283640"
"28365000"	0	"283650"
"28366000"	0	"283660"
"28367000"	0	"283670"
"28369100"	0	"283691"
"28369200"	0	"283692"
"28369911"	0	"283699"
"28369918"	0	"283699"
"28369990"	0	"283699"
"28371100"	0	"193"
"28371900"	0	"193"
"28372000"	0	"193"
"28380000"	0	"283800"
"28391100"	0	"194"
"28391900"	0	"194"
"28392000"	0	"194"
"28399000"	0	"194"
"28401100"	0	"195"
"28401910"	0	"195"
"28401990"	0	"195"
"28402010"	0	"195"
"28402090"	0	"195"
"28403000"	0	"284030"
"28411000"	0	"284110"
"28412000"	0	"284120"
"28413000"	0	"189"
"28415000"	0	"189"
"28416100"	0	"190"
"28416900"	0	"190"
"28417000"	0	"284170"
"28418000"	0	"284180"
"28419010"	0	"284190"
"28419030"	0	"284190"
"28419090"	0	"284190"
"28421000"	0	"284210"
"28429010"	0	"284290"
"28429090"	0	"284290"
"28431010"	0	"191"
"28431090"	0	"191"
"28432100"	0	"284321"
"28432900"	0	"191"
"28433000"	0	"191"
"28439010"	0	"191"
"28439090"	0	"191"
"28441010"	1	""
"28441030"	1	""
"28441050"	1	""
"28441090"	1	""
"28442025"	1	""
"28442035"	1	""
"28442051"	1	""
"28442059"	1	""
"28442099"	1	""
"28443011"	1	""
"28443019"	1	""
"28443051"	1	""
"28443055"	1	""
"28443061"	1	""
"28443069"	1	""
"28443091"	1	""
"28443099"	1	""
"28444010"	1	""
"28444020"	1	""
"28444030"	1	""
"28444080"	1	""
"28445000"	1	""
"28451000"	0	"192"
"28459010"	0	"192"
"28459090"	0	"192"
"28461000"	0	"197"
"28469000"	0	"197"
"28470000"	0	"284700"
"28480000"	0	"284800"
"28491000"	0	"196"
"28492000"	0	"196"
"28499010"	0	"196"
"28499030"	0	"196"
"28499050"	0	"196"
"28499090"	0	"196"
"28500020"	0	"285000"
"28500050"	0	"285000"
"28500070"	0	"285000"
"28500090"	0	"285000"
"28510010"	0	"285100"
"28510030"	0	"285100"
"28510050"	0	"285100"
"28510080"	0	"285100"
"29011010"	0	"290110"
"29011090"	0	"290110"
"29012110"	0	"290121"
"29012190"	0	"290121"
"29012210"	0	"290122"
"29012290"	0	"290122"
"29012311"	0	"290123"
"29012319"	0	"290123"
"29012391"	0	"290123"
"29012399"	0	"290123"
"29012411"	0	"290124"
"29012419"	0	"290124"
"29012491"	0	"290124"
"29012499"	0	"290124"
"29012920"	0	"290129"
"29012980"	0	"290129"
"29021100"	0	"290211"
"29021910"	0	"290219"
"29021930"	0	"290219"
"29021990"	0	"290219"
"29022000"	0	"290220"
"29023000"	0	"290230"
"29024100"	0	"290241"
"29024200"	0	"198"
"29024300"	0	"290243"
"29024400"	0	"198"
"29025000"	0	"290250"
"29026000"	0	"290260"
"29027000"	0	"290270"
"29029010"	0	"290290"
"29029030"	0	"290290"
"29029050"	0	"290290"
"29029060"	0	"290290"
"29029080"	0	"290290"
"29031100"	0	"290311"
"29031200"	0	"290312"
"29031300"	0	"290313"
"29031400"	0	"290314"
"29031500"	0	"290315"
"29031910"	0	"290319"
"29031980"	0	"290319"
"29032100"	0	"290321"
"29032200"	0	"290322"
"29032300"	0	"290323"
"29032900"	0	"290329"
"29033033"	0	"290330"
"29033035"	0	"290330"
"29033036"	0	"290330"
"29033080"	0	"290330"
"29034100"	0	"199"
"29034200"	0	"199"
"29034300"	0	"199"
"29034410"	0	"199"
"29034490"	0	"199"
"29034510"	0	"199"
"29034515"	0	"199"
"29034520"	0	"199"
"29034525"	0	"199"
"29034530"	0	"199"
"29034535"	0	"199"
"29034540"	0	"199"
"29034545"	0	"199"
"29034550"	0	"199"
"29034555"	0	"199"
"29034590"	0	"199"
"29034610"	0	"199"
"29034620"	0	"199"
"29034690"	0	"199"
"29034700"	0	"199"
"29034910"	0	"199"
"29034920"	0	"199"
"29034930"	0	"199"
"29034940"	0	"199"
"29034980"	0	"199"
"29035100"	0	"290351"
"29035910"	0	"290359"
"29035930"	0	"290359"
"29035990"	0	"290359"
"29036100"	0	"290361"
"29036200"	0	"290362"
"29036910"	0	"290369"
"29036990"	0	"290369"
"29041000"	0	"290410"
"29042000"	0	"290420"
"29049020"	0	"290490"
"29049040"	0	"290490"
"29049085"	0	"290490"
"29051100"	0	"290511"
"29051200"	0	"290512"
"29051300"	0	"290513"
"29051410"	0	"290514"
"29051490"	0	"290514"
"29051500"	0	"290515"
"29051610"	0	"290516"
"29051620"	0	"290516"
"29051680"	0	"290516"
"29051700"	0	"200"
"29051900"	0	"200"
"29052210"	0	"290522"
"29052290"	0	"290522"
"29052910"	0	"290529"
"29052990"	0	"290529"
"29053100"	0	"290531"
"29053200"	0	"290532"
"29053910"	0	"201"
"29053920"	0	"201"
"29053930"	0	"201"
"29053980"	0	"201"
"29054100"	0	"201"
"29054200"	0	"201"
"29054300"	0	"201"
"29054411"	0	"290544"
"29054419"	0	"290544"
"29054491"	0	"290544"
"29054499"	0	"290544"
"29054500"	0	"290545"
"29054910"	0	"201"
"29054951"	0	"201"
"29054959"	0	"201"
"29054990"	0	"201"
"29055100"	0	"202"
"29055910"	0	"202"
"29055991"	0	"202"
"29055999"	0	"202"
"29061100"	0	"203"
"29061200"	0	"203"
"29061310"	0	"203"
"29061390"	0	"203"
"29061400"	0	"203"
"29061900"	0	"203"
"29062100"	0	"204"
"29062900"	0	"204"
"29071100"	0	"290711"
"29071200"	0	"290712"
"29071300"	0	"205"
"29071400"	0	"205"
"29071510"	0	"205"
"29071590"	0	"205"
"29071900"	0	"205"
"29072100"	0	"206"
"29072210"	0	"206"
"29072290"	0	"206"
"29072300"	0	"290723"
"29072900"	0	"206"
"29081000"	0	"290810"
"29082000"	0	"290820"
"29089000"	0	"290890"
"29091100"	0	"290911"
"29091900"	0	"290919"
"29092000"	0	"290920"
"29093010"	0	"290930"
"29093031"	0	"290930"
"29093035"	0	"290930"
"29093038"	0	"290930"
"29093090"	0	"290930"
"29094100"	0	"290941"
"29094200"	0	"228"
"29094300"	0	"228"
"29094400"	0	"228"
"29094911"	0	"228"
"29094919"	0	"228"
"29094990"	0	"228"
"29095010"	0	"290950"
"29095090"	0	"290950"
"29096000"	0	"290960"
"29101000"	0	"291010"
"29102000"	0	"291020"
"29103000"	0	"229"
"29109000"	0	"229"
"29110000"	0	"291100"
"29121100"	0	"291211"
"29121200"	0	"291212"
"29121300"	0	"291213"
"29121900"	0	"291219"
"29122100"	0	"225"
"29122900"	0	"225"
"29123000"	0	"291230"
"29124100"	0	"291241"
"29124200"	0	"291242"
"29124900"	0	"291249"
"29125000"	0	"291250"
"29126000"	0	"291260"
"29130000"	0	"291300"
"29141100"	0	"291411"
"29141200"	0	"291412"
"29141300"	0	"291413"
"29141910"	0	"291419"
"29141990"	0	"291419"
"29142100"	0	"226"
"29142200"	0	"291422"
"29142300"	0	"291423"
"29142900"	0	"291429"
"29143100"	0	"226"
"29143900"	0	"226"
"29144010"	0	"226"
"29144090"	0	"226"
"29145000"	0	"226"
"29146100"	0	"227"
"29146910"	0	"227"
"29146990"	0	"227"
"29147010"	0	"291470"
"29147090"	0	"291470"
"29151100"	0	"291511"
"29151200"	0	"209"
"29151300"	0	"209"
"29152100"	0	"291521"
"29152200"	0	"291522"
"29152300"	0	"291523"
"29152400"	0	"291524"
"29152900"	0	"291529"
"29153100"	0	"291531"
"29153200"	0	"291532"
"29153300"	0	"207"
"29153400"	0	"207"
"29153500"	0	"207"
"29153910"	0	"207"
"29153930"	0	"207"
"29153950"	0	"207"
"29153990"	0	"207"
"29154000"	0	"208"
"29155000"	0	"208"
"29156011"	0	"208"
"29156019"	0	"208"
"29156090"	0	"208"
"29157015"	0	"291570"
"29157020"	0	"291570"
"29157025"	0	"291570"
"29157030"	0	"291570"
"29157080"	0	"291570"
"29159010"	0	"291590"
"29159020"	0	"291590"
"29159080"	0	"291590"
"29161110"	0	"210"
"29161190"	0	"210"
"29161210"	0	"291612"
"29161220"	0	"291612"
"29161290"	0	"291612"
"29161300"	0	"291613"
"29161410"	0	"291614"
"29161490"	0	"291614"
"29161500"	0	"291615"
"29161910"	0	"210"
"29161930"	0	"210"
"29161940"	0	"210"
"29161980"	0	"210"
"29162000"	0	"210"
"29163100"	0	"291631"
"29163210"	0	"291632"
"29163290"	0	"291632"
"29163400"	0	"211"
"29163500"	0	"211"
"29163900"	0	"291639"
"29171100"	0	"212"
"29171210"	0	"291712"
"29171290"	0	"291712"
"29171310"	0	"212"
"29171390"	0	"212"
"29171400"	0	"291714"
"29171910"	0	"212"
"29171990"	0	"212"
"29172000"	0	"212"
"29173100"	0	"291731"
"29173200"	0	"291732"
"29173300"	0	"291733"
"29173400"	0	"291734"
"29173500"	0	"291735"
"29173600"	0	"291736"
"29173700"	0	"291737"
"29173911"	0	"291739"
"29173919"	0	"291739"
"29173930"	0	"291739"
"29173940"	0	"291739"
"29173950"	0	"291739"
"29173960"	0	"291739"
"29173970"	0	"291739"
"29173980"	0	"291739"
"29181100"	0	"214"
"29181200"	0	"214"
"29181300"	0	"214"
"29181400"	0	"213"
"29181500"	0	"213"
"29181600"	0	"214"
"29181930"	0	"214"
"29181940"	0	"214"
"29181980"	0	"214"
"29182100"	0	"291821"
"29182200"	0	"291822"
"29182310"	0	"291823"
"29182390"	0	"291823"
"29182910"	0	"214"
"29182930"	0	"214"
"29182950"	0	"214"
"29182990"	0	"214"
"29183000"	0	"214"
"29189010"	0	"214"
"29189020"	0	"214"
"29189030"	0	"214"
"29189090"	0	"214"
"29190010"	0	"291900"
"29190090"	0	"291900"
"29201000"	0	"292010"
"29209010"	0	"292090"
"29209020"	0	"292090"
"29209030"	0	"292090"
"29209040"	0	"292090"
"29209050"	0	"292090"
"29209085"	0	"292090"
"29211110"	0	"292111"
"29211190"	0	"292111"
"29211200"	0	"292112"
"29211910"	0	"292119"
"29211930"	0	"292119"
"29211940"	0	"292119"
"29211980"	0	"292119"
"29212100"	0	"292121"
"29212200"	0	"292122"
"29212900"	0	"292129"
"29213010"	0	"292130"
"29213091"	0	"292130"
"29213099"	0	"292130"
"29214100"	0	"292141"
"29214210"	0	"292142"
"29214290"	0	"292142"
"29214300"	0	"292143"
"29214400"	0	"215"
"29214500"	0	"215"
"29214600"	0	"215"
"29214910"	0	"215"
"29214980"	0	"215"
"29215111"	0	"216"
"29215119"	0	"216"
"29215190"	0	"216"
"29215910"	0	"216"
"29215920"	0	"216"
"29215930"	0	"216"
"29215940"	0	"216"
"29215990"	0	"216"
"29221100"	0	"292211"
"29221200"	0	"292212"
"29221310"	0	"292213"
"29221390"	0	"292213"
"29221400"	0	"217"
"29221910"	0	"217"
"29221920"	0	"217"
"29221980"	0	"217"
"29222100"	0	"218"
"29222200"	0	"218"
"29222900"	0	"218"
"29223100"	0	"218"
"29223900"	0	"218"
"29224100"	0	"292241"
"29224200"	0	"292242"
"29224300"	0	"218"
"29224400"	0	"218"
"29224910"	0	"218"
"29224920"	0	"218"
"29224995"	0	"218"
"29225000"	0	"218"
"29231000"	0	"292310"
"29232000"	0	"292320"
"29239000"	0	"292390"
"29241100"	0	"246"
"29241900"	0	"246"
"29242110"	0	"292421"
"29242190"	0	"292421"
"29242300"	0	"247"
"29242400"	0	"247"
"29242910"	0	"247"
"29242930"	0	"247"
"29242995"	0	"247"
"29251100"	0	"292511"
"29251200"	0	"219"
"29251910"	0	"219"
"29251930"	0	"219"
"29251995"	0	"219"
"29252000"	0	"292520"
"29261000"	0	"292610"
"29262000"	0	"292620"
"29263000"	0	"220"
"29269020"	0	"220"
"29269095"	0	"220"
"29270000"	0	"292700"
"29280010"	0	"292800"
"29280090"	0	"292800"
"29291010"	0	"292910"
"29291090"	0	"292910"
"29299000"	0	"292990"
"29301000"	0	"221"
"29302000"	0	"221"
"29303000"	0	"221"
"29304010"	0	"293040"
"29304090"	0	"293040"
"29309012"	0	"293090"
"29309014"	0	"293090"
"29309016"	0	"293090"
"29309020"	0	"293090"
"29309030"	0	"293090"
"29309040"	0	"293090"
"29309050"	0	"293090"
"29309070"	0	"293090"
"29310010"	0	"293100"
"29310020"	0	"293100"
"29310030"	0	"293100"
"29310095"	0	"293100"
"29321100"	0	"222"
"29321200"	0	"222"
"29321300"	0	"222"
"29321900"	0	"222"
"29322100"	0	"222"
"29322910"	0	"293229"
"29322920"	0	"293229"
"29322930"	0	"293229"
"29322940"	0	"293229"
"29322950"	0	"293229"
"29322980"	0	"293229"
"29329100"	0	"222"
"29329200"	0	"222"
"29329300"	0	"222"
"29329400"	0	"222"
"29329500"	0	"222"
"29329910"	0	"222"
"29329950"	0	"222"
"29329970"	0	"222"
"29329995"	0	"222"
"29331110"	0	"293311"
"29331190"	0	"293311"
"29331910"	0	"293319"
"29331990"	0	"293319"
"29332100"	0	"293321"
"29332910"	0	"293329"
"29332990"	0	"293329"
"29333100"	0	"223"
"29333200"	0	"223"
"29333300"	0	"223"
"29333910"	0	"223"
"29333920"	0	"223"
"29333925"	0	"223"
"29333935"	0	"223"
"29333940"	0	"223"
"29333945"	0	"223"
"29333950"	0	"223"
"29333955"	0	"223"
"29333999"	0	"223"
"29334100"	0	"223"
"29334910"	0	"223"
"29334930"	0	"223"
"29334990"	0	"223"
"29335200"	0	"248"
"29335310"	0	"248"
"29335390"	0	"248"
"29335400"	0	"248"
"29335500"	0	"249"
"29335910"	0	"249"
"29335920"	0	"249"
"29335995"	0	"249"
"29336100"	0	"293361"
"29336910"	0	"293369"
"29336920"	0	"293369"
"29336930"	0	"293369"
"29336980"	0	"293369"
"29337100"	0	"293371"
"29337200"	0	"223"
"29337900"	0	"223"
"29339110"	0	"223"
"29339190"	0	"223"
"29339910"	0	"223"
"29339920"	0	"223"
"29339930"	0	"223"
"29339940"	0	"223"
"29339950"	0	"223"
"29339990"	0	"223"
"29341000"	0	"224"
"29342020"	0	"224"
"29342080"	0	"224"
"29343010"	0	"293430"
"29343090"	0	"293430"
"29349100"	0	"224"
"29349910"	0	"224"
"29349920"	0	"224"
"29349930"	0	"224"
"29349940"	0	"224"
"29349950"	0	"224"
"29349990"	0	"224"
"29350010"	0	"293500"
"29350020"	0	"293500"
"29350090"	0	"293500"
"29361000"	0	"293610"
"29362100"	0	"293621"
"29362200"	0	"293622"
"29362300"	0	"293623"
"29362400"	0	"293624"
"29362500"	0	"293625"
"29362600"	0	"293626"
"29362700"	0	"293627"
"29362800"	0	"293628"
"29362910"	0	"293629"
"29362930"	0	"293629"
"29362990"	0	"293629"
"29369011"	0	"293690"
"29369019"	0	"293690"
"29369090"	0	"293690"
"29371100"	0	"250"
"29371200"	0	"293712"
"29371900"	0	"250"
"29372100"	0	"293721"
"29372200"	0	"293722"
"29372300"	0	"293723"
"29372900"	0	"293729"
"29373100"	0	"251"
"29373900"	0	"251"
"29374000"	0	"251"
"29375000"	0	"251"
"29379000"	0	"251"
"29381000"	0	"293810"
"29389010"	0	"293890"
"29389030"	0	"293890"
"29389090"	0	"293890"
"29391100"	0	"252"
"29391900"	0	"252"
"29392110"	0	"293921"
"29392190"	0	"293921"
"29392900"	0	"293929"
"29393000"	0	"293930"
"29394100"	0	"253"
"29394200"	0	"253"
"29394300"	0	"253"
"29394900"	0	"253"
"29395100"	0	"254"
"29395900"	0	"254"
"29396100"	0	"255"
"29396200"	0	"255"
"29396300"	0	"255"
"29396900"	0	"255"
"29399111"	0	"256"
"29399119"	0	"256"
"29399190"	0	"256"
"29399910"	0	"256"
"29399990"	0	"256"
"29400010"	0	"294000"
"29400090"	0	"294000"
"29411010"	0	"294110"
"29411020"	0	"294110"
"29411090"	0	"294110"
"29412030"	0	"294120"
"29412080"	0	"294120"
"29413000"	0	"294130"
"29414000"	0	"294140"
"29415000"	0	"294150"
"29419000"	0	"294190"
"29420000"	0	"294200"
"30011010"	0	"300110"
"30011090"	0	"300110"
"30012010"	0	"300120"
"30012090"	0	"300120"
"30019010"	0	"300190"
"30019091"	0	"300190"
"30019099"	0	"300190"
"30021010"	0	"300210"
"30021091"	0	"300210"
"30021095"	0	"300210"
"30021099"	0	"300210"
"30022000"	0	"300220"
"30023000"	0	"300230"
"30029010"	0	"300290"
"30029030"	0	"300290"
"30029050"	0	"300290"
"30029090"	0	"300290"
"30031000"	0	"300310"
"30032000"	0	"300320"
"30033100"	0	"300331"
"30033900"	0	"300339"
"30034000"	0	"300340"
"30039010"	0	"300390"
"30039090"	0	"300390"
"30041010"	0	"300410"
"30041090"	0	"300410"
"30042010"	0	"300420"
"30042090"	0	"300420"
"30043110"	0	"300431"
"30043190"	0	"300431"
"30043210"	0	"257"
"30043290"	0	"257"
"30043910"	0	"257"
"30043990"	0	"257"
"30044010"	0	"300440"
"30044090"	0	"300440"
"30045010"	0	"300450"
"30045090"	0	"300450"
"30049011"	0	"300490"
"30049019"	0	"300490"
"30049091"	0	"300490"
"30049099"	0	"300490"
"30051000"	0	"300510"
"30059010"	0	"300590"
"30059031"	0	"300590"
"30059051"	0	"300590"
"30059055"	0	"300590"
"30059099"	0	"300590"
"30061010"	0	"300610"
"30061090"	0	"300610"
"30062000"	0	"300620"
"30063000"	0	"300630"
"30064000"	0	"300640"
"30065000"	0	"300650"
"30066011"	0	"300660"
"30066019"	0	"300660"
"30066090"	0	"300660"
"30067000"	0	"300670"
"30068000"	1	""
"31010000"	0	"310100"
"31021010"	0	"310210"
"31021090"	0	"310210"
"31022100"	0	"310221"
"31022900"	0	"310229"
"31023010"	0	"310230"
"31023090"	0	"310230"
"31024010"	0	"310240"
"31024090"	0	"310240"
"31025010"	0	"310250"
"31025090"	0	"310250"
"31026000"	0	"310260"
"31027000"	0	"310270"
"31028000"	0	"310280"
"31029000"	0	"310290"
"31031010"	0	"310310"
"31031090"	0	"310310"
"31032000"	0	"310320"
"31039000"	0	"310390"
"31041000"	0	"310410"
"31042010"	0	"310420"
"31042050"	0	"310420"
"31042090"	0	"310420"
"31043000"	0	"310430"
"31049000"	0	"310490"
"31051000"	0	"310510"
"31052010"	0	"310520"
"31052090"	0	"310520"
"31053000"	0	"310530"
"31054000"	0	"310540"
"31055100"	0	"310551"
"31055900"	0	"310559"
"31056010"	0	"310560"
"31056090"	0	"310560"
"31059010"	0	"310590"
"31059091"	0	"310590"
"31059099"	0	"310590"
"32011000"	0	"176"
"32012000"	0	"176"
"32019020"	0	"176"
"32019090"	0	"176"
"32021000"	0	"320210"
"32029000"	0	"320290"
"32030011"	0	"320300"
"32030019"	0	"320300"
"32030090"	0	"320300"
"32041100"	0	"320411"
"32041200"	0	"320412"
"32041300"	0	"320413"
"32041400"	0	"320414"
"32041500"	0	"175"
"32041600"	0	"175"
"32041700"	0	"175"
"32041900"	0	"175"
"32042000"	0	"320420"
"32049000"	0	"175"
"32050000"	0	"320500"
"32061100"	0	"320611"
"32061900"	0	"320619"
"32062000"	0	"320620"
"32063000"	0	"320630"
"32064100"	0	"177"
"32064200"	0	"177"
"32064300"	0	"177"
"32064910"	0	"177"
"32064990"	0	"177"
"32065000"	0	"177"
"32071000"	0	"320710"
"32072010"	0	"320720"
"32072090"	0	"320720"
"32073000"	0	"245"
"32074010"	0	"245"
"32074020"	0	"245"
"32074030"	0	"245"
"32074080"	0	"245"
"32081010"	0	"320810"
"32081090"	0	"320810"
"32082010"	0	"320820"
"32082090"	0	"320820"
"32089011"	0	"320890"
"32089013"	0	"320890"
"32089019"	0	"320890"
"32089091"	0	"320890"
"32089099"	0	"320890"
"32091000"	0	"320910"
"32099000"	0	"320990"
"32100010"	0	"321000"
"32100090"	0	"321000"
"32110000"	0	"321100"
"32121010"	0	"321210"
"32121090"	0	"321210"
"32129010"	0	"321290"
"32129031"	0	"321290"
"32129039"	0	"321290"
"32129090"	0	"321290"
"32131000"	0	"321310"
"32139000"	0	"321390"
"32141010"	0	"321410"
"32141090"	0	"321410"
"32149000"	0	"321490"
"32151100"	0	"321511"
"32151900"	0	"321519"
"32159010"	0	"321590"
"32159080"	0	"321590"
"33011110"	0	"262"
"33011190"	0	"262"
"33011210"	0	"262"
"33011290"	0	"262"
"33011310"	0	"262"
"33011390"	0	"262"
"33011410"	0	"262"
"33011490"	0	"262"
"33011910"	0	"262"
"33011990"	0	"262"
"33012110"	0	"262"
"33012190"	0	"262"
"33012210"	0	"262"
"33012290"	0	"262"
"33012310"	0	"262"
"33012390"	0	"262"
"33012410"	0	"262"
"33012490"	0	"262"
"33012510"	0	"262"
"33012590"	0	"262"
"33012610"	0	"262"
"33012690"	0	"262"
"33012911"	0	"262"
"33012931"	0	"262"
"33012961"	0	"262"
"33012991"	0	"262"
"33013000"	0	"330130"
"33019010"	0	"330190"
"33019021"	0	"330190"
"33019030"	0	"330190"
"33019090"	0	"330190"
"33021010"	0	"330210"
"33021021"	0	"330210"
"33021029"	0	"330210"
"33021040"	0	"330210"
"33021090"	0	"330210"
"33029010"	0	"330290"
"33029090"	0	"330290"
"33030010"	0	"330300"
"33030090"	0	"330300"
"33041000"	0	"330410"
"33042000"	0	"330420"
"33043000"	0	"330430"
"33049100"	0	"330491"
"33049900"	0	"330499"
"33051000"	0	"330510"
"33052000"	0	"330520"
"33053000"	0	"330530"
"33059010"	0	"330590"
"33059090"	0	"330590"
"33061000"	0	"330610"
"33062000"	0	"259"
"33069000"	0	"259"
"33071000"	0	"330710"
"33072000"	0	"330720"
"33073000"	0	"330730"
"33074100"	0	"258"
"33074900"	0	"258"
"33079000"	0	"330790"
"34011100"	0	"340111"
"34011900"	0	"340119"
"34012010"	0	"340120"
"34012090"	0	"340120"
