pc8	pc8plus	exit	year	synthetic
10101200	1.2004	1	2004	1
10111140	418.2008		2008	1
10111140	418.2008		2009	1
10111140	418.2008		2010	1
10111190	419.2008		2008	1
10111190	419.2008		2009	1
10111190	419.2008		2010	1
10111230	421.2008		2008	1
10111230	421.2008		2009	1
10111230	421.2008		2010	1
10111250	422.2008		2008	1
10111250	422.2008		2009	1
10111250	422.2008		2010	1
10111290	423.2008		2008	1
10111290	423.2008		2009	1
10111290	423.2008		2010	1
10111300	427.2008		2008	1
10111300	427.2008		2009	1
10111300	427.2008		2010	1
10111400	3.2008		2008	1
10111400	3.2008		2009	1
10111400	3.2008		2010	1
10111500	4.2008		2008	1
10111500	4.2008		2009	1
10111500	4.2008		2010	1
10112000	5.2008		2008	1
10112000	5.2008		2009	1
10112000	5.2008		2010	1
10113100	420.2008		2008	1
10113100	420.2008		2009	1
10113100	420.2008		2010	1
10113230	424.2008		2008	1
10113230	424.2008		2009	1
10113230	424.2008		2010	1
10113250	425.2008		2008	1
10113250	425.2008		2009	1
10113250	425.2008		2010	1
10113290	426.2008		2008	1
10113290	426.2008		2009	1
10113290	426.2008		2010	1
10113300	428.2008		2008	1
10113300	428.2008		2009	1
10113300	428.2008		2010	1
10113400	3.2008		2008	1
10113400	3.2008		2009	1
10113400	3.2008		2010	1
10113500	4.2008		2008	1
10113500	4.2008		2009	1
10113500	4.2008		2010	1
10113910	5.2008		2008	1
10113910	5.2008		2009	1
10113910	5.2008		2010	1
10113930	455.2008		2008	1
10113930	455.2008		2009	1
10113930	455.2008		2010	1
10114100	429.2008		2008	1
10114100	429.2008		2009	1
10114100	429.2008		2010	1
10114200	430.2008		2008	1
10114200	430.2008		2009	1
10114200	430.2008		2010	1
10114300	431.2008		2008	1
10114300	431.2008		2009	1
10114300	431.2008		2010	1
10114400	432.2008		2008	1
10114400	432.2008		2009	1
10114400	432.2008		2010	1
10114500	433.2008		2008	1
10114500	433.2008		2009	1
10114500	433.2008		2010	1
10115040	434.2008		2008	1
10115040	434.2008		2009	1
10115040	434.2008		2010	1
10115060	435.2008		2008	1
10115060	435.2008		2009	1
10115060	435.2008		2010	1
10115070	436.2008		2008	1
10115070	436.2008		2009	1
10115070	436.2008		2010	1
10116030	437.2008		2008	1
10116030	437.2008		2009	1
10116030	437.2008		2010	1
10116090	438.2008		2008	1
10116090	438.2008		2009	1
10116090	438.2008		2010	1
10121010	439.2008		2008	1
10121010	439.2008		2009	1
10121010	439.2008		2010	1
10121020	440.2008		2008	1
10121020	440.2008		2009	1
10121020	440.2008		2010	1
10121030	441.2008		2008	1
10121030	441.2008		2009	1
10121030	441.2008		2010	1
10121040	442.2008		2008	1
10121040	442.2008		2009	1
10121040	442.2008		2010	1
10121050	443.2008		2008	1
10121050	443.2008		2009	1
10121050	443.2008		2010	1
10121060	444.2008		2008	1
10121060	444.2008		2009	1
10121060	444.2008		2010	1
10121070	445.2008		2008	1
10121070	445.2008		2009	1
10121070	445.2008		2010	1
10122013	447.2008		2008	1
10122013	447.2008		2009	1
10122013	447.2008		2010	1
10122015	448.2008		2008	1
10122015	448.2008		2009	1
10122015	448.2008		2010	1
10122017	449.2008		2008	1
10122017	449.2008		2009	1
10122017	449.2008		2010	1
10122053	450.2008		2008	1
10122053	450.2008		2009	1
10122053	450.2008		2010	1
10122055	451.2008		2008	1
10122055	451.2008		2009	1
10122055	451.2008		2010	1
10122057	452.2008		2008	1
10122057	452.2008		2009	1
10122057	452.2008		2010	1
10122080	454.2008		2008	1
10122080	454.2008		2009	1
10122080	454.2008		2010	1
10123000	456.2008		2008	1
10123000	456.2008		2009	1
10123000	456.2008		2010	1
10124020	446.2008		2008	1
10124020	446.2008		2009	1
10124020	446.2008		2010	1
10124050	453.2008		2008	1
10124050	453.2008		2009	1
10124050	453.2008		2010	1
10125000	3659.2008		2008	1
10125000	3659.2008		2009	1
10125000	3659.2008		2010	1
10131120	457.2008		2008	1
10131120	457.2008		2009	1
10131120	457.2008		2010	1
10131150	458.2008		2008	1
10131150	458.2008		2009	1
10131150	458.2008		2010	1
10131180	459.2008		2008	1
10131180	459.2008		2009	1
10131180	459.2008		2010	1
10131200	460.2008		2008	1
10131200	460.2008		2009	1
10131200	460.2008		2010	1
10131300	461.2008		2008	1
10131300	461.2008		2009	1
10131300	461.2008		2010	1
10131430	355.2008		2008	1
10131430	355.2008		2009	1
10131430	355.2008		2010	1
10131460	355.2008		2008	1
10131460	355.2008		2009	1
10131460	355.2008		2010	1
10131505	355.2008		2008	1
10131505	355.2008		2009	1
10131505	355.2008		2010	1
10131515	355.2008		2008	1
10131515	355.2008		2009	1
10131515	355.2008		2010	1
10131525	355.2008		2008	1
10131525	355.2008		2009	1
10131525	355.2008		2010	1
10131535	355.2008		2008	1
10131535	355.2008		2009	1
10131535	355.2008		2010	1
10131545	355.2008		2008	1
10131545	355.2008		2009	1
10131545	355.2008		2010	1
10131555	355.2008		2008	1
10131555	355.2008		2009	1
10131555	355.2008		2010	1
10131565	355.2008		2008	1
10131565	355.2008		2009	1
10131565	355.2008		2010	1
10131575	355.2008		2008	1
10131575	355.2008		2009	1
10131575	355.2008		2010	1
10131585	355.2008		2008	1
10131585	355.2008		2009	1
10131585	355.2008		2010	1
10131595	355.2008		2008	1
10131595	355.2008		2009	1
10131595	355.2008		2010	1
10131600	463.2008		2008	1
10131600	463.2008		2009	1
10131600	463.2008		2010	1
10139100	464.2008		2008	1
10139100	464.2008		2009	1
10139100	464.2008		2010	1
10201030	1.2004	1	2003	1
10201030	1.2004	1	2004	1
10201050	1.2004	1	2003	1
10201050	1.2004	1	2004	1
10201100	466.2008		2008	1
10201100	466.2008		2009	1
10201100	466.2008		2010	1
10201200	465.2008		2008	1
10201200	465.2008		2009	1
10201200	465.2008		2010	1
10201330	467.2008		2008	1
10201330	467.2008		2009	1
10201330	467.2008		2010	1
10201360	468.2008		2008	1
10201360	468.2008		2009	1
10201360	468.2008		2010	1
10201400	470.2008		2008	1
10201400	470.2008		2009	1
10201400	470.2008		2010	1
10201500	471.2008		2008	1
10201500	471.2008		2009	1
10201500	471.2008		2010	1
10201600	469.2008		2008	1
10201600	469.2008		2009	1
10201600	469.2008		2010	1
10202100	473.2008		2008	1
10202100	473.2008		2009	1
10202100	473.2008		2010	1
10202200	472.2008		2008	1
10202200	472.2008		2009	1
10202200	472.2008		2010	1
10202300	477.2008		2008	1
10202300	477.2008		2009	1
10202300	477.2008		2010	1
10202420	474.2008		2008	1
10202420	474.2008		2009	1
10202420	474.2008		2010	1
10202450	475.2008		2008	1
10202450	475.2008		2009	1
10202450	475.2008		2010	1
10202480	476.2008		2008	1
10202480	476.2008		2009	1
10202480	476.2008		2010	1
10202510	356.2008		2008	1
10202510	356.2008		2009	1
10202510	356.2008		2010	1
10202520	356.2008		2008	1
10202520	356.2008		2009	1
10202520	356.2008		2010	1
10202530	356.2008		2008	1
10202530	356.2008		2009	1
10202530	356.2008		2010	1
10202540	356.2008		2008	1
10202540	356.2008		2009	1
10202540	356.2008		2010	1
10202550	356.2008		2008	1
10202550	356.2008		2009	1
10202550	356.2008		2010	1
10202560	356.2008		2008	1
10202560	356.2008		2009	1
10202560	356.2008		2010	1
10202570	356.2008		2008	1
10202570	356.2008		2009	1
10202570	356.2008		2010	1
10202580	356.2008		2008	1
10202580	356.2008		2009	1
10202580	356.2008		2010	1
10202590	356.2008		2008	1
10202590	356.2008		2009	1
10202590	356.2008		2010	1
10202630	478.2008		2008	1
10202630	478.2008		2009	1
10202630	478.2008		2010	1
10202660	479.2008		2008	1
10202660	479.2008		2009	1
10202660	479.2008		2010	1
10203100	480.2008		2008	1
10203100	480.2008		2009	1
10203100	480.2008		2010	1
10203200	357.2008		2008	1
10203200	357.2008		2009	1
10203200	357.2008		2010	1
10203300	357.2008		2008	1
10203300	357.2008		2009	1
10203300	357.2008		2010	1
10203400	356.2008		2008	1
10203400	356.2008		2009	1
10203400	356.2008		2010	1
10204100	481.2008		2008	1
10204100	481.2008		2009	1
10204100	481.2008		2010	1
10204200	482.2008		2008	1
10204200	482.2008		2009	1
10204200	482.2008		2010	1
10301000	1.2004	1	2003	1
10301000	1.2004	1	2004	1
10311110	483.2008		2008	1
10311110	483.2008		2009	1
10311110	483.2008		2010	1
10311130	486.2008		2008	1
10311130	486.2008		2009	1
10311130	486.2008		2010	1
10311200	484.2008		2008	1
10311200	484.2008		2009	1
10311200	484.2008		2010	1
10311300	485.2008		2008	1
10311300	485.2008		2009	1
10311300	485.2008		2010	1
10311430	487.2008		2008	1
10311430	487.2008		2009	1
10311430	487.2008		2010	1
10311460	488.2008		2008	1
10311460	488.2008		2009	1
10311460	488.2008		2010	1
10321100	492.2008		2008	1
10321100	492.2008		2009	1
10321100	492.2008		2010	1
10321210	489.2008		2008	1
10321210	489.2008		2009	1
10321210	489.2008		2010	1
10321220	490.2008		2008	1
10321220	490.2008		2009	1
10321220	490.2008		2010	1
10321230	358.2008		2008	1
10321230	358.2008		2009	1
10321230	358.2008		2010	1
10321300	358.2008		2008	1
10321300	358.2008		2009	1
10321300	358.2008		2010	1
10321400	358.2008		2008	1
10321400	358.2008		2009	1
10321400	358.2008		2010	1
10321500	358.2008		2008	1
10321500	358.2008		2009	1
10321500	358.2008		2010	1
10321600	358.2008		2008	1
10321600	358.2008		2009	1
10321600	358.2008		2010	1
10321700	358.2008		2008	1
10321700	358.2008		2009	1
10321700	358.2008		2010	1
10321910	491.2008		2008	1
10321910	491.2008		2009	1
10321910	491.2008		2010	1
10321920	493.2008		2008	1
10321920	493.2008		2009	1
10321920	493.2008		2010	1
10321930	358.2008		2008	1
10321930	358.2008		2009	1
10321930	358.2008		2010	1
10391100	494.2008		2008	1
10391100	494.2008		2009	1
10391100	494.2008		2010	1
10391200	495.2008		2008	1
10391200	495.2008		2009	1
10391200	495.2008		2010	1
10391330	496.2008		2008	1
10391330	496.2008		2009	1
10391330	496.2008		2010	1
10391350	497.2008		2008	1
10391350	497.2008		2009	1
10391350	497.2008		2010	1
10391390	498.2008		2008	1
10391390	498.2008		2009	1
10391390	498.2008		2010	1
10391500	359.2008		2008	1
10391500	359.2008		2009	1
10391500	359.2008		2010	1
10391600	359.2008		2008	1
10391600	359.2008		2009	1
10391600	359.2008		2010	1
10391710	359.2008		2008	1
10391710	359.2008		2009	1
10391710	359.2008		2010	1
10391721	499.2008		2008	1
10391721	499.2008		2009	1
10391721	499.2008		2010	1
10391725	500.2008		2008	1
10391725	500.2008		2009	1
10391725	500.2008		2010	1
10391730	359.2008		2008	1
10391730	359.2008		2009	1
10391730	359.2008		2010	1
10391740	359.2008		2008	1
10391740	359.2008		2009	1
10391740	359.2008		2010	1
10391750	359.2008		2008	1
10391750	359.2008		2009	1
10391750	359.2008		2010	1
10391760	359.2008		2008	1
10391760	359.2008		2009	1
10391760	359.2008		2010	1
10391770	359.2008		2008	1
10391770	359.2008		2009	1
10391770	359.2008		2010	1
10391780	359.2008		2008	1
10391780	359.2008		2009	1
10391780	359.2008		2010	1
10391790	359.2008		2008	1
10391790	359.2008		2009	1
10391790	359.2008		2010	1
10391800	501.2008		2008	1
10391800	501.2008		2009	1
10391800	501.2008		2010	1
10392100	502.2008		2008	1
10392100	502.2008		2009	1
10392100	502.2008		2010	1
10392230	503.2008		2008	1
10392230	503.2008		2009	1
10392230	503.2008		2010	1
10392290	504.2008		2008	1
10392290	504.2008		2009	1
10392290	504.2008		2010	1
10392330	505.2008		2008	1
10392330	505.2008		2009	1
10392330	505.2008		2010	1
10392390	506.2008		2008	1
10392390	506.2008		2009	1
10392390	506.2008		2010	1
10392410	510.2008		2008	1
10392410	510.2008		2009	1
10392410	510.2008		2010	1
10392430	507.2008		2008	1
10392430	507.2008		2009	1
10392430	507.2008		2010	1
10392510	508.2008		2008	1
10392510	508.2008		2009	1
10392510	508.2008		2010	1
10392520	509.2008		2008	1
10392520	509.2008		2009	1
10392520	509.2008		2010	1
10392550	1.2004	1	2008	1
10392550	1.2004	1	2009	1
10392550	1.2004	1	2010	1
10393000	511.2008		2008	1
10393000	511.2008		2009	1
10393000	511.2008		2010	1
10399100	512.2008		2008	1
10399100	512.2008		2009	1
10399100	512.2008		2010	1
10411100	513.2008		2008	1
10411100	513.2008		2009	1
10411100	513.2008		2010	1
10411200	514.2008		2008	1
10411200	514.2008		2009	1
10411200	514.2008		2010	1
10411900	515.2008		2008	1
10411900	515.2008		2009	1
10411900	515.2008		2010	1
10412100	516.2008		2008	1
10412100	516.2008		2009	1
10412100	516.2008		2010	1
10412200	517.2008		2008	1
10412200	517.2008		2009	1
10412200	517.2008		2010	1
10412310	518.2008		2008	1
10412310	518.2008		2009	1
10412310	518.2008		2010	1
10412330	6.2008		2008	1
10412330	6.2008		2009	1
10412330	6.2008		2010	1
10412400	519.2008		2008	1
10412400	519.2008		2009	1
10412400	519.2008		2010	1
10412500	520.2008		2008	1
10412500	520.2008		2009	1
10412500	520.2008		2010	1
10412600	521.2008		2008	1
10412600	521.2008		2009	1
10412600	521.2008		2010	1
10412700	522.2008		2008	1
10412700	522.2008		2009	1
10412700	522.2008		2010	1
10412800	523.2008		2008	1
10412800	523.2008		2009	1
10412800	523.2008		2010	1
10412900	65.2007		2008	1
10412900	65.2007		2009	1
10412900	65.2007		2010	1
10413000	524.2008		2008	1
10413000	524.2008		2009	1
10413000	524.2008		2010	1
10414130	525.2008		2008	1
10414130	525.2008		2009	1
10414130	525.2008		2010	1
10414150	526.2008		2008	1
10414150	526.2008		2009	1
10414150	526.2008		2010	1
10414170	527.2008		2008	1
10414170	527.2008		2009	1
10414170	527.2008		2010	1
10414190	528.2008		2008	1
10414190	528.2008		2009	1
10414190	528.2008		2010	1
10414200	529.2008		2008	1
10414200	529.2008		2009	1
10414200	529.2008		2010	1
10415100	530.2008		2008	1
10415100	530.2008		2009	1
10415100	530.2008		2010	1
10415200	531.2008		2008	1
10415200	531.2008		2009	1
10415200	531.2008		2010	1
10415310	532.2008		2008	1
10415310	532.2008		2009	1
10415310	532.2008		2010	1
10415330	6.2008		2008	1
10415330	6.2008		2009	1
10415330	6.2008		2010	1
10415400	533.2008		2008	1
10415400	533.2008		2009	1
10415400	533.2008		2010	1
10415500	534.2008		2008	1
10415500	534.2008		2009	1
10415500	534.2008		2010	1
10415600	535.2008		2008	1
10415600	535.2008		2009	1
10415600	535.2008		2010	1
10415700	536.2008		2008	1
10415700	536.2008		2009	1
10415700	536.2008		2010	1
10415800	537.2008		2008	1
10415800	537.2008		2009	1
10415800	537.2008		2010	1
10415900	65.2007		2008	1
10415900	65.2007		2009	1
10415900	65.2007		2010	1
10416030	538.2008		2008	1
10416030	538.2008		2009	1
10416030	538.2008		2010	1
10416050	539.2008		2008	1
10416050	539.2008		2009	1
10416050	539.2008		2010	1
10417100	540.2008		2008	1
10417100	540.2008		2009	1
10417100	540.2008		2010	1
10417200	541.2008		2008	1
10417200	541.2008		2009	1
10417200	541.2008		2010	1
10421030	542.2008		2008	1
10421030	542.2008		2009	1
10421030	542.2008		2010	1
10421050	543.2008		2008	1
10421050	543.2008		2009	1
10421050	543.2008		2010	1
10511133	2.2005		2008	1
10511133	2.2005		2009	1
10511133	2.2005		2010	1
10511137	2.2005		2008	1
10511137	2.2005		2009	1
10511137	2.2005		2010	1
10511142	90.2005		2008	1
10511142	90.2005		2009	1
10511142	90.2005		2010	1
10511148	91.2005		2008	1
10511148	91.2005		2009	1
10511148	91.2005		2010	1
10511210	3.2005		2008	1
10511210	3.2005		2009	1
10511210	3.2005		2010	1
10511220	3.2005		2008	1
10511220	3.2005		2009	1
10511220	3.2005		2010	1
10511230	3.2005		2008	1
10511230	3.2005		2009	1
10511230	3.2005		2010	1
10511240	3.2005		2008	1
10511240	3.2005		2009	1
10511240	3.2005		2010	1
10512130	4.2005		2008	1
10512130	4.2005		2009	1
10512130	4.2005		2010	1
10512160	4.2005		2008	1
10512160	4.2005		2009	1
10512160	4.2005		2010	1
10512230	5.2005		2008	1
10512230	5.2005		2009	1
10512230	5.2005		2010	1
10512260	5.2005		2008	1
10512260	5.2005		2009	1
10512260	5.2005		2010	1
10513030	556.2008		2008	1
10513030	556.2008		2009	1
10513030	556.2008		2010	1
10513050	557.2008		2008	1
10513050	557.2008		2009	1
10513050	557.2008		2010	1
10513070	558.2008		2008	1
10513070	558.2008		2009	1
10513070	558.2008		2010	1
10514030	559.2008		2008	1
10514030	559.2008		2009	1
10514030	559.2008		2010	1
10514050	560.2008		2008	1
10514050	560.2008		2009	1
10514050	560.2008		2010	1
10514070	561.2008		2008	1
10514070	561.2008		2009	1
10514070	561.2008		2010	1
10515104	562.2008		2008	1
10515104	562.2008		2009	1
10515104	562.2008		2010	1
10515108	563.2008		2008	1
10515108	563.2008		2009	1
10515108	563.2008		2010	1
10515241	9.2005		2008	1
10515241	9.2005		2009	1
10515241	9.2005		2010	1
10515245	565.2008		2008	1
10515245	565.2008		2009	1
10515245	565.2008		2010	1
10515263	566.2008		2008	1
10515263	566.2008		2009	1
10515263	566.2008		2010	1
10515265	567.2008		2008	1
10515265	567.2008		2009	1
10515265	567.2008		2010	1
10515300	568.2008		2008	1
10515300	568.2008		2009	1
10515300	568.2008		2010	1
10515400	569.2008		2008	1
10515400	569.2008		2009	1
10515400	569.2008		2010	1
10515530	570.2008		2008	1
10515530	570.2008		2009	1
10515530	570.2008		2010	1
10515560	571.2008		2008	1
10515560	571.2008		2009	1
10515560	571.2008		2010	1
10515600	572.2008		2008	1
10515600	572.2008		2009	1
10515600	572.2008		2010	1
10521000	573.2008		2008	1
10521000	573.2008		2009	1
10521000	573.2008		2010	1
10611100	574.2008		2008	1
10611100	574.2008		2009	1
10611100	574.2008		2010	1
10611230	589.2008		2008	1
10611230	589.2008		2009	1
10611230	589.2008		2010	1
10611250	590.2008		2008	1
10611250	590.2008		2009	1
10611250	590.2008		2010	1
10612100	575.2008		2008	1
10612100	575.2008		2009	1
10612100	575.2008		2010	1
10612200	576.2008		2008	1
10612200	576.2008		2009	1
10612200	576.2008		2010	1
10612300	577.2008		2008	1
10612300	577.2008		2009	1
10612300	577.2008		2010	1
10612400	578.2008		2008	1
10612400	578.2008		2009	1
10612400	578.2008		2010	1
10613133	579.2008		2008	1
10613133	579.2008		2009	1
10613133	579.2008		2010	1
10613135	580.2008		2008	1
10613135	580.2008		2009	1
10613135	580.2008		2010	1
10613230	581.2008		2008	1
10613230	581.2008		2009	1
10613230	581.2008		2010	1
10613240	582.2008		2008	1
10613240	582.2008		2009	1
10613240	582.2008		2010	1
10613250	583.2008		2008	1
10613250	583.2008		2009	1
10613250	583.2008		2010	1
10613333	584.2008		2008	1
10613333	584.2008		2009	1
10613333	584.2008		2010	1
10613335	585.2008		2008	1
10613335	585.2008		2009	1
10613335	585.2008		2010	1
10613351	586.2008		2008	1
10613351	586.2008		2009	1
10613351	586.2008		2010	1
10613353	587.2008		2008	1
10613353	587.2008		2009	1
10613353	587.2008		2010	1
10613355	588.2008		2008	1
10613355	588.2008		2009	1
10613355	588.2008		2010	1
10614010	591.2008		2008	1
10614010	591.2008		2009	1
10614010	591.2008		2010	1
10614030	592.2008		2008	1
10614030	592.2008		2009	1
10614030	592.2008		2010	1
10614050	593.2008		2008	1
10614050	593.2008		2009	1
10614050	593.2008		2010	1
10614090	594.2008		2008	1
10614090	594.2008		2009	1
10614090	594.2008		2010	1
10621111	601.2008		2008	1
10621111	601.2008		2009	1
10621111	601.2008		2010	1
10621113	602.2008		2008	1
10621113	602.2008		2009	1
10621113	602.2008		2010	1
10621115	603.2008		2008	1
10621115	603.2008		2009	1
10621115	603.2008		2010	1
10621119	604.2008		2008	1
10621119	604.2008		2009	1
10621119	604.2008		2010	1
10621130	605.2008		2008	1
10621130	605.2008		2009	1
10621130	605.2008		2010	1
10621150	606.2008		2008	1
10621150	606.2008		2009	1
10621150	606.2008		2010	1
10621170	607.2008		2008	1
10621170	607.2008		2009	1
10621170	607.2008		2010	1
10621200	608.2008		2008	1
10621200	608.2008		2009	1
10621200	608.2008		2010	1
10621310	597.2008		2008	1
10621310	597.2008		2009	1
10621310	597.2008		2010	1
10621320	598.2008		2008	1
10621320	598.2008		2009	1
10621320	598.2008		2010	1
10621330	599.2008		2008	1
10621330	599.2008		2009	1
10621330	599.2008		2010	1
10621390	600.2008		2008	1
10621390	600.2008		2009	1
10621390	600.2008		2010	1
10621430	595.2008		2008	1
10621430	595.2008		2009	1
10621430	595.2008		2010	1
10621460	596.2008		2008	1
10621460	596.2008		2009	1
10621460	596.2008		2010	1
10622000	609.2008		2008	1
10622000	609.2008		2009	1
10622000	609.2008		2010	1
10711100	613.2008		2008	1
10711100	613.2008		2009	1
10711100	613.2008		2010	1
10711200	614.2008		2008	1
10711200	614.2008		2009	1
10711200	614.2008		2010	1
10721130	615.2008		2008	1
10721130	615.2008		2009	1
10721130	615.2008		2010	1
10721150	616.2008		2008	1
10721150	616.2008		2009	1
10721150	616.2008		2010	1
10721230	617.2008		2008	1
10721230	617.2008		2009	1
10721230	617.2008		2010	1
10721253	618.2008		2008	1
10721253	618.2008		2009	1
10721253	618.2008		2010	1
10721255	619.2008		2008	1
10721255	619.2008		2009	1
10721255	619.2008		2010	1
10721257	623.2008		2008	1
10721257	623.2008		2009	1
10721257	623.2008		2010	1
10721259	620.2008		2008	1
10721259	620.2008		2009	1
10721259	620.2008		2010	1
10721910	621.2008		2008	1
10721910	621.2008		2009	1
10721910	621.2008		2010	1
10721920	622.2008		2008	1
10721920	622.2008		2009	1
10721920	622.2008		2010	1
10721940	624.2008		2008	1
10721940	624.2008		2009	1
10721940	624.2008		2010	1
10721950	625.2008		2008	1
10721950	625.2008		2009	1
10721950	625.2008		2010	1
10721990	626.2008		2008	1
10721990	626.2008		2009	1
10721990	626.2008		2010	1
10731130	663.2008		2008	1
10731130	663.2008		2009	1
10731130	663.2008		2010	1
10731150	664.2008		2008	1
10731150	664.2008		2009	1
10731150	664.2008		2010	1
10731200	667.2008		2008	1
10731200	667.2008		2009	1
10731200	667.2008		2010	1
10811100	627.2008		2008	1
10811100	627.2008		2009	1
10811100	627.2008		2010	1
10811230	628.2008		2008	1
10811230	628.2008		2009	1
10811230	628.2008		2010	1
10811290	629.2008		2008	1
10811290	629.2008		2009	1
10811290	629.2008		2010	1
10811300	44.2008		2008	1
10811300	44.2008		2009	1
10811300	44.2008		2010	1
10811430	630.2008		2008	1
10811430	630.2008		2009	1
10811430	630.2008		2010	1
10811450	631.2008		2008	1
10811450	631.2008		2009	1
10811450	631.2008		2010	1
10812000	632.2008		2008	1
10812000	632.2008		2009	1
10812000	632.2008		2010	1
10821100	633.2008		2008	1
10821100	633.2008		2009	1
10821100	633.2008		2010	1
10821200	634.2008		2008	1
10821200	634.2008		2009	1
10821200	634.2008		2010	1
10821300	635.2008		2008	1
10821300	635.2008		2009	1
10821300	635.2008		2010	1
10821400	636.2008		2008	1
10821400	636.2008		2009	1
10821400	636.2008		2010	1
10822130	45.2008		2008	1
10822130	45.2008		2009	1
10822130	45.2008		2010	1
10822150	637.2008		2008	1
10822150	637.2008		2009	1
10822150	637.2008		2010	1
10822170	638.2008		2008	1
10822170	638.2008		2009	1
10822170	638.2008		2010	1
10822190	639.2008		2008	1
10822190	639.2008		2009	1
10822190	639.2008		2010	1
10822233	640.2008		2008	1
10822233	640.2008		2009	1
10822233	640.2008		2010	1
10822235	641.2008		2008	1
10822235	641.2008		2009	1
10822235	641.2008		2010	1
10822239	642.2008		2008	1
10822239	642.2008		2009	1
10822239	642.2008		2010	1
10822243	643.2008		2008	1
10822243	643.2008		2009	1
10822243	643.2008		2010	1
10822245	644.2008		2008	1
10822245	644.2008		2009	1
10822245	644.2008		2010	1
10822253	645.2008		2008	1
10822253	645.2008		2009	1
10822253	645.2008		2010	1
10822255	646.2008		2008	1
10822255	646.2008		2009	1
10822255	646.2008		2010	1
10822260	647.2008		2008	1
10822260	647.2008		2009	1
10822260	647.2008		2010	1
10822270	648.2008		2008	1
10822270	648.2008		2009	1
10822270	648.2008		2010	1
10822280	649.2008		2008	1
10822280	649.2008		2009	1
10822280	649.2008		2010	1
10822290	650.2008		2008	1
10822290	650.2008		2009	1
10822290	650.2008		2010	1
10822310	651.2008		2008	1
10822310	651.2008		2009	1
10822310	651.2008		2010	1
10822320	652.2008		2008	1
