pc8	pc8plus	exit	year	synthetic
10123000	14.2003		2008	1
10123000	14.2003		2009	1
10123000	14.2003		2010	1
10124020	452.2008		2008	1
10124020	452.2008		2009	1
10124020	452.2008		2010	1
10124050	459.2008		2008	1
10124050	459.2008		2009	1
10124050	459.2008		2010	1
10125000	3646.2008		2008	1
10125000	3646.2008		2009	1
10125000	3646.2008		2010	1
10131120	463.2008		2008	1
10131120	463.2008		2009	1
10131120	463.2008		2010	1
10131150	464.2008		2008	1
10131150	464.2008		2009	1
10131150	464.2008		2010	1
10131180	465.2008		2008	1
10131180	465.2008		2009	1
10131180	465.2008		2010	1
10131200	466.2008		2008	1
10131200	466.2008		2009	1
10131200	466.2008		2010	1
10131300	467.2008		2008	1
10131300	467.2008		2009	1
10131300	467.2008		2010	1
10131430	361.2008		2008	1
10131430	361.2008		2009	1
10131430	361.2008		2010	1
10131460	361.2008		2008	1
10131460	361.2008		2009	1
10131460	361.2008		2010	1
10131505	361.2008		2008	1
10131505	361.2008		2009	1
10131505	361.2008		2010	1
10131515	361.2008		2008	1
10131515	361.2008		2009	1
10131515	361.2008		2010	1
10131525	361.2008		2008	1
10131525	361.2008		2009	1
10131525	361.2008		2010	1
10131535	361.2008		2008	1
10131535	361.2008		2009	1
10131535	361.2008		2010	1
10131545	361.2008		2008	1
10131545	361.2008		2009	1
10131545	361.2008		2010	1
10131555	361.2008		2008	1
10131555	361.2008		2009	1
10131555	361.2008		2010	1
10131565	361.2008		2008	1
10131565	361.2008		2009	1
10131565	361.2008		2010	1
10131575	361.2008		2008	1
10131575	361.2008		2009	1
10131575	361.2008		2010	1
10131585	361.2008		2008	1
10131585	361.2008		2009	1
10131585	361.2008		2010	1
10131595	361.2008		2008	1
10131595	361.2008		2009	1
10131595	361.2008		2010	1
10131600	469.2008		2008	1
10131600	469.2008		2009	1
10131600	469.2008		2010	1
10139100	470.2008	1	2008	1
10139100	470.2008	1	2009	1
10139100	470.2008	1	2010	1
10201030	1.1994	1	1999	1
10201030	1.1994	1	2000	1
10201030	1.1994	1	2001	1
10201030	1.1994	1	2002	1
10201030	1.1994	1	2003	1
10201030	1.1994	1	2004	1
10201050	1.1994	1	1999	1
10201050	1.1994	1	2000	1
10201050	1.1994	1	2001	1
10201050	1.1994	1	2002	1
10201050	1.1994	1	2003	1
10201050	1.1994	1	2004	1
10201100	472.2008		2008	1
10201100	472.2008		2009	1
10201100	472.2008		2010	1
10201200	471.2008		2008	1
10201200	471.2008		2009	1
10201200	471.2008		2010	1
10201330	473.2008		2008	1
10201330	473.2008		2009	1
10201330	473.2008		2010	1
10201360	474.2008		2008	1
10201360	474.2008		2009	1
10201360	474.2008		2010	1
10201400	476.2008		2008	1
10201400	476.2008		2009	1
10201400	476.2008		2010	1
10201500	477.2008		2008	1
10201500	477.2008		2009	1
10201500	477.2008		2010	1
10201600	475.2008		2008	1
10201600	475.2008		2009	1
10201600	475.2008		2010	1
10202100	479.2008		2008	1
10202100	479.2008		2009	1
10202100	479.2008		2010	1
10202200	478.2008		2008	1
10202200	478.2008		2009	1
10202200	478.2008		2010	1
10202300	483.2008		2008	1
10202300	483.2008		2009	1
10202300	483.2008		2010	1
10202420	480.2008		2008	1
10202420	480.2008		2009	1
10202420	480.2008		2010	1
10202450	481.2008		2008	1
10202450	481.2008		2009	1
10202450	481.2008		2010	1
10202480	482.2008		2008	1
10202480	482.2008		2009	1
10202480	482.2008		2010	1
10202510	362.2008		2008	1
10202510	362.2008		2009	1
10202510	362.2008		2010	1
10202520	362.2008		2008	1
10202520	362.2008		2009	1
10202520	362.2008		2010	1
10202530	362.2008		2008	1
10202530	362.2008		2009	1
10202530	362.2008		2010	1
10202540	362.2008		2008	1
10202540	362.2008		2009	1
10202540	362.2008		2010	1
10202550	362.2008		2008	1
10202550	362.2008		2009	1
10202550	362.2008		2010	1
10202560	362.2008		2008	1
10202560	362.2008		2009	1
10202560	362.2008		2010	1
10202570	362.2008		2008	1
10202570	362.2008		2009	1
10202570	362.2008		2010	1
10202580	362.2008		2008	1
10202580	362.2008		2009	1
10202580	362.2008		2010	1
10202590	362.2008		2008	1
10202590	362.2008		2009	1
10202590	362.2008		2010	1
10202630	484.2008		2008	1
10202630	484.2008		2009	1
10202630	484.2008		2010	1
10202660	485.2008		2008	1
10202660	485.2008		2009	1
10202660	485.2008		2010	1
10203100	486.2008		2008	1
10203100	486.2008		2009	1
10203100	486.2008		2010	1
10203200	363.2008		2008	1
10203200	363.2008		2009	1
10203200	363.2008		2010	1
10203300	363.2008		2008	1
10203300	363.2008		2009	1
10203300	363.2008		2010	1
10203400	362.2008		2008	1
10203400	362.2008		2009	1
10203400	362.2008		2010	1
10204100	487.2008		2008	1
10204100	487.2008		2009	1
10204100	487.2008		2010	1
10204200	488.2008		2008	1
10204200	488.2008		2009	1
10204200	488.2008		2010	1
10301000	1.1994	1	1999	1
10301000	1.1994	1	2000	1
10301000	1.1994	1	2001	1
10301000	1.1994	1	2002	1
10301000	1.1994	1	2003	1
10301000	1.1994	1	2004	1
10311110	489.2008		2008	1
10311110	489.2008		2009	1
10311110	489.2008		2010	1
10311130	492.2008		2008	1
10311130	492.2008		2009	1
10311130	492.2008		2010	1
10311200	490.2008		2008	1
10311200	490.2008		2009	1
10311200	490.2008		2010	1
10311300	491.2008		2008	1
10311300	491.2008		2009	1
10311300	491.2008		2010	1
10311430	493.2008		2008	1
10311430	493.2008		2009	1
10311430	493.2008		2010	1
10311460	494.2008		2008	1
10311460	494.2008		2009	1
10311460	494.2008		2010	1
10321100	498.2008		2008	1
10321100	498.2008		2009	1
10321100	498.2008		2010	1
10321210	495.2008		2008	1
10321210	495.2008		2009	1
10321210	495.2008		2010	1
10321220	496.2008		2008	1
10321220	496.2008		2009	1
10321220	496.2008		2010	1
10321230	364.2008		2008	1
10321230	364.2008		2009	1
10321230	364.2008		2010	1
10321300	364.2008		2008	1
10321300	364.2008		2009	1
10321300	364.2008		2010	1
10321400	364.2008		2008	1
10321400	364.2008		2009	1
10321400	364.2008		2010	1
10321500	364.2008		2008	1
10321500	364.2008		2009	1
10321500	364.2008		2010	1
10321600	364.2008		2008	1
10321600	364.2008		2009	1
10321600	364.2008		2010	1
10321700	364.2008		2008	1
10321700	364.2008		2009	1
10321700	364.2008		2010	1
10321910	497.2008		2008	1
10321910	497.2008		2009	1
10321910	497.2008		2010	1
10321920	499.2008		2008	1
10321920	499.2008		2009	1
10321920	499.2008		2010	1
10321930	364.2008		2008	1
10321930	364.2008		2009	1
10321930	364.2008		2010	1
10391100	500.2008		2008	1
10391100	500.2008		2009	1
10391100	500.2008		2010	1
10391200	501.2008		2008	1
10391200	501.2008		2009	1
10391200	501.2008		2010	1
10391330	502.2008		2008	1
10391330	502.2008		2009	1
10391330	502.2008		2010	1
10391350	503.2008		2008	1
10391350	503.2008		2009	1
10391350	503.2008		2010	1
10391390	504.2008		2008	1
10391390	504.2008		2009	1
10391390	504.2008		2010	1
10391500	365.2008		2008	1
10391500	365.2008		2009	1
10391500	365.2008		2010	1
10391600	365.2008		2008	1
10391600	365.2008		2009	1
10391600	365.2008		2010	1
10391710	365.2008		2008	1
10391710	365.2008		2009	1
10391710	365.2008		2010	1
10391721	505.2008		2008	1
10391721	505.2008		2009	1
10391721	505.2008		2010	1
10391725	506.2008		2008	1
10391725	506.2008		2009	1
10391725	506.2008		2010	1
10391730	365.2008		2008	1
10391730	365.2008		2009	1
10391730	365.2008		2010	1
10391740	365.2008		2008	1
10391740	365.2008		2009	1
10391740	365.2008		2010	1
10391750	365.2008		2008	1
10391750	365.2008		2009	1
10391750	365.2008		2010	1
10391760	365.2008		2008	1
10391760	365.2008		2009	1
10391760	365.2008		2010	1
10391770	365.2008		2008	1
10391770	365.2008		2009	1
10391770	365.2008		2010	1
10391780	365.2008		2008	1
10391780	365.2008		2009	1
10391780	365.2008		2010	1
10391790	365.2008		2008	1
10391790	365.2008		2009	1
10391790	365.2008		2010	1
10391800	507.2008		2008	1
10391800	507.2008		2009	1
10391800	507.2008		2010	1
10392100	508.2008		2008	1
10392100	508.2008		2009	1
10392100	508.2008		2010	1
10392230	509.2008		2008	1
10392230	509.2008		2009	1
10392230	509.2008		2010	1
10392290	510.2008		2008	1
10392290	510.2008		2009	1
10392290	510.2008		2010	1
10392330	511.2008		2008	1
10392330	511.2008		2009	1
10392330	511.2008		2010	1
10392390	512.2008		2008	1
10392390	512.2008		2009	1
10392390	512.2008		2010	1
10392410	516.2008		2008	1
10392410	516.2008		2009	1
10392410	516.2008		2010	1
10392430	513.2008		2008	1
10392430	513.2008		2009	1
10392430	513.2008		2010	1
10392510	514.2008		2008	1
10392510	514.2008		2009	1
10392510	514.2008		2010	1
10392520	515.2008		2008	1
10392520	515.2008		2009	1
10392520	515.2008		2010	1
10392550	1.1994	1	2008	1
10392550	1.1994	1	2009	1
10392550	1.1994	1	2010	1
10393000	517.2008		2008	1
10393000	517.2008		2009	1
10393000	517.2008		2010	1
10399100	518.2008	1	2008	1
10399100	518.2008	1	2009	1
10399100	518.2008	1	2010	1
10411100	519.2008		2008	1
10411100	519.2008		2009	1
10411100	519.2008		2010	1
10411200	520.2008		2008	1
10411200	520.2008		2009	1
10411200	520.2008		2010	1
10411900	521.2008		2008	1
10411900	521.2008		2009	1
10411900	521.2008		2010	1
10412100	522.2008		2008	1
10412100	522.2008		2009	1
10412100	522.2008		2010	1
10412200	523.2008		2008	1
10412200	523.2008		2009	1
10412200	523.2008		2010	1
10412310	524.2008		2008	1
10412310	524.2008		2009	1
10412310	524.2008		2010	1
10412330	6.2008		2008	1
10412330	6.2008		2009	1
10412330	6.2008		2010	1
10412400	525.2008		2008	1
10412400	525.2008		2009	1
10412400	525.2008		2010	1
10412500	526.2008		2008	1
10412500	526.2008		2009	1
10412500	526.2008		2010	1
10412600	527.2008		2008	1
10412600	527.2008		2009	1
10412600	527.2008		2010	1
10412700	528.2008		2008	1
10412700	528.2008		2009	1
10412700	528.2008		2010	1
10412800	529.2008		2008	1
10412800	529.2008		2009	1
10412800	529.2008		2010	1
10412900	5.2002		2008	1
10412900	5.2002		2009	1
10412900	5.2002		2010	1
10413000	530.2008		2008	1
10413000	530.2008		2009	1
10413000	530.2008		2010	1
10414130	531.2008		2008	1
10414130	531.2008		2009	1
10414130	531.2008		2010	1
10414150	532.2008		2008	1
10414150	532.2008		2009	1
10414150	532.2008		2010	1
10414170	533.2008		2008	1
10414170	533.2008		2009	1
10414170	533.2008		2010	1
10414190	534.2008		2008	1
10414190	534.2008		2009	1
10414190	534.2008		2010	1
10414200	535.2008		2008	1
10414200	535.2008		2009	1
10414200	535.2008		2010	1
10415100	536.2008		2008	1
10415100	536.2008		2009	1
10415100	536.2008		2010	1
10415200	537.2008		2008	1
10415200	537.2008		2009	1
10415200	537.2008		2010	1
10415310	538.2008		2008	1
10415310	538.2008		2009	1
10415310	538.2008		2010	1
10415330	6.2008		2008	1
10415330	6.2008		2009	1
10415330	6.2008		2010	1
10415400	539.2008		2008	1
10415400	539.2008		2009	1
10415400	539.2008		2010	1
10415500	540.2008		2008	1
10415500	540.2008		2009	1
10415500	540.2008		2010	1
10415600	541.2008		2008	1
10415600	541.2008		2009	1
10415600	541.2008		2010	1
10415700	542.2008		2008	1
10415700	542.2008		2009	1
10415700	542.2008		2010	1
10415800	543.2008		2008	1
10415800	543.2008		2009	1
10415800	543.2008		2010	1
10415900	5.2002		2008	1
10415900	5.2002		2009	1
10415900	5.2002		2010	1
10416030	544.2008		2008	1
10416030	544.2008		2009	1
10416030	544.2008		2010	1
10416050	545.2008		2008	1
10416050	545.2008		2009	1
10416050	545.2008		2010	1
10417100	546.2008		2008	1
10417100	546.2008		2009	1
10417100	546.2008		2010	1
10417200	547.2008		2008	1
10417200	547.2008		2009	1
10417200	547.2008		2010	1
10421030	548.2008		2008	1
10421030	548.2008		2009	1
10421030	548.2008		2010	1
10421050	549.2008		2008	1
10421050	549.2008		2009	1
10421050	549.2008		2010	1
10511133	2.2005		2008	1
10511133	2.2005		2009	1
10511133	2.2005		2010	1
10511137	2.2005		2008	1
10511137	2.2005		2009	1
10511137	2.2005		2010	1
10511142	90.2005	1	2008	1
10511142	90.2005	1	2009	1
10511142	90.2005	1	2010	1
10511148	91.2005	1	2008	1
10511148	91.2005	1	2009	1
10511148	91.2005	1	2010	1
10511210	1.1994	1	2008	1
10511210	1.1994	1	2009	1
10511210	1.1994	1	2010	1
10511220	1.1994	1	2008	1
10511220	1.1994	1	2009	1
10511220	1.1994	1	2010	1
10511230	1.1994	1	2008	1
10511230	1.1994	1	2009	1
10511230	1.1994	1	2010	1
10511240	1.1994	1	2008	1
10511240	1.1994	1	2009	1
10511240	1.1994	1	2010	1
10512130	4.2005		2008	1
10512130	4.2005		2009	1
10512130	4.2005		2010	1
10512160	4.2005		2008	1
10512160	4.2005		2009	1
10512160	4.2005		2010	1
10512230	5.2005	1	2008	1
10512230	5.2005	1	2009	1
10512230	5.2005	1	2010	1
10512260	5.2005	1	2008	1
10512260	5.2005	1	2009	1
10512260	5.2005	1	2010	1
10513030	562.2008		2008	1
10513030	562.2008		2009	1
10513030	562.2008		2010	1
10513050	563.2008		2008	1
10513050	563.2008		2009	1
10513050	563.2008		2010	1
10513070	1.1994	1	2008	1
10513070	1.1994	1	2009	1
10513070	1.1994	1	2010	1
10514030	565.2008		2008	1
10514030	565.2008		2009	1
10514030	565.2008		2010	1
10514050	566.2008		2008	1
10514050	566.2008		2009	1
10514050	566.2008		2010	1
10514070	567.2008		2008	1
10514070	567.2008		2009	1
10514070	567.2008		2010	1
10515104	568.2008	1	2008	1
10515104	568.2008	1	2009	1
10515104	568.2008	1	2010	1
10515108	569.2008	1	2008	1
10515108	569.2008	1	2009	1
10515108	569.2008	1	2010	1
10515241	9.2005	1	2008	1
10515241	9.2005	1	2009	1
10515241	9.2005	1	2010	1
10515245	571.2008	1	2008	1
10515245	571.2008	1	2009	1
10515245	571.2008	1	2010	1
10515263	572.2008	1	2008	1
10515263	572.2008	1	2009	1
10515263	572.2008	1	2010	1
10515265	573.2008	1	2008	1
10515265	573.2008	1	2009	1
10515265	573.2008	1	2010	1
10515300	574.2008		2008	1
10515300	574.2008		2009	1
10515300	574.2008		2010	1
10515400	575.2008		2008	1
10515400	575.2008		2009	1
10515400	575.2008		2010	1
10515530	576.2008		2008	1
10515530	576.2008		2009	1
10515530	576.2008		2010	1
10515560	1.1994	1	2008	1
10515560	1.1994	1	2009	1
10515560	1.1994	1	2010	1
10515600	578.2008		2008	1
10515600	578.2008		2009	1
10515600	578.2008		2010	1
10521000	579.2008		2008	1
10521000	579.2008		2009	1
10521000	579.2008		2010	1
10611100	580.2008		2008	1
10611100	580.2008		2009	1
10611100	580.2008		2010	1
10611230	595.2008		2008	1
10611230	595.2008		2009	1
10611230	595.2008		2010	1
10611250	596.2008		2008	1
10611250	596.2008		2009	1
10611250	596.2008		2010	1
10612100	581.2008		2008	1
10612100	581.2008		2009	1
10612100	581.2008		2010	1
10612200	582.2008		2008	1
10612200	582.2008		2009	1
10612200	582.2008		2010	1
10612300	583.2008		2008	1
10612300	583.2008		2009	1
10612300	583.2008		2010	1
10612400	584.2008		2008	1
10612400	584.2008		2009	1
10612400	584.2008		2010	1
10613133	585.2008		2008	1
10613133	585.2008		2009	1
10613133	585.2008		2010	1
10613135	586.2008		2008	1
10613135	586.2008		2009	1
10613135	586.2008		2010	1
10613230	587.2008		2008	1
10613230	587.2008		2009	1
10613230	587.2008		2010	1
10613240	28.2003		2008	1
10613240	28.2003		2009	1
10613240	28.2003		2010	1
10613250	589.2008		2008	1
10613250	589.2008		2009	1
10613250	589.2008		2010	1
10613333	590.2008		2008	1
10613333	590.2008		2009	1
10613333	590.2008		2010	1
10613335	591.2008		2008	1
10613335	591.2008		2009	1
10613335	591.2008		2010	1
10613351	1.1994	1	2008	1
10613351	1.1994	1	2009	1
10613351	1.1994	1	2010	1
10613353	593.2008		2008	1
10613353	593.2008		2009	1
10613353	593.2008		2010	1
10613355	594.2008		2008	1
10613355	594.2008		2009	1
10613355	594.2008		2010	1
10614010	597.2008		2008	1
10614010	597.2008		2009	1
10614010	597.2008		2010	1
10614030	598.2008		2008	1
10614030	598.2008		2009	1
10614030	598.2008		2010	1
10614050	599.2008		2008	1
10614050	599.2008		2009	1
10614050	599.2008		2010	1
10614090	600.2008	1	2008	1
10614090	600.2008	1	2009	1
10614090	600.2008	1	2010	1
10621111	607.2008		2008	1
10621111	607.2008		2009	1
10621111	607.2008		2010	1
10621113	608.2008		2008	1
10621113	608.2008		2009	1
10621113	608.2008		2010	1
10621115	609.2008		2008	1
10621115	609.2008		2009	1
10621115	609.2008		2010	1
10621119	610.2008		2008	1
10621119	610.2008		2009	1
10621119	610.2008		2010	1
10621130	611.2008		2008	1
10621130	611.2008		2009	1
10621130	611.2008		2010	1
10621150	612.2008		2008	1
10621150	612.2008		2009	1
10621150	612.2008		2010	1
10621170	613.2008		2008	1
10621170	613.2008		2009	1
10621170	613.2008		2010	1
10621200	614.2008		2008	1
10621200	614.2008		2009	1
10621200	614.2008		2010	1
10621310	603.2008		2008	1
10621310	603.2008		2009	1
10621310	603.2008		2010	1
10621320	604.2008		2008	1
10621320	604.2008		2009	1
10621320	604.2008		2010	1
10621330	605.2008		2008	1
10621330	605.2008		2009	1
10621330	605.2008		2010	1
10621390	606.2008		2008	1
10621390	606.2008		2009	1
10621390	606.2008		2010	1
10621430	601.2008		2008	1
10621430	601.2008		2009	1
10621430	601.2008		2010	1
10621460	602.2008		2008	1
10621460	602.2008		2009	1
10621460	602.2008		2010	1
10622000	615.2008		2008	1
10622000	615.2008		2009	1
10622000	615.2008		2010	1
10711100	619.2008		2008	1
10711100	619.2008		2009	1
10711100	619.2008		2010	1
10711200	620.2008		2008	1
10711200	620.2008		2009	1
10711200	620.2008		2010	1
10721130	621.2008		2008	1
10721130	621.2008		2009	1
10721130	621.2008		2010	1
10721150	622.2008		2008	1
10721150	622.2008		2009	1
10721150	622.2008		2010	1
10721230	623.2008		2008	1
10721230	623.2008		2009	1
10721230	623.2008		2010	1
10721253	624.2008		2008	1
10721253	624.2008		2009	1
10721253	624.2008		2010	1
10721255	625.2008		2008	1
10721255	625.2008		2009	1
10721255	625.2008		2010	1
10721257	629.2008		2008	1
10721257	629.2008		2009	1
10721257	629.2008		2010	1
10721259	626.2008		2008	1
10721259	626.2008		2009	1
10721259	626.2008		2010	1
10721910	627.2008		2008	1
10721910	627.2008		2009	1
10721910	627.2008		2010	1
10721920	628.2008		2008	1
10721920	628.2008		2009	1
10721920	628.2008		2010	1
10721940	630.2008		2008	1
10721940	630.2008		2009	1
10721940	630.2008		2010	1
10721950	631.2008		2008	1
10721950	631.2008		2009	1
10721950	631.2008		2010	1
10721990	632.2008		2008	1
10721990	632.2008		2009	1
10721990	632.2008		2010	1
10731130	669.2008		2008	1
10731130	669.2008		2009	1
10731130	669.2008		2010	1
10731150	670.2008		2008	1
10731150	670.2008		2009	1
10731150	670.2008		2010	1
10731200	673.2008		2008	1
10731200	673.2008		2009	1
10731200	673.2008		2010	1
10811100	633.2008		2008	1
10811100	633.2008		2009	1
10811100	633.2008		2010	1
10811230	634.2008		2008	1
10811230	634.2008		2009	1
10811230	634.2008		2010	1
10811290	635.2008		2008	1
10811290	635.2008		2009	1
10811290	635.2008		2010	1
10811300	55.2008		2008	1
10811300	55.2008		2009	1
10811300	55.2008		2010	1
10811430	636.2008		2008	1
10811430	636.2008		2009	1
10811430	636.2008		2010	1
10811450	637.2008		2008	1
10811450	637.2008		2009	1
10811450	637.2008		2010	1
10812000	638.2008		2008	1
10812000	638.2008		2009	1
10812000	638.2008		2010	1
10821100	639.2008		2008	1
10821100	639.2008		2009	1
10821100	639.2008		2010	1
10821200	640.2008		2008	1
10821200	640.2008		2009	1
10821200	640.2008		2010	1
10821300	641.2008		2008	1
10821300	641.2008		2009	1
10821300	641.2008		2010	1
10821400	642.2008		2008	1
10821400	642.2008		2009	1
10821400	642.2008		2010	1
10822130	56.2008		2008	1
10822130	56.2008		2009	1
10822130	56.2008		2010	1
10822150	643.2008		2008	1
10822150	643.2008		2009	1
10822150	643.2008		2010	1
10822170	644.2008		2008	1
10822170	644.2008		2009	1
10822170	644.2008		2010	1
10822190	645.2008		2008	1
10822190	645.2008		2009	1
10822190	645.2008		2010	1
