cn2005	pc2005	many_one	one_many	many_many	simple	pc8plus	synthetic	_merge
"52064100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062500"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52064500"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062300"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054700"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054800"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"55099100"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55095200"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55096100"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"52083900"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52083219"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52082219"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52103100"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52105100"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52102100"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52081300"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52081190"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52121110"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52082299"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52105900"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52081299"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52121390"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52085100"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52121290"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52082296"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52105200"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52082300"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52103900"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
"52121590"	"172020Z1"	1	0	0	0	"172020Z1"	0	1
